Schl,District Name,School Name,Subject,Group,Grade,N Scored,Pct. Advanced,Pct. Proficient,Pct. Basic,Pct. Below Basic,,
000007744,FIRST PHILA CS FOR LITERACY,FIRST PHILA CS FOR LITERACY,Literature,All Students,11,47,0.0,55.3,38.3,6.4,,
000007744,FIRST PHILA CS FOR LITERACY,FIRST PHILA CS FOR LITERACY,Literature,Historically Underperforming,11,47,0.0,55.3,38.3,6.4,,
000007666,FRANKLIN TOWNE CHS,FRANKLIN TOWNE CHS,Algebra I,All Students,11,262,22.9,68.7,8.0,0.4,,
000007666,FRANKLIN TOWNE CHS,FRANKLIN TOWNE CHS,Algebra I,Historically Underperforming,11,201,19.9,69.7,10.0,0.5,,
000007666,FRANKLIN TOWNE CHS,FRANKLIN TOWNE CHS,Biology,All Students,11,262,12.2,62.6,22.5,2.7,,
000007666,FRANKLIN TOWNE CHS,FRANKLIN TOWNE CHS,Biology,Historically Underperforming,11,201,10.9,59.2,26.4,3.5,,
000007666,FRANKLIN TOWNE CHS,FRANKLIN TOWNE CHS,Literature,All Students,11,262,5.3,88.2,6.1,0.4,,
000007666,FRANKLIN TOWNE CHS,FRANKLIN TOWNE CHS,Literature,Historically Underperforming,11,201,5.5,86.1,8.0,0.5,,
000007586,FREIRE CS,FREIRE CS,Algebra I,All Students,11,115,6.1,50.4,34.8,8.7,,
000007586,FREIRE CS,FREIRE CS,Algebra I,Historically Underperforming,11,89,6.7,47.2,34.8,11.2,,
000007586,FREIRE CS,FREIRE CS,Biology,All Students,11,114,6.1,49.1,36.8,7.9,,
000007586,FREIRE CS,FREIRE CS,Biology,Historically Underperforming,11,88,8.0,46.6,35.2,10.2,,
000007586,FREIRE CS,FREIRE CS,Literature,All Students,11,114,2.6,71.1,19.3,7.0,,
000007586,FREIRE CS,FREIRE CS,Literature,Historically Underperforming,11,88,2.3,69.3,19.3,9.1,,
000007542,IMHOTEP INSTITUTE CS,IMHOTEP INSTITUTE CS,Algebra I,All Students,11,132,0.8,9.8,59.1,30.3,,
000007542,IMHOTEP INSTITUTE CS,IMHOTEP INSTITUTE CS,Algebra I,Historically Underperforming,11,132,0.8,9.8,59.1,30.3,,
000007542,IMHOTEP INSTITUTE CS,IMHOTEP INSTITUTE CS,Biology,All Students,11,125,0.0,8.8,28.8,62.4,,
000007542,IMHOTEP INSTITUTE CS,IMHOTEP INSTITUTE CS,Biology,Historically Underperforming,11,125,0.0,8.8,28.8,62.4,,
000007542,IMHOTEP INSTITUTE CS,IMHOTEP INSTITUTE CS,Literature,All Students,11,123,0.0,35.8,48.0,16.3,,
000007542,IMHOTEP INSTITUTE CS,IMHOTEP INSTITUTE CS,Literature,Historically Underperforming,11,123,0.0,35.8,48.0,16.3,,
000008358,KIPP DUBOIS CHARTER SCHOOL,KIPP DUBOIS CHARTER SCHOOL,Algebra I,All Students,11,110,4.5,38.2,46.4,10.9,,
000008358,KIPP DUBOIS CHARTER SCHOOL,KIPP DUBOIS CHARTER SCHOOL,Algebra I,Historically Underperforming,11,96,4.2,37.5,45.8,12.5,,
000008358,KIPP DUBOIS CHARTER SCHOOL,KIPP DUBOIS CHARTER SCHOOL,Biology,All Students,11,111,3.6,29.7,38.7,27.9,,
000008358,KIPP DUBOIS CHARTER SCHOOL,KIPP DUBOIS CHARTER SCHOOL,Biology,Historically Underperforming,11,97,4.1,28.9,39.2,27.8,,
000008358,KIPP DUBOIS CHARTER SCHOOL,KIPP DUBOIS CHARTER SCHOOL,Literature,All Students,11,111,0.0,46.8,41.4,11.7,,
000008358,KIPP DUBOIS CHARTER SCHOOL,KIPP DUBOIS CHARTER SCHOOL,Literature,Historically Underperforming,11,97,0.0,46.4,41.2,12.4,,
000007672,MARIANA BRACETTI ACAD CS,MARIANA BRACETTI ACAD CS,Algebra I,All Students,11,130,3.8,54.6,35.4,6.2,,
000007672,MARIANA BRACETTI ACAD CS,MARIANA BRACETTI ACAD CS,Algebra I,Historically Underperforming,11,130,3.8,54.6,35.4,6.2,,
000007672,MARIANA BRACETTI ACAD CS,MARIANA BRACETTI ACAD CS,Biology,All Students,11,128,7.0,39.1,39.8,14.1,,
000007672,MARIANA BRACETTI ACAD CS,MARIANA BRACETTI ACAD CS,Biology,Historically Underperforming,11,128,7.0,39.1,39.8,14.1,,
000007672,MARIANA BRACETTI ACAD CS,MARIANA BRACETTI ACAD CS,Literature,All Students,11,128,6.3,68.0,23.4,2.3,,
000007672,MARIANA BRACETTI ACAD CS,MARIANA BRACETTI ACAD CS,Literature,Historically Underperforming,11,128,6.3,68.0,23.4,2.3,,
000007777,MARITIME ACADEMY CS,MARITIME ACADEMY CS,Algebra I,All Students,11,65,0.0,32.3,53.8,13.8,,
000007777,MARITIME ACADEMY CS,MARITIME ACADEMY CS,Algebra I,Historically Underperforming,11,65,0.0,32.3,53.8,13.8,,
000007777,MARITIME ACADEMY CS,MARITIME ACADEMY CS,Biology,All Students,11,65,4.6,40.0,40.0,15.4,,
000007777,MARITIME ACADEMY CS,MARITIME ACADEMY CS,Biology,Historically Underperforming,11,65,4.6,40.0,40.0,15.4,,
000007777,MARITIME ACADEMY CS,MARITIME ACADEMY CS,Literature,All Students,11,65,0.0,69.2,29.2,1.5,,
000007777,MARITIME ACADEMY CS,MARITIME ACADEMY CS,Literature,Historically Underperforming,11,65,0.0,69.2,29.2,1.5,,
000007574,MAST COMMUNITY CS,MAST COMMUNITY CS,Algebra I,All Students,11,103,37.9,39.8,19.4,2.9,,
000007574,MAST COMMUNITY CS,MAST COMMUNITY CS,Algebra I,Historically Underperforming,11,45,24.4,37.8,31.1,6.7,,
000007574,MAST COMMUNITY CS,MAST COMMUNITY CS,Biology,All Students,11,102,31.4,37.3,23.5,7.8,,
000007574,MAST COMMUNITY CS,MAST COMMUNITY CS,Biology,Historically Underperforming,11,44,22.7,29.5,29.5,18.2,,
000007574,MAST COMMUNITY CS,MAST COMMUNITY CS,Literature,All Students,11,101,8.9,69.3,21.8,0.0,,
000007574,MAST COMMUNITY CS,MAST COMMUNITY CS,Literature,Historically Underperforming,11,43,2.3,67.4,30.2,0.0,,
000008207,MASTERY CS - GRATZ CAMPUS,MASTERY CS - GRATZ CAMPUS,Algebra I,All Students,11,242,1.2,16.1,36.8,45.9,,
000008207,MASTERY CS - GRATZ CAMPUS,MASTERY CS - GRATZ CAMPUS,Algebra I,Historically Underperforming,11,242,1.2,16.1,36.8,45.9,,
000008207,MASTERY CS - GRATZ CAMPUS,MASTERY CS - GRATZ CAMPUS,Biology,All Students,11,237,0.4,9.7,20.3,69.6,,
000008207,MASTERY CS - GRATZ CAMPUS,MASTERY CS - GRATZ CAMPUS,Biology,Historically Underperforming,11,237,0.4,9.7,20.3,69.6,,
000008207,MASTERY CS - GRATZ CAMPUS,MASTERY CS - GRATZ CAMPUS,Literature,All Students,11,241,0.4,24.5,34.0,41.1,,
000008207,MASTERY CS - GRATZ CAMPUS,MASTERY CS - GRATZ CAMPUS,Literature,Historically Underperforming,11,241,0.4,24.5,34.0,41.1,,
000007588,MASTERY CS - HARDY WILLIAMS,MASTERY CS - HARDY WILLIAMS,Algebra I,All Students,11,77,3.9,19.5,54.5,22.1,,
000007588,MASTERY CS - HARDY WILLIAMS,MASTERY CS - HARDY WILLIAMS,Algebra I,Historically Underperforming,11,77,3.9,19.5,54.5,22.1,,
000007588,MASTERY CS - HARDY WILLIAMS,MASTERY CS - HARDY WILLIAMS,Biology,All Students,11,73,2.7,19.2,39.7,38.4,,
000007588,MASTERY CS - HARDY WILLIAMS,MASTERY CS - HARDY WILLIAMS,Biology,Historically Underperforming,11,73,2.7,19.2,39.7,38.4,,
000007588,MASTERY CS - HARDY WILLIAMS,MASTERY CS - HARDY WILLIAMS,Literature,All Students,11,74,0.0,47.3,35.1,17.6,,
000007588,MASTERY CS - HARDY WILLIAMS,MASTERY CS - HARDY WILLIAMS,Literature,Historically Underperforming,11,74,0.0,47.3,35.1,17.6,,
000007678,MASTERY CS - LENFEST CAMPUS,MASTERY CS - LENFEST CAMPUS,Algebra I,All Students,11,64,1.6,35.9,34.4,28.1,,
000007678,MASTERY CS - LENFEST CAMPUS,MASTERY CS - LENFEST CAMPUS,Algebra I,Historically Underperforming,11,64,1.6,35.9,34.4,28.1,,
000007678,MASTERY CS - LENFEST CAMPUS,MASTERY CS - LENFEST CAMPUS,Biology,All Students,11,63,9.5,17.5,36.5,36.5,,
000007678,MASTERY CS - LENFEST CAMPUS,MASTERY CS - LENFEST CAMPUS,Biology,Historically Underperforming,11,63,9.5,17.5,36.5,36.5,,
000007678,MASTERY CS - LENFEST CAMPUS,MASTERY CS - LENFEST CAMPUS,Literature,All Students,11,68,4.4,60.3,16.2,19.1,,
000007678,MASTERY CS - LENFEST CAMPUS,MASTERY CS - LENFEST CAMPUS,Literature,Historically Underperforming,11,68,4.4,60.3,16.2,19.1,,
000007961,MASTERY CS - PICKETT CAMPUS,MASTERY CS - PICKETT CAMPUS,Algebra I,All Students,11,90,11.1,33.3,41.1,14.4,,
000007961,MASTERY CS - PICKETT CAMPUS,MASTERY CS - PICKETT CAMPUS,Algebra I,Historically Underperforming,11,90,11.1,33.3,41.1,14.4,,
000007961,MASTERY CS - PICKETT CAMPUS,MASTERY CS - PICKETT CAMPUS,Biology,All Students,11,87,5.7,28.7,25.3,40.2,,
000007961,MASTERY CS - PICKETT CAMPUS,MASTERY CS - PICKETT CAMPUS,Biology,Historically Underperforming,11,87,5.7,28.7,25.3,40.2,,
000007961,MASTERY CS - PICKETT CAMPUS,MASTERY CS - PICKETT CAMPUS,Literature,All Students,11,90,0.0,62.2,33.3,4.4,,
000007961,MASTERY CS - PICKETT CAMPUS,MASTERY CS - PICKETT CAMPUS,Literature,Historically Underperforming,11,90,0.0,62.2,33.3,4.4,,
000007909,MASTERY CS - SHOEMAKER CAMPUS,MASTERY CS - SHOEMAKER CAMPUS,Algebra I,All Students,11,121,9.1,27.3,38.8,24.8,,
000007909,MASTERY CS - SHOEMAKER CAMPUS,MASTERY CS - SHOEMAKER CAMPUS,Algebra I,Historically Underperforming,11,121,9.1,27.3,38.8,24.8,,
000007909,MASTERY CS - SHOEMAKER CAMPUS,MASTERY CS - SHOEMAKER CAMPUS,Biology,All Students,11,117,1.7,17.9,31.6,48.7,,
000007909,MASTERY CS - SHOEMAKER CAMPUS,MASTERY CS - SHOEMAKER CAMPUS,Biology,Historically Underperforming,11,117,1.7,17.9,31.6,48.7,,
000007909,MASTERY CS - SHOEMAKER CAMPUS,MASTERY CS - SHOEMAKER CAMPUS,Literature,All Students,11,121,2.5,55.4,31.4,10.7,,
000007909,MASTERY CS - SHOEMAKER CAMPUS,MASTERY CS - SHOEMAKER CAMPUS,Literature,Historically Underperforming,11,121,2.5,55.4,31.4,10.7,,
000007910,MASTERY CS - THOMAS CAMPUS,MASTERY CS - THOMAS CAMPUS,Algebra I,All Students,11,98,17.3,34.7,35.7,12.2,,
000007910,MASTERY CS - THOMAS CAMPUS,MASTERY CS - THOMAS CAMPUS,Algebra I,Historically Underperforming,11,98,17.3,34.7,35.7,12.2,,
000007910,MASTERY CS - THOMAS CAMPUS,MASTERY CS - THOMAS CAMPUS,Biology,All Students,11,99,13.1,25.3,29.3,32.3,,
000007910,MASTERY CS - THOMAS CAMPUS,MASTERY CS - THOMAS CAMPUS,Biology,Historically Underperforming,11,99,13.1,25.3,29.3,32.3,,
000007910,MASTERY CS - THOMAS CAMPUS,MASTERY CS - THOMAS CAMPUS,Literature,All Students,11,99,4.0,55.6,32.3,8.1,,
000007910,MASTERY CS - THOMAS CAMPUS,MASTERY CS - THOMAS CAMPUS,Literature,Historically Underperforming,11,99,4.0,55.6,32.3,8.1,,
000007582,MATH CIVICS & SCIENCES CS,MATH CIVICS & SCIENCES CS,Algebra I,All Students,11,77,1.3,11.7,55.8,31.2,,
000007582,MATH CIVICS & SCIENCES CS,MATH CIVICS & SCIENCES CS,Algebra I,Historically Underperforming,11,67,0.0,9.0,59.7,31.3,,
000007582,MATH CIVICS & SCIENCES CS,MATH CIVICS & SCIENCES CS,Biology,All Students,11,76,1.3,3.9,32.9,61.8,,
000007582,MATH CIVICS & SCIENCES CS,MATH CIVICS & SCIENCES CS,Biology,Historically Underperforming,11,66,1.5,3.0,31.8,63.6,,
000007582,MATH CIVICS & SCIENCES CS,MATH CIVICS & SCIENCES CS,Literature,All Students,11,77,0.0,15.6,61.0,23.4,,
000007582,MATH CIVICS & SCIENCES CS,MATH CIVICS & SCIENCES CS,Literature,Historically Underperforming,11,67,0.0,13.4,61.2,25.4,,
000007546,MULTI-CULTURAL ACADEMY CS,MULTI-CULTURAL ACADEMY CS,Algebra I,All Students,11,54,0.0,57.4,37.0,5.6,,
000007546,MULTI-CULTURAL ACADEMY CS,MULTI-CULTURAL ACADEMY CS,Algebra I,Historically Underperforming,11,45,0.0,53.3,40.0,6.7,,
000007546,MULTI-CULTURAL ACADEMY CS,MULTI-CULTURAL ACADEMY CS,Biology,All Students,11,54,3.7,50.0,33.3,13.0,,
000007546,MULTI-CULTURAL ACADEMY CS,MULTI-CULTURAL ACADEMY CS,Biology,Historically Underperforming,11,45,4.4,46.7,33.3,15.6,,
000007546,MULTI-CULTURAL ACADEMY CS,MULTI-CULTURAL ACADEMY CS,Literature,All Students,11,54,0.0,77.8,22.2,0.0,,
000007546,MULTI-CULTURAL ACADEMY CS,MULTI-CULTURAL ACADEMY CS,Literature,Historically Underperforming,11,45,0.0,77.8,22.2,0.0,,
000007649,NEW FOUNDATIONS CS,NEW FOUNDATIONS CS,Algebra I,All Students,11,192,20.3,54.2,24.5,1.0,,
000007649,NEW FOUNDATIONS CS,NEW FOUNDATIONS CS,Algebra I,Historically Underperforming,11,107,16.8,53.3,28.0,1.9,,
000007649,NEW FOUNDATIONS CS,NEW FOUNDATIONS CS,Biology,All Students,11,191,14.7,55.0,26.7,3.7,,
000007649,NEW FOUNDATIONS CS,NEW FOUNDATIONS CS,Biology,Historically Underperforming,11,107,14.0,50.5,29.9,5.6,,
000007649,NEW FOUNDATIONS CS,NEW FOUNDATIONS CS,Literature,All Students,11,192,3.1,86.5,10.4,0.0,,
000007649,NEW FOUNDATIONS CS,NEW FOUNDATIONS CS,Literature,Historically Underperforming,11,108,2.8,81.5,15.7,0.0,,
000007665,NUEVA ESPERANZA ACAD CS,NUEVA ESPERANZA ACAD CS,Algebra I,All Students,11,159,5.7,30.8,43.4,20.1,,
000007665,NUEVA ESPERANZA ACAD CS,NUEVA ESPERANZA ACAD CS,Algebra I,Historically Underperforming,11,155,5.8,30.3,43.9,20.0,,
000007665,NUEVA ESPERANZA ACAD CS,NUEVA ESPERANZA ACAD CS,Biology,All Students,11,160,1.3,20.0,36.3,42.5,,
000007665,NUEVA ESPERANZA ACAD CS,NUEVA ESPERANZA ACAD CS,Biology,Historically Underperforming,11,157,0.6,19.7,36.9,42.7,,
000007665,NUEVA ESPERANZA ACAD CS,NUEVA ESPERANZA ACAD CS,Literature,All Students,11,161,1.2,49.1,35.4,14.3,,
000007665,NUEVA ESPERANZA ACAD CS,NUEVA ESPERANZA ACAD CS,Literature,Historically Underperforming,11,157,0.6,49.0,35.7,14.6,,
000008205,OLNEY CHARTER HS,OLNEY CHARTER HS,Algebra I,All Students,11,345,1.4,15.1,53.9,29.6,,
000008205,OLNEY CHARTER HS,OLNEY CHARTER HS,Algebra I,Historically Underperforming,11,289,0.7,13.1,55.7,30.4,,
000008205,OLNEY CHARTER HS,OLNEY CHARTER HS,Biology,All Students,11,341,1.2,6.2,26.4,66.3,,
000008205,OLNEY CHARTER HS,OLNEY CHARTER HS,Biology,Historically Underperforming,11,286,0.3,4.9,26.2,68.5,,
000008205,OLNEY CHARTER HS,OLNEY CHARTER HS,Literature,All Students,11,337,0.0,20.5,43.0,36.5,,
000008205,OLNEY CHARTER HS,OLNEY CHARTER HS,Literature,Historically Underperforming,11,281,0.0,17.8,43.1,39.1,,
000007737,PHILA ELEC & TECH CHS,PHILA ELEC & TECH CHS,Algebra I,All Students,11,127,3.9,29.1,44.9,22.0,,
000007737,PHILA ELEC & TECH CHS,PHILA ELEC & TECH CHS,Algebra I,Historically Underperforming,11,78,2.6,24.4,44.9,28.2,,
000007737,PHILA ELEC & TECH CHS,PHILA ELEC & TECH CHS,Biology,All Students,11,127,1.6,22.8,38.6,37.0,,
000007737,PHILA ELEC & TECH CHS,PHILA ELEC & TECH CHS,Biology,Historically Underperforming,11,78,1.3,19.2,39.7,39.7,,
000007737,PHILA ELEC & TECH CHS,PHILA ELEC & TECH CHS,Literature,All Students,11,127,0.8,57.5,37.0,4.7,,
000007737,PHILA ELEC & TECH CHS,PHILA ELEC & TECH CHS,Literature,Historically Underperforming,11,78,0.0,55.1,38.5,6.4,,
000007587,PHILADELPHIA ACAD CS,PHILADELPHIA ACAD CS,Algebra I,All Students,11,98,14.3,41.8,31.6,12.2,,
000007587,PHILADELPHIA ACAD CS,PHILADELPHIA ACAD CS,Algebra I,Historically Underperforming,11,46,8.7,28.3,39.1,23.9,,
000007587,PHILADELPHIA ACAD CS,PHILADELPHIA ACAD CS,Biology,All Students,11,99,25.3,31.3,25.3,18.2,,
000007587,PHILADELPHIA ACAD CS,PHILADELPHIA ACAD CS,Biology,Historically Underperforming,11,47,12.8,17.0,36.2,34.0,,
000007587,PHILADELPHIA ACAD CS,PHILADELPHIA ACAD CS,Literature,All Students,11,99,3.0,66.7,26.3,4.0,,
000007587,PHILADELPHIA ACAD CS,PHILADELPHIA ACAD CS,Literature,Historically Underperforming,11,47,2.1,48.9,40.4,8.5,,
000007904,PHILADELPHIA CITY SD,ACADEMY AT PALUMBO,Algebra I,All Students,11,234,15.0,66.7,17.9,0.4,,
000007904,PHILADELPHIA CITY SD,ACADEMY AT PALUMBO,Algebra I,Historically Underperforming,11,234,15.0,66.7,17.9,0.4,,
000007904,PHILADELPHIA CITY SD,ACADEMY AT PALUMBO,Biology,All Students,11,232,14.7,62.5,21.1,1.7,,
000007904,PHILADELPHIA CITY SD,ACADEMY AT PALUMBO,Biology,Historically Underperforming,11,232,14.7,62.5,21.1,1.7,,
000007904,PHILADELPHIA CITY SD,ACADEMY AT PALUMBO,Literature,All Students,11,236,3.4,89.0,6.8,0.8,,
000007904,PHILADELPHIA CITY SD,ACADEMY AT PALUMBO,Literature,Historically Underperforming,11,236,3.4,89.0,6.8,0.8,,
000008039,PHILADELPHIA CITY SD,ARTS ACADEMY AT BENJAMIN RUSH,Algebra I,All Students,11,149,14.8,50.3,33.6,1.3,,
000008039,PHILADELPHIA CITY SD,ARTS ACADEMY AT BENJAMIN RUSH,Algebra I,Historically Underperforming,11,149,14.8,50.3,33.6,1.3,,
000008039,PHILADELPHIA CITY SD,ARTS ACADEMY AT BENJAMIN RUSH,Biology,All Students,11,148,12.2,64.2,23.0,0.7,,
000008039,PHILADELPHIA CITY SD,ARTS ACADEMY AT BENJAMIN RUSH,Biology,Historically Underperforming,11,148,12.2,64.2,23.0,0.7,,
000008039,PHILADELPHIA CITY SD,ARTS ACADEMY AT BENJAMIN RUSH,Literature,All Students,11,146,2.7,82.2,14.4,0.7,,
000008039,PHILADELPHIA CITY SD,ARTS ACADEMY AT BENJAMIN RUSH,Literature,Historically Underperforming,11,146,2.7,82.2,14.4,0.7,,
000007070,PHILADELPHIA CITY SD,BODINE WILLIAM W HS,Algebra I,All Students,11,104,11.5,54.8,32.7,1.0,,
000007070,PHILADELPHIA CITY SD,BODINE WILLIAM W HS,Algebra I,Historically Underperforming,11,104,11.5,54.8,32.7,1.0,,
000007070,PHILADELPHIA CITY SD,BODINE WILLIAM W HS,Biology,All Students,11,103,11.7,58.3,29.1,1.0,,
000007070,PHILADELPHIA CITY SD,BODINE WILLIAM W HS,Biology,Historically Underperforming,11,103,11.7,58.3,29.1,1.0,,
000007070,PHILADELPHIA CITY SD,BODINE WILLIAM W HS,Literature,All Students,11,85,2.4,78.8,17.6,1.2,,
000007070,PHILADELPHIA CITY SD,BODINE WILLIAM W HS,Literature,Historically Underperforming,11,85,2.4,78.8,17.6,1.2,,
000008332,PHILADELPHIA CITY SD,BUILDING 21,Algebra I,All Students,11,93,0.0,14.0,48.4,37.6,,
000008332,PHILADELPHIA CITY SD,BUILDING 21,Algebra I,Historically Underperforming,11,93,0.0,14.0,48.4,37.6,,
000008332,PHILADELPHIA CITY SD,BUILDING 21,Biology,All Students,11,86,1.2,3.5,30.2,65.1,,
000008332,PHILADELPHIA CITY SD,BUILDING 21,Biology,Historically Underperforming,11,86,1.2,3.5,30.2,65.1,,
000008332,PHILADELPHIA CITY SD,BUILDING 21,Literature,All Students,11,87,0.0,27.6,37.9,34.5,,
000008332,PHILADELPHIA CITY SD,BUILDING 21,Literature,Historically Underperforming,11,87,0.0,27.6,37.9,34.5,,
000007023,PHILADELPHIA CITY SD,CARVER HS ENGINEERING & SCIENCE,Algebra I,All Students,11,150,30.7,49.3,18.7,1.3,,
000007023,PHILADELPHIA CITY SD,CARVER HS ENGINEERING & SCIENCE,Algebra I,Historically Underperforming,11,150,30.7,49.3,18.7,1.3,,
000007023,PHILADELPHIA CITY SD,CARVER HS ENGINEERING & SCIENCE,Biology,All Students,11,151,25.2,55.6,15.2,4.0,,
000007023,PHILADELPHIA CITY SD,CARVER HS ENGINEERING & SCIENCE,Biology,Historically Underperforming,11,151,25.2,55.6,15.2,4.0,,
000007023,PHILADELPHIA CITY SD,CARVER HS ENGINEERING & SCIENCE,Literature,All Students,11,151,2.0,74.8,21.2,2.0,,
000007023,PHILADELPHIA CITY SD,CARVER HS ENGINEERING & SCIENCE,Literature,Historically Underperforming,11,151,2.0,74.8,21.2,2.0,,
000003848,PHILADELPHIA CITY SD,CENTRAL HS,Algebra I,All Students,11,559,66.2,32.6,1.3,0.0,,
000003848,PHILADELPHIA CITY SD,CENTRAL HS,Algebra I,Historically Underperforming,11,559,66.2,32.6,1.3,0.0,,
000003848,PHILADELPHIA CITY SD,CENTRAL HS,Biology,All Students,11,558,55.2,41.9,2.7,0.2,,
000003848,PHILADELPHIA CITY SD,CENTRAL HS,Biology,Historically Underperforming,11,558,55.2,41.9,2.7,0.2,,
000003848,PHILADELPHIA CITY SD,CENTRAL HS,Literature,All Students,11,386,15.3,82.1,2.6,0.0,,
000003848,PHILADELPHIA CITY SD,CENTRAL HS,Literature,Historically Underperforming,11,386,15.3,82.1,2.6,0.0,,
000007905,PHILADELPHIA CITY SD,CONSTITUTION HS,Algebra I,All Students,11,85,2.4,36.5,52.9,8.2,,
000007905,PHILADELPHIA CITY SD,CONSTITUTION HS,Algebra I,Historically Underperforming,11,85,2.4,36.5,52.9,8.2,,
000007905,PHILADELPHIA CITY SD,CONSTITUTION HS,Biology,All Students,11,86,1.2,25.6,39.5,33.7,,
000007905,PHILADELPHIA CITY SD,CONSTITUTION HS,Biology,Historically Underperforming,11,86,1.2,25.6,39.5,33.7,,
000007905,PHILADELPHIA CITY SD,CONSTITUTION HS,Literature,All Students,11,86,0.0,47.7,36.0,16.3,,
000007905,PHILADELPHIA CITY SD,CONSTITUTION HS,Literature,Historically Underperforming,11,86,0.0,47.7,36.0,16.3,,
000006996,PHILADELPHIA CITY SD,CREATIVE &  PERFORM ARTS,Algebra I,All Students,11,146,10.3,52.1,34.2,3.4,,
000006996,PHILADELPHIA CITY SD,CREATIVE &  PERFORM ARTS,Algebra I,Historically Underperforming,11,146,10.3,52.1,34.2,3.4,,
000006996,PHILADELPHIA CITY SD,CREATIVE &  PERFORM ARTS,Biology,All Students,11,143,11.2,37.1,36.4,15.4,,
000006996,PHILADELPHIA CITY SD,CREATIVE &  PERFORM ARTS,Biology,Historically Underperforming,11,143,11.2,37.1,36.4,15.4,,
000006996,PHILADELPHIA CITY SD,CREATIVE &  PERFORM ARTS,Literature,All Students,11,144,4.2,71.5,21.5,2.8,,
000006996,PHILADELPHIA CITY SD,CREATIVE &  PERFORM ARTS,Literature,Historically Underperforming,11,144,4.2,71.5,21.5,2.8,,
000003841,PHILADELPHIA CITY SD,DOBBINS MURRELL AVT HS,Algebra I,All Students,11,98,0.0,5.1,51.0,43.9,,
000003841,PHILADELPHIA CITY SD,DOBBINS MURRELL AVT HS,Algebra I,Historically Underperforming,11,98,0.0,5.1,51.0,43.9,,
000003841,PHILADELPHIA CITY SD,DOBBINS MURRELL AVT HS,Biology,All Students,11,94,2.1,9.6,25.5,62.8,,
000003841,PHILADELPHIA CITY SD,DOBBINS MURRELL AVT HS,Biology,Historically Underperforming,11,94,2.1,9.6,25.5,62.8,,
000003841,PHILADELPHIA CITY SD,DOBBINS MURRELL AVT HS,Literature,All Students,11,96,0.0,13.5,53.1,33.3,,
000003841,PHILADELPHIA CITY SD,DOBBINS MURRELL AVT HS,Literature,Historically Underperforming,11,96,0.0,13.5,53.1,33.3,,
000003849,PHILADELPHIA CITY SD,EDISON HS - FAREIRA SKILLS,Algebra I,All Students,11,145,0.7,9.7,49.7,40.0,,
000003849,PHILADELPHIA CITY SD,EDISON HS - FAREIRA SKILLS,Algebra I,Historically Underperforming,11,145,0.7,9.7,49.7,40.0,,
000003849,PHILADELPHIA CITY SD,EDISON HS - FAREIRA SKILLS,Biology,All Students,11,126,0.0,6.3,21.4,72.2,,
000003849,PHILADELPHIA CITY SD,EDISON HS - FAREIRA SKILLS,Biology,Historically Underperforming,11,126,0.0,6.3,21.4,72.2,,
000003849,PHILADELPHIA CITY SD,EDISON HS - FAREIRA SKILLS,Literature,All Students,11,136,0.0,21.3,31.6,47.1,,
000003849,PHILADELPHIA CITY SD,EDISON HS - FAREIRA SKILLS,Literature,Historically Underperforming,11,136,0.0,21.3,31.6,47.1,,
000003816,PHILADELPHIA CITY SD,FELS SAMUEL HS,Algebra I,All Students,11,148,0.7,6.8,37.8,54.7,,
000003816,PHILADELPHIA CITY SD,FELS SAMUEL HS,Algebra I,Historically Underperforming,11,148,0.7,6.8,37.8,54.7,,
000003816,PHILADELPHIA CITY SD,FELS SAMUEL HS,Biology,All Students,11,137,0.7,5.1,16.8,77.4,,
000003816,PHILADELPHIA CITY SD,FELS SAMUEL HS,Biology,Historically Underperforming,11,137,0.7,5.1,16.8,77.4,,
000003816,PHILADELPHIA CITY SD,FELS SAMUEL HS,Literature,All Students,11,142,0.7,23.2,34.5,41.5,,
000003816,PHILADELPHIA CITY SD,FELS SAMUEL HS,Literature,Historically Underperforming,11,142,0.7,23.2,34.5,41.5,,
000003850,PHILADELPHIA CITY SD,FRANKFORD HS,Algebra I,All Students,11,202,1.0,8.9,41.1,49.0,,
000003850,PHILADELPHIA CITY SD,FRANKFORD HS,Algebra I,Historically Underperforming,11,202,1.0,8.9,41.1,49.0,,
000003850,PHILADELPHIA CITY SD,FRANKFORD HS,Biology,All Students,11,185,0.5,5.4,10.8,83.2,,
000003850,PHILADELPHIA CITY SD,FRANKFORD HS,Biology,Historically Underperforming,11,185,0.5,5.4,10.8,83.2,,
000003850,PHILADELPHIA CITY SD,FRANKFORD HS,Literature,All Students,11,180,0.0,15.6,31.1,53.3,,
000003850,PHILADELPHIA CITY SD,FRANKFORD HS,Literature,Historically Underperforming,11,180,0.0,15.6,31.1,53.3,,
000003851,PHILADELPHIA CITY SD,FRANKLIN BENJAMIN HS,Algebra I,All Students,11,61,4.9,1.6,59.0,34.4,,
000003851,PHILADELPHIA CITY SD,FRANKLIN BENJAMIN HS,Algebra I,Historically Underperforming,11,61,4.9,1.6,59.0,34.4,,
000003851,PHILADELPHIA CITY SD,FRANKLIN BENJAMIN HS,Biology,All Students,11,55,0.0,5.5,20.0,74.5,,
000003851,PHILADELPHIA CITY SD,FRANKLIN BENJAMIN HS,Biology,Historically Underperforming,11,55,0.0,5.5,20.0,74.5,,
