Schl,Subject,Group,N Scored,Pct. Advanced,Pct. Proficient,Pct. Basic,Pct. Below Basic
0254,Literature,Historically Underperforming,1,,,,
8305,Algebra I,All Students,679,42.0,39.5,15.0,3.5
8305,Algebra I,Historically Underperforming,111,16.2,28.8,36.0,18.9
8305,Biology,All Students,536,67.0,28.7,3.9,0.4
8305,Biology,Historically Underperforming,50,46.0,40.0,12.0,2.0
7101,Algebra I,All Students,298,30.5,40.6,24.2,4.7
7101,Algebra I,Historically Underperforming,86,15.1,27.9,44.2,12.8
7101,Biology,All Students,314,33.1,37.3,19.4,10.2
7101,Biology,Historically Underperforming,102,13.7,32.4,26.5,27.5
7101,Literature,All Students,5,,,,
7101,Literature,Historically Underperforming,4,,,,
0053,Algebra I,All Students,63,4.8,47.6,38.1,9.5
0053,Algebra I,Historically Underperforming,31,3.2,32.3,51.6,12.9
0053,Biology,All Students,7,,,,
0053,Biology,Historically Underperforming,5,,,,
0053,Literature,All Students,6,,,,
0053,Literature,Historically Underperforming,5,,,,
5274,Algebra I,All Students,1,,,,
8308,Algebra I,All Students,5,,,,
8308,Algebra I,Historically Underperforming,2,,,,
8308,Biology,All Students,1,,,,
8308,Biology,Historically Underperforming,1,,,,
0309,Algebra I,All Students,192,3.1,31.8,42.2,22.9
0309,Algebra I,Historically Underperforming,140,2.9,25.7,42.9,28.6
0309,Biology,All Students,141,16.3,32.6,11.3,39.7
0309,Biology,Historically Underperforming,102,10.8,25.5,14.7,49.0
0309,Literature,All Students,10,,,,
0309,Literature,Historically Underperforming,9,,,,
7821,Algebra I,All Students,42,16.7,16.7,38.1,28.6
7821,Algebra I,Historically Underperforming,23,4.3,21.7,47.8,26.1
7821,Biology,All Students,37,10.8,32.4,24.3,32.4
7821,Biology,Historically Underperforming,22,4.5,36.4,13.6,45.5
7821,Literature,All Students,14,0.0,28.6,35.7,35.7
7821,Literature,Historically Underperforming,9,,,,
0315,Algebra I,All Students,340,54.1,39.4,5.3,1.2
0315,Algebra I,Historically Underperforming,52,28.8,44.2,19.2,7.7
0315,Biology,All Students,321,38.3,51.4,9.0,1.2
0315,Biology,Historically Underperforming,43,23.3,55.8,14.0,7.0
0315,Literature,All Students,343,27.7,66.5,5.2,0.6
0315,Literature,Historically Underperforming,56,7.1,64.3,25.0,3.6
8203,Algebra I,All Students,67,1.5,3.0,40.3,55.2
8203,Algebra I,Historically Underperforming,59,1.7,3.4,39.0,55.9
8203,Biology,All Students,28,7.1,3.6,35.7,53.6
8203,Biology,Historically Underperforming,26,7.7,3.8,34.6,53.8
8203,Literature,All Students,3,,,,
8203,Literature,Historically Underperforming,3,,,,
0409,Algebra I,All Students,284,20.8,35.9,33.5,9.9
0409,Algebra I,Historically Underperforming,117,10.3,33.3,43.6,12.8
0409,Biology,All Students,291,19.6,29.6,32.6,18.2
0409,Biology,Historically Underperforming,125,8.0,23.2,41.6,27.2
0409,Literature,All Students,17,11.8,23.5,35.3,29.4
0409,Literature,Historically Underperforming,9,,,,
6915,Algebra I,All Students,153,6.5,27.5,37.3,28.8
6915,Algebra I,Historically Underperforming,107,4.7,20.6,39.3,35.5
6915,Biology,All Students,144,3.5,24.3,35.4,36.8
6915,Biology,Historically Underperforming,94,3.2,20.2,36.2,40.4
6915,Literature,All Students,10,,,,
6915,Literature,Historically Underperforming,9,,,,
8106,Algebra I,All Students,124,25.0,50.8,21.8,2.4
8106,Algebra I,Historically Underperforming,31,12.9,45.2,32.3,9.7
8106,Biology,All Students,122,21.3,49.2,24.6,4.9
8106,Biology,Historically Underperforming,30,10.0,26.7,53.3,10.0
0412,Algebra I,All Students,93,9.7,33.3,38.7,18.3
0412,Algebra I,Historically Underperforming,64,6.3,32.8,35.9,25.0
0412,Biology,All Students,44,0.0,40.9,40.9,18.2
0412,Biology,Historically Underperforming,27,0.0,44.4,33.3,22.2
0412,Literature,All Students,18,0.0,33.3,38.9,27.8
0412,Literature,Historically Underperforming,14,0.0,35.7,28.6,35.7
8110,Algebra I,All Students,23,0.0,4.3,56.5,39.1
8110,Algebra I,Historically Underperforming,21,0.0,4.8,57.1,38.1
8110,Biology,All Students,6,,,,
8110,Biology,Historically Underperforming,6,,,,
8110,Literature,All Students,1,,,,
8110,Literature,Historically Underperforming,1,,,,
8105,Algebra I,All Students,95,3.2,28.4,49.5,18.9
8105,Algebra I,Historically Underperforming,59,0.0,27.1,52.5,20.3
8105,Biology,All Students,110,13.6,31.8,32.7,21.8
8105,Biology,Historically Underperforming,60,3.3,26.7,40.0,30.0
8300,Algebra I,All Students,16,12.5,12.5,56.3,18.8
8300,Algebra I,Historically Underperforming,7,,,,
8300,Biology,All Students,8,,,,
8300,Biology,Historically Underperforming,3,,,,
0416,Algebra I,All Students,26,0.0,0.0,53.8,46.2
0416,Algebra I,Historically Underperforming,22,0.0,0.0,54.5,45.5
0416,Biology,All Students,10,,,,
0416,Biology,Historically Underperforming,8,,,,
8107,Algebra I,All Students,103,41.7,43.7,12.6,1.9
8107,Algebra I,Historically Underperforming,37,35.1,48.6,13.5,2.7
8107,Biology,All Students,96,57.3,33.3,7.3,2.1
8107,Biology,Historically Underperforming,32,53.1,31.3,12.5,3.1
8107,Literature,All Students,102,8.8,81.4,6.9,2.9
8107,Literature,Historically Underperforming,36,5.6,86.1,5.6,2.8
0435,Algebra I,All Students,245,31.4,40.8,23.3,4.5
0435,Algebra I,Historically Underperforming,59,16.9,37.3,30.5,15.3
0435,Biology,All Students,255,35.7,39.6,18.8,5.9
0435,Biology,Historically Underperforming,65,26.2,35.4,30.8,7.7
0435,Literature,All Students,2,,,,
0435,Literature,Historically Underperforming,1,,,,
8129,Algebra I,All Students,23,0.0,47.8,26.1,26.1
8129,Algebra I,Historically Underperforming,19,0.0,36.8,31.6,31.6
8129,Biology,All Students,5,,,,
8129,Biology,Historically Underperforming,5,,,,
8129,Literature,All Students,3,,,,
8129,Literature,Historically Underperforming,3,,,,
7772,Algebra I,All Students,11,9.1,36.4,27.3,27.3
7772,Algebra I,Historically Underperforming,10,,,,
7772,Biology,All Students,5,,,,
7772,Biology,Historically Underperforming,5,,,,
7772,Literature,All Students,3,,,,
7772,Literature,Historically Underperforming,3,,,,
7832,Algebra I,All Students,11,9.1,18.2,54.5,18.2
7832,Algebra I,Historically Underperforming,9,,,,
0448,Algebra I,All Students,160,31.3,41.9,22.5,4.4
0448,Algebra I,Historically Underperforming,44,6.8,40.9,36.4,15.9
0448,Biology,All Students,145,48.3,40.7,7.6,3.4
0448,Biology,Historically Underperforming,31,19.4,48.4,16.1,16.1
6928,Algebra I,All Students,45,35.6,37.8,17.8,8.9
6928,Algebra I,Historically Underperforming,13,7.7,46.2,30.8,15.4
6928,Biology,All Students,55,38.2,30.9,14.5,16.4
6928,Biology,Historically Underperforming,22,9.1,31.8,27.3,31.8
6928,Literature,All Students,1,,,,
0460,Algebra I,All Students,318,19.8,42.1,28.3,9.7
0460,Algebra I,Historically Underperforming,115,11.3,27.0,37.4,24.3
0460,Biology,All Students,147,53.7,41.5,2.7,2.0
0460,Biology,Historically Underperforming,28,39.3,42.9,7.1,10.7
0460,Literature,All Students,20,0.0,0.0,45.0,55.0
0460,Literature,Historically Underperforming,20,0.0,0.0,45.0,55.0
8459,Algebra I,All Students,97,4.1,33.0,48.5,14.4
8459,Algebra I,Historically Underperforming,48,6.3,16.7,50.0,27.1
8459,Biology,All Students,49,24.5,46.9,14.3,14.3
8459,Biology,Historically Underperforming,16,31.3,31.3,12.5,25.0
8459,Literature,All Students,8,,,,
8459,Literature,Historically Underperforming,7,,,,
0470,Algebra I,All Students,268,50.4,35.1,13.1,1.5
0470,Algebra I,Historically Underperforming,54,27.8,29.6,35.2,7.4
0470,Biology,All Students,266,43.6,44.7,9.0,2.6
0470,Biology,Historically Underperforming,55,18.2,43.6,27.3,10.9
0470,Literature,All Students,1,,,,
0467,Algebra I,All Students,129,51.2,26.4,20.2,2.3
0467,Algebra I,Historically Underperforming,30,40.0,16.7,33.3,10.0
0467,Biology,All Students,39,87.2,10.3,0.0,2.6
0467,Biology,Historically Underperforming,6,,,,
0467,Literature,All Students,5,,,,
0467,Literature,Historically Underperforming,3,,,,
7648,Algebra I,All Students,1,,,,
7648,Algebra I,Historically Underperforming,1,,,,
7648,Biology,All Students,1,,,,
7648,Biology,Historically Underperforming,1,,,,
6113,Algebra I,All Students,2,,,,
6113,Algebra I,Historically Underperforming,1,,,,
6113,Biology,All Students,2,,,,
6113,Biology,Historically Underperforming,1,,,,
0196,Algebra I,All Students,64,14.1,42.2,25.0,18.8
0196,Algebra I,Historically Underperforming,45,13.3,40.0,22.2,24.4
0196,Biology,All Students,40,17.5,50.0,17.5,15.0
0196,Biology,Historically Underperforming,28,21.4,42.9,17.9,17.9
0196,Literature,All Students,3,,,,
0196,Literature,Historically Underperforming,2,,,,
0477,Algebra I,All Students,22,0.0,18.2,68.2,13.6
0477,Algebra I,Historically Underperforming,18,0.0,22.2,66.7,11.1
0477,Biology,All Students,2,,,,
0477,Biology,Historically Underperforming,2,,,,
7846,Algebra I,All Students,22,0.0,0.0,18.2,81.8
7846,Algebra I,Historically Underperforming,15,0.0,0.0,6.7,93.3
7846,Biology,All Students,19,0.0,0.0,5.3,94.7
7846,Biology,Historically Underperforming,15,0.0,0.0,0.0,100.0
7846,Literature,All Students,24,0.0,0.0,16.7,83.3
7846,Literature,Historically Underperforming,18,0.0,0.0,11.1,88.9
0492,Algebra I,All Students,297,56.6,34.3,8.4,0.7
0492,Algebra I,Historically Underperforming,47,21.3,38.3,38.3,2.1
0492,Biology,All Students,303,64.0,27.1,5.6,3.3
0492,Biology,Historically Underperforming,54,22.2,40.7,20.4,16.7
0492,Literature,All Students,1,,,,
0492,Literature,Historically Underperforming,1,,,,
7562,Algebra I,All Students,33,0.0,12.1,51.5,36.4
7562,Algebra I,Historically Underperforming,27,0.0,7.4,51.9,40.7
0509,Algebra I,All Students,250,44.4,31.6,19.2,4.8
0509,Algebra I,Historically Underperforming,70,15.7,28.6,41.4,14.3
0509,Biology,All Students,243,34.2,47.7,12.8,5.3
0509,Biology,Historically Underperforming,65,13.8,33.8,33.8,18.5
0509,Literature,All Students,4,,,,
0509,Literature,Historically Underperforming,3,,,,
0523,Algebra I,All Students,210,38.6,41.4,17.1,2.9
0523,Algebra I,Historically Underperforming,32,15.6,40.6,37.5,6.3
0523,Biology,All Students,215,34.9,45.1,16.3,3.7
0523,Biology,Historically Underperforming,41,9.8,31.7,43.9,14.6
0536,Algebra I,All Students,136,11.0,43.4,30.1,15.4
0536,Algebra I,Historically Underperforming,67,9.0,32.8,34.3,23.9
0536,Biology,All Students,171,18.1,34.5,24.6,22.8
0536,Biology,Historically Underperforming,96,12.5,25.0,32.3,30.2
0536,Literature,All Students,4,,,,
0536,Literature,Historically Underperforming,4,,,,
8392,Algebra I,All Students,31,6.5,32.3,58.1,3.2
8392,Algebra I,Historically Underperforming,18,11.1,27.8,55.6,5.6
8392,Biology,All Students,28,28.6,25.0,25.0,21.4
8392,Biology,Historically Underperforming,19,21.1,26.3,26.3,26.3
8392,Literature,All Students,5,,,,
8392,Literature,Historically Underperforming,1,,,,
0107,Algebra I,All Students,127,6.3,30.7,41.7,21.3
0107,Algebra I,Historically Underperforming,63,7.9,17.5,44.4,30.2
0107,Biology,All Students,160,18.1,28.1,31.3,22.5
0107,Biology,Historically Underperforming,84,13.1,20.2,38.1,28.6
0107,Literature,All Students,15,0.0,26.7,26.7,46.7
0107,Literature,Historically Underperforming,10,,,,
2320,Algebra I,All Students,58,20.7,43.1,32.8,3.4
2320,Algebra I,Historically Underperforming,28,17.9,32.1,42.9,7.1
2320,Biology,All Students,60,28.3,56.7,11.7,3.3
2320,Biology,Historically Underperforming,30,26.7,46.7,20.0,6.7
2320,Literature,All Students,3,,,,
2320,Literature,Historically Underperforming,3,,,,
8342,Algebra I,All Students,106,20.8,61.3,14.2,3.8
8342,Algebra I,Historically Underperforming,31,12.9,51.6,25.8,9.7
8342,Biology,All Students,46,80.4,2.2,6.5,10.9
8342,Biology,Historically Underperforming,12,41.7,0.0,25.0,33.3
8342,Literature,All Students,3,,,,
8342,Literature,Historically Underperforming,2,,,,
7640,Algebra I,All Students,43,20.9,65.1,14.0,0.0
7640,Algebra I,Historically Underperforming,11,27.3,54.5,18.2,0.0
7640,Biology,All Students,13,100.0,0.0,0.0,0.0
7640,Biology,Historically Underperforming,3,,,,
0594,Algebra I,All Students,122,37.7,42.6,18.9,0.8
0594,Algebra I,Historically Underperforming,30,13.3,50.0,33.3,3.3
0594,Biology,All Students,2,,,,
0594,Biology,Historically Underperforming,1,,,,
7923,Algebra I,All Students,41,2.4,61.0,24.4,12.2
7923,Algebra I,Historically Underperforming,19,5.3,36.8,31.6,26.3
7923,Biology,All Students,42,23.8,47.6,26.2,2.4
7923,Biology,Historically Underperforming,20,15.0,35.0,45.0,5.0
4807,Algebra I,All Students,100,5.0,49.0,29.0,17.0
4807,Algebra I,Historically Underperforming,53,3.8,32.1,37.7,26.4
4807,Biology,All Students,49,14.3,32.7,24.5,28.6
4807,Biology,Historically Underperforming,36,11.1,27.8,33.3,27.8
4807,Literature,All Students,16,0.0,0.0,43.8,56.3
4807,Literature,Historically Underperforming,15,0.0,0.0,40.0,60.0
8086,Algebra I,All Students,21,0.0,19.0,52.4,28.6
8086,Algebra I,Historically Underperforming,21,0.0,19.0,52.4,28.6
8086,Biology,All Students,54,0.0,3.7,38.9,57.4
8086,Biology,Historically Underperforming,54,0.0,3.7,38.9,57.4
8086,Literature,All Students,3,,,,
8086,Literature,Historically Underperforming,3,,,,
6555,Algebra I,All Students,122,10.7,30.3,44.3,14.8
6555,Algebra I,Historically Underperforming,67,4.5,26.9,47.8,20.9
6555,Biology,All Students,113,10.6,34.5,36.3,18.6
6555,Biology,Historically Underperforming,59,8.5,28.8,33.9,28.8
6555,Literature,All Students,3,,,,
6555,Literature,Historically Underperforming,2,,,,
0640,Algebra I,All Students,173,26.6,46.8,22.5,4.0
0640,Algebra I,Historically Underperforming,46,21.7,23.9,43.5,10.9
0640,Biology,All Students,168,43.5,32.1,17.3,7.1
0640,Biology,Historically Underperforming,45,20.0,33.3,26.7,20.0
0640,Literature,All Students,1,,,,
0640,Literature,Historically Underperforming,1,,,,
6985,Algebra I,All Students,1,,,,
6985,Algebra I,Historically Underperforming,1,,,,
6985,Biology,All Students,1,,,,
6985,Biology,Historically Underperforming,1,,,,
6985,Literature,All Students,1,,,,
6985,Literature,Historically Underperforming,1,,,,
0649,Algebra I,All Students,96,7.3,27.1,45.8,19.8
0649,Algebra I,Historically Underperforming,75,5.3,22.7,48.0,24.0
0649,Biology,All Students,57,8.8,50.9,24.6,15.8
0649,Biology,Historically Underperforming,41,9.8,43.9,29.3,17.1
0649,Literature,All Students,2,,,,
0649,Literature,Historically Underperforming,2,,,,
6707,Algebra I,All Students,124,31.5,50.8,16.9,0.8
6707,Algebra I,Historically Underperforming,18,11.1,61.1,27.8,0.0
6707,Biology,All Students,160,35.0,41.9,15.6,7.5
6707,Biology,Historically Underperforming,38,23.7,31.6,26.3,18.4
6707,Literature,All Students,2,,,,
8044,Algebra I,All Students,135,52.6,33.3,12.6,1.5
8044,Algebra I,Historically Underperforming,26,23.1,34.6,34.6,7.7
8044,Biology,All Students,154,39.6,42.9,10.4,7.1
8044,Biology,Historically Underperforming,44,11.4,38.6,25.0,25.0
6563,Algebra I,All Students,82,7.3,30.5,41.5,20.7
6563,Algebra I,Historically Underperforming,32,3.1,18.8,37.5,40.6
6563,Biology,All Students,45,17.8,53.3,17.8,11.1
6563,Biology,Historically Underperforming,11,18.2,45.5,9.1,27.3
6563,Literature,All Students,6,,,,
6563,Literature,Historically Underperforming,5,,,,
0675,Algebra I,All Students,112,10.7,54.5,31.3,3.6
0675,Algebra I,Historically Underperforming,30,13.3,50.0,33.3,3.3
0675,Biology,All Students,136,10.3,46.3,40.4,2.9
0675,Biology,Historically Underperforming,45,8.9,40.0,42.2,8.9
0675,Literature,All Students,2,,,,
0675,Literature,Historically Underperforming,1,,,,
7859,Algebra I,All Students,145,27.6,29.0,34.5,9.0
7859,Algebra I,Historically Underperforming,30,10.0,23.3,46.7,20.0
7859,Biology,All Students,93,32.3,39.8,23.7,4.3
7859,Biology,Historically Underperforming,14,21.4,35.7,21.4,21.4
7859,Literature,All Students,1,,,,
0695,Algebra I,All Students,76,10.5,39.5,43.4,6.6
0695,Algebra I,Historically Underperforming,44,6.8,31.8,54.5,6.8
0695,Biology,All Students,54,29.6,51.9,16.7,1.9
0695,Biology,Historically Underperforming,28,17.9,57.1,21.4,3.6
0695,Literature,All Students,1,,,,
0695,Literature,Historically Underperforming,1,,,,
7650,Algebra I,All Students,665,12.5,26.2,42.0,19.4
7650,Algebra I,Historically Underperforming,232,9.9,21.1,37.9,31.0
7650,Biology,All Students,608,12.7,27.0,30.6,29.8
7650,Biology,Historically Underperforming,221,7.2,21.3,29.0,42.5
7650,Literature,All Students,198,3.0,32.3,42.9,21.7
7650,Literature,Historically Underperforming,70,1.4,28.6,37.1,32.9
0700,Algebra I,All Students,99,24.2,27.3,39.4,9.1
0700,Algebra I,Historically Underperforming,38,5.3,15.8,60.5,18.4
0700,Biology,All Students,5,,,,
0700,Biology,Historically Underperforming,2,,,,
0700,Literature,All Students,1,,,,
0700,Literature,Historically Underperforming,1,,,,
8000,Algebra I,All Students,41,0.0,31.7,46.3,22.0
8000,Algebra I,Historically Underperforming,30,0.0,20.0,53.3,26.7
8000,Biology,All Students,43,9.3,30.2,41.9,18.6
8000,Biology,Historically Underperforming,32,6.3,21.9,46.9,25.0
8000,Literature,All Students,2,,,,
8000,Literature,Historically Underperforming,2,,,,
0714,Algebra I,All Students,73,19.2,28.8,47.9,4.1
0714,Algebra I,Historically Underperforming,25,4.0,24.0,64.0,8.0
0714,Biology,All Students,56,25.0,42.9,14.3,17.9
0714,Biology,Historically Underperforming,19,10.5,26.3,15.8,47.4
0714,Literature,All Students,19,0.0,10.5,68.4,21.1
0714,Literature,Historically Underperforming,9,,,,
0719,Algebra I,All Students,37,40.5,40.5,18.9,0.0
0719,Algebra I,Historically Underperforming,12,25.0,25.0,50.0,0.0
