,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution
79,7577.0,62,16,25.8%,14,17,27.4%,1,1.6%,2
80,1694.0,347,234,67.4%,234,244,70.3%,10,2.9%,0
81,79.0,103,78,75.7%,69,78,75.7%,0,0.0%,9
82,7112.0,74,43,58.1%,36,45,60.8%,2,2.7%,7
83,2798.0,106,77,72.6%,71,79,74.5%,2,1.9%,6
84,1040.0,468,392,83.8%,392,409,87.4%,17,3.6%,0
85,654.0,142,113,79.6%,107,114,80.3%,1,0.7%,6
86,7293.0,177,0,0.0%,0,0,0.0%,0,0.0%,0
87,7726.0,16,12,75.0%,12,15,93.8%,3,18.8%,0
88,5133.0,482,445,92.3%,442,447,92.7%,2,0.4%,3
89,7790.0,582,511,87.8%,509,530,91.1%,19,3.3%,2
90,1043.0,476,371,77.9%,371,374,78.6%,3,0.6%,0
91,1208.0,158,109,69.0%,102,113,71.5%,4,2.5%,7
92,1619.0,174,107,61.5%,107,122,70.1%,15,8.6%,0
93,1746.0,304,243,79.9%,243,243,79.9%,0,0.0%,0
94,1745.0,475,409,86.1%,399,417,87.8%,8,1.7%,10
95,6252.0,65,41,63.1%,41,42,64.6%,1,1.5%,0
96,5118.0,156,93,59.6%,84,97,62.2%,4,2.6%,9
97,7720.0,16,9,56.3%,4,10,62.5%,1,6.3%,5
98,4545.0,349,273,78.2%,258,281,80.5%,8,2.3%,15
99,2191.0,601,319,53.1%,310,337,56.1%,18,3.0%,9
100,4715.0,101,87,86.1%,67,88,87.1%,1,1.0%,20
101,6706.0,293,251,85.7%,248,252,86.0%,1,0.3%,3
102,4235.0,102,79,77.5%,66,81,79.4%,2,2.0%,13
103,3260.0,395,375,94.9%,373,375,94.9%,0,0.0%,2
104,6492.0,241,132,54.8%,96,132,54.8%,0,0.0%,36
105,732.0,155,102,65.8%,85,104,67.1%,2,1.3%,17
106,1849.0,255,153,60.0%,151,186,72.9%,33,12.9%,2
107,7727.0,94,76,80.9%,70,76,80.9%,0,0.0%,6
108,7156.0,56,48,85.7%,48,49,87.5%,1,1.8%,0
109,1475.0,72,53,73.6%,49,53,73.6%,0,0.0%,4
110,1480.0,71,48,67.6%,46,49,69.0%,1,1.4%,2
111,921.0,62,41,66.1%,26,42,67.7%,1,1.6%,15
112,6236.0,201,117,58.2%,95,125,62.2%,8,4.0%,22
113,5012.0,509,352,69.2%,346,418,82.1%,66,13.0%,6
114,6290.0,263,176,66.9%,167,177,67.3%,1,0.4%,9
115,7628.0,10,9,90.0%,7,9,90.0%,0,0.0%,2
116,3333.0,356,314,88.2%,308,321,90.2%,7,2.0%,6
117,2515.0,110,61,55.5%,50,71,64.5%,10,9.1%,11
118,5178.0,150,63,42.0%,62,67,44.7%,4,2.7%,1
119,6122.0,62,47,75.8%,39,49,79.0%,2,3.2%,8
120,7510.0,132,64,48.5%,64,75,56.8%,11,8.3%,0
121,3978.0,96,75,78.1%,67,78,81.3%,3,3.1%,8
122,5136.0,64,42,65.6%,41,43,67.2%,1,1.6%,1
123,2532.0,249,175,70.3%,164,192,77.1%,17,6.8%,11
124,17.0,297,191,64.3%,179,209,70.4%,18,6.1%,12
125,1637.0,91,56,61.5%,49,57,62.6%,1,1.1%,7
126,1639.0,64,39,60.9%,30,40,62.5%,1,1.6%,9
127,1644.0,62,35,56.5%,30,36,58.1%,1,1.6%,5
128,6643.0,83,19,22.9%,18,26,31.3%,7,8.4%,1
129,5228.0,238,171,71.8%,171,183,76.9%,12,5.0%,0
130,777.0,242,186,76.9%,179,195,80.6%,9,3.7%,7
131,6946.0,60,46,76.7%,46,46,76.7%,0,0.0%,0
132,4800.0,428,312,72.9%,312,317,74.1%,5,1.2%,0
133,1998.0,186,113,60.8%,91,123,66.1%,10,5.4%,22
134,3869.0,66,47,71.2%,47,51,77.3%,4,6.1%,0
135,5096.0,589,0,0.0%,0,0,0.0%,0,0.0%,0
136,7749.0,508,474,93.3%,473,476,93.7%,2,0.4%,1
137,4098.0,98,70,71.4%,54,70,71.4%,0,0.0%,16
138,1632.0,72,47,65.3%,46,47,65.3%,0,0.0%,1
139,1654.0,233,146,62.7%,144,158,67.8%,12,5.2%,2
140,2860.0,279,234,83.9%,233,242,86.7%,8,2.9%,1
141,7624.0,46,3,6.5%,3,3,6.5%,0,0.0%,0
142,1701.0,570,449,78.8%,449,449,78.8%,0,0.0%,0
143,1529.0,74,55,74.3%,51,59,79.7%,4,5.4%,4
144,2869.0,218,191,87.6%,189,194,89.0%,3,1.4%,2
145,4553.0,435,328,75.4%,316,343,78.9%,15,3.4%,12
146,4810.0,249,173,69.5%,158,174,69.9%,1,0.4%,15
147,3425.0,191,154,80.6%,152,155,81.2%,1,0.5%,2
148,5278.0,178,71,39.9%,58,75,42.1%,4,2.2%,13
149,513.0,159,120,75.5%,120,138,86.8%,18,11.3%,0
150,7671.0,140,80,57.1%,79,99,70.7%,19,13.6%,1
151,5261.0,446,374,83.9%,366,377,84.5%,3,0.7%,8
152,4352.0,210,176,83.8%,163,183,87.1%,7,3.3%,13
153,4801.0,264,225,85.2%,225,233,88.3%,8,3.0%,0
154,2539.0,208,124,59.6%,114,128,61.5%,4,1.9%,10
155,4558.0,207,138,66.7%,118,150,72.5%,12,5.8%,20
156,7759.0,439,413,94.1%,412,418,95.2%,5,1.1%,1
157,1387.0,471,415,88.1%,412,415,88.1%,0,0.0%,3
158,7550.0,25,10,40.0%,6,10,40.0%,0,0.0%,4
159,6156.0,301,227,75.4%,197,239,79.4%,12,4.0%,30
160,2429.0,148,135,91.2%,128,135,91.2%,0,0.0%,7
161,5193.0,124,105,84.7%,94,108,87.1%,3,2.4%,11
162,6364.0,153,111,72.5%,104,119,77.8%,8,5.2%,7
163,2809.0,637,524,82.3%,523,534,83.8%,10,1.6%,1
164,1707.0,193,168,87.0%,168,169,87.6%,1,0.5%,0
165,7641.0,321,76,23.7%,76,77,24.0%,1,0.3%,0
166,6935.0,380,271,71.3%,262,278,73.2%,7,1.8%,9
167,2554.0,309,186,60.2%,180,188,60.8%,2,0.6%,6
168,2740.0,180,111,61.7%,102,118,65.6%,7,3.9%,9
169,4564.0,175,110,62.9%,97,119,68.0%,9,5.1%,13
170,3482.0,698,588,84.2%,582,607,87.0%,19,2.7%,6
171,144.0,195,154,79.0%,137,158,81.0%,4,2.1%,17
172,2562.0,281,196,69.8%,191,203,72.2%,7,2.5%,5
173,6418.0,101,73,72.3%,71,75,74.3%,2,2.0%,2
174,2675.0,130,91,70.0%,86,95,73.1%,4,3.1%,5
175,6293.0,363,212,58.4%,202,234,64.5%,22,6.1%,10
176,7842.0,19,1,5.3%,1,2,10.5%,1,5.3%,0
177,7294.0,162,94,58.0%,63,101,62.3%,7,4.3%,31
178,2026.0,212,146,68.9%,146,147,69.3%,1,0.5%,0
179,7515.0,231,226,97.8%,226,226,97.8%,0,0.0%,0
180,2027.0,159,90,56.6%,80,97,61.0%,7,4.4%,10
181,7897.0,125,73,58.4%,72,79,63.2%,6,4.8%,1
182,7866.0,9,8,88.9%,8,8,88.9%,0,0.0%,0
183,788.0,317,0,0.0%,0,0,0.0%,0,0.0%,0
184,6269.0,96,63,65.6%,61,65,67.7%,2,2.1%,2
185,6737.0,134,114,85.1%,107,114,85.1%,0,0.0%,7
186,2201.0,45,16,35.6%,15,18,40.0%,2,4.4%,1
187,5248.0,68,3,4.4%,3,3,4.4%,0,0.0%,0
188,1225.0,56,31,55.4%,29,34,60.7%,3,5.4%,2
189,5023.0,218,147,67.4%,141,153,70.2%,6,2.8%,6
190,2246.0,33,19,57.6%,18,19,57.6%,0,0.0%,1
191,6159.0,22,15,68.2%,12,15,68.2%,0,0.0%,3
192,6161.0,46,32,69.6%,21,33,71.7%,1,2.2%,11
193,6419.0,67,39,58.2%,39,40,59.7%,1,1.5%,0
194,1191.0,230,154,67.0%,143,163,70.9%,9,3.9%,11
195,4242.0,90,65,72.2%,61,65,72.2%,0,0.0%,4
196,2037.0,196,133,67.9%,130,147,75.0%,14,7.1%,3
197,156.0,371,335,90.3%,322,340,91.6%,5,1.3%,13
198,4106.0,179,102,57.0%,100,109,60.9%,7,3.9%,2
199,4360.0,320,280,87.5%,270,282,88.1%,2,0.6%,10
200,7666.0,179,138,77.1%,123,149,83.2%,11,6.1%,15
201,2126.0,81,51,63.0%,44,54,66.7%,3,3.7%,7
202,6563.0,131,104,79.4%,91,107,81.7%,3,2.3%,13
203,594.0,134,103,76.9%,98,113,84.3%,10,7.5%,5
204,7586.0,74,65,87.8%,65,68,91.9%,3,4.1%,0
205,6223.0,22,10,45.5%,10,10,45.5%,0,0.0%,0
206,1869.0,355,323,91.0%,314,333,93.8%,10,2.8%,9
207,170.0,339,275,81.1%,268,284,83.8%,9,2.7%,7
208,2040.0,210,165,78.6%,160,170,81.0%,5,2.4%,5
209,6271.0,285,200,70.2%,177,203,71.2%,3,1.1%,23
210,2043.0,138,96,69.6%,79,99,71.7%,3,2.2%,17
211,5219.0,71,43,60.6%,43,53,74.6%,10,14.1%,0
212,802.0,311,236,75.9%,236,261,83.9%,25,8.0%,0
213,1424.0,318,292,91.8%,292,294,92.5%,2,0.6%,0
214,1251.0,212,114,53.8%,113,114,53.8%,0,0.0%,1
215,4845.0,317,265,83.6%,261,269,84.9%,4,1.3%,4
216,5242.0,190,136,71.6%,135,138,72.6%,2,1.1%,1
217,2206.0,204,135,66.2%,126,144,70.6%,9,4.4%,9
218,4373.0,224,138,61.6%,131,138,61.6%,0,0.0%,7
219,3137.0,106,69,65.1%,62,72,67.9%,3,2.8%,7
220,6341.0,68,29,42.6%,28,33,48.5%,4,5.9%,1
221,6125.0,46,30,65.2%,27,34,73.9%,4,8.7%,3
222,3145.0,159,126,79.2%,117,132,83.0%,6,3.8%,9
223,6330.0,78,54,69.2%,52,56,71.8%,2,2.6%,2
224,808.0,195,114,58.5%,113,138,70.8%,24,12.3%,1
225,5190.0,253,230,90.9%,230,235,92.9%,5,2.0%,0
226,2891.0,166,106,63.9%,104,108,65.1%,2,1.2%,2
227,4571.0,104,66,63.5%,55,68,65.4%,2,1.9%,11
228,7948.0,154,110,71.4%,109,115,74.7%,5,3.2%,1
229,1547.0,28,16,57.1%,12,16,57.1%,0,0.0%,4
230,7899.0,66,9,13.6%,9,9,13.6%,0,0.0%,0
231,7900.0,64,43,67.2%,37,45,70.3%,2,3.1%,6
232,6333.0,248,169,68.1%,157,173,69.8%,4,1.6%,12
233,7902.0,57,53,93.0%,53,55,96.5%,2,3.5%,0
234,1761.0,3,0,0.0%,0,0,0.0%,0,0.0%,0
235,3272.0,473,425,89.9%,415,431,91.1%,6,1.3%,10
236,1879.0,461,433,93.9%,418,434,94.1%,1,0.2%,15
237,7348.0,746,505,67.7%,486,514,68.9%,9,1.2%,19
238,2578.0,522,397,76.1%,397,412,78.9%,15,2.9%,0
239,7747.0,3,1,33.3%,1,1,33.3%,0,0.0%,0
240,4404.0,500,418,83.6%,411,429,85.8%,11,2.2%,7
241,3150.0,190,152,80.0%,142,154,81.1%,2,1.1%,10
242,5153.0,203,138,68.0%,110,139,68.5%,1,0.5%,28
243,927.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
244,5207.0,285,199,69.8%,199,216,75.8%,17,6.0%,0
245,2331.0,93,66,71.0%,66,72,77.4%,6,6.5%,0
246,7723.0,68,48,70.6%,44,49,72.1%,1,1.5%,4
247,675.0,227,162,71.4%,150,164,72.2%,2,0.9%,12
248,2305.0,179,111,62.0%,103,118,65.9%,7,3.9%,8
249,7542.0,104,102,98.1%,102,104,100.0%,2,1.9%,0
250,2325.0,290,226,77.9%,213,232,80.0%,6,2.1%,13
251,1885.0,350,245,70.0%,244,254,72.6%,9,2.6%,1
252,4817.0,105,74,70.5%,59,79,75.2%,5,4.8%,15
253,6126.0,58,35,60.3%,22,36,62.1%,1,1.7%,13
254,4412.0,91,70,76.9%,65,70,76.9%,0,0.0%,5
255,5180.0,79,2,2.5%,2,8,10.1%,6,7.6%,0
256,2280.0,68,47,69.1%,44,48,70.6%,1,1.5%,3
257,3277.0,42,40,95.2%,39,40,95.2%,0,0.0%,1
258,3034.0,227,164,72.2%,153,167,73.6%,3,1.3%,11
259,1307.0,151,126,83.4%,118,132,87.4%,6,4.0%,8
260,6218.0,56,43,76.8%,43,43,76.8%,0,0.0%,0
261,2394.0,97,67,69.1%,60,67,69.1%,0,0.0%,7
262,6255.0,135,82,60.7%,55,84,62.2%,2,1.5%,27
263,2308.0,64,32,50.0%,32,36,56.3%,4,6.3%,0
264,5245.0,100,69,69.0%,63,71,71.0%,2,2.0%,6
265,1154.0,113,83,73.5%,77,86,76.1%,3,2.7%,6
266,6482.0,299,232,77.6%,231,238,79.6%,6,2.0%,1
267,1486.0,114,77,67.5%,75,81,71.1%,4,3.5%,2
268,6241.0,29,18,62.1%,14,19,65.5%,1,3.4%,4
269,7589.0,321,208,64.8%,187,219,68.2%,11,3.4%,21
270,7506.0,75,9,12.0%,9,21,28.0%,12,16.0%,0
271,5112.0,201,163,81.1%,153,172,85.6%,9,4.5%,10
272,4431.0,325,283,87.1%,253,285,87.7%,2,0.6%,30
273,816.0,143,98,68.5%,96,100,69.9%,2,1.4%,2
274,7538.0,10,2,20.0%,2,2,20.0%,0,0.0%,0
275,4528.0,95,67,70.5%,62,67,70.5%,0,0.0%,5
276,6404.0,114,79,69.3%,79,88,77.2%,9,7.9%,0
277,2924.0,155,125,80.6%,123,129,83.2%,4,2.6%,2
278,3155.0,126,79,62.7%,63,82,65.1%,3,2.4%,16
279,2607.0,254,188,74.0%,166,192,75.6%,4,1.6%,22
280,7394.0,38,10,26.3%,10,12,31.6%,2,5.3%,0
281,7403.0,14,0,0.0%,0,0,0.0%,0,0.0%,0
282,2596.0,513,343,66.9%,279,354,69.0%,11,2.1%,64
283,7922.0,63,28,44.4%,17,35,55.6%,7,11.1%,11
284,2680.0,90,68,75.6%,63,69,76.7%,1,1.1%,5
285,6600.0,240,197,82.1%,160,205,85.4%,8,3.3%,37
286,4940.0,87,41,47.1%,36,51,58.6%,10,11.5%,5
287,5155.0,191,131,68.6%,103,138,72.3%,7,3.7%,28
288,7923.0,42,37,88.1%,31,39,92.9%,2,4.8%,6
289,7634.0,97,85,87.6%,85,87,89.7%,2,2.1%,0
290,1315.0,224,182,81.3%,175,183,81.7%,1,0.4%,7
291,4807.0,199,87,43.7%,81,98,49.2%,11,5.5%,6
292,4085.0,166,134,80.7%,134,134,80.7%,0,0.0%,0
293,4437.0,53,33,62.3%,31,34,64.2%,1,1.9%,2
294,4442.0,112,92,82.1%,85,93,83.0%,1,0.9%,7
295,7859.0,60,52,86.7%,51,56,93.3%,4,6.7%,1
296,3532.0,82,54,65.9%,47,62,75.6%,8,9.8%,7
297,14.0,120,88,73.3%,79,88,73.3%,0,0.0%,9
298,1776.0,290,228,78.6%,210,234,80.7%,6,2.1%,18
299,7844.0,3,1,33.3%,1,1,33.3%,0,0.0%,0
300,3296.0,220,208,94.5%,204,212,96.4%,4,1.8%,4
301,3295.0,383,365,95.3%,363,369,96.3%,4,1.0%,2
302,4960.0,190,186,97.9%,183,188,98.9%,2,1.1%,3
303,4828.0,102,90,88.2%,90,91,89.2%,1,1.0%,0
304,7012.0,88,56,63.6%,51,71,80.7%,15,17.0%,5
305,2618.0,179,96,53.6%,95,96,53.6%,0,0.0%,1
306,2623.0,413,347,84.0%,345,360,87.2%,13,3.1%,2
307,7672.0,80,72,90.0%,65,72,90.0%,0,0.0%,7
308,2339.0,116,85,73.3%,71,89,76.7%,4,3.4%,14
309,7777.0,35,30,85.7%,30,30,85.7%,0,0.0%,0
310,1902.0,297,253,85.2%,253,265,89.2%,12,4.0%,0
311,1159.0,255,243,95.3%,236,243,95.3%,0,0.0%,7
312,7678.0,77,73,94.8%,73,75,97.4%,2,2.6%,0
313,7582.0,60,55,91.7%,53,60,100.0%,5,8.3%,2
314,7574.0,85,78,91.8%,76,83,97.6%,5,5.9%,2
315,4249.0,158,102,64.6%,93,104,65.8%,2,1.3%,9
316,6105.0,323,242,74.9%,208,251,77.7%,9,2.8%,34
317,5098.0,247,215,87.0%,214,216,87.4%,1,0.4%,1
318,3158.0,97,56,57.7%,56,63,64.9%,7,7.2%,0
319,3305.0,437,381,87.2%,379,388,88.8%,7,1.6%,2
320,3994.0,81,52,64.2%,45,53,65.4%,1,1.2%,7
321,7890.0,118,0,0.0%,0,0,0.0%,0,0.0%,0
322,1790.0,143,86,60.1%,81,86,60.1%,0,0.0%,5
323,3962.0,164,78,47.6%,67,81,49.4%,3,1.8%,11
324,7170.0,243,143,58.8%,120,148,60.9%,5,2.1%,23
325,6887.0,194,120,61.9%,102,126,64.9%,6,3.1%,18
326,4091.0,189,123,65.1%,116,124,65.6%,1,0.5%,7
327,2063.0,561,459,81.8%,446,476,84.8%,17,3.0%,13
328,7471.0,13,8,61.5%,5,8,61.5%,0,0.0%,3
329,1794.0,72,56,77.8%,55,64,88.9%,8,11.1%,1
330,1623.0,44,31,70.5%,30,32,72.7%,1,2.3%,1
331,3541.0,205,130,63.4%,107,133,64.9%,3,1.5%,23
332,6583.0,97,72,74.2%,56,74,76.3%,2,2.1%,16
333,2686.0,163,120,73.6%,111,129,79.1%,9,5.5%,9
334,685.0,57,45,78.9%,37,45,78.9%,0,0.0%,8
335,6181.0,80,60,75.0%,60,60,75.0%,0,0.0%,0
336,1164.0,121,73,60.3%,62,76,62.8%,3,2.5%,11
337,3040.0,71,37,52.1%,21,38,53.5%,1,1.4%,16
338,5017.0,272,238,87.5%,220,240,88.2%,2,0.7%,18
339,3045.0,174,125,71.8%,123,131,75.3%,6,3.4%,2
340,4044.0,154,118,76.6%,111,129,83.8%,11,7.1%,7
341,4951.0,272,238,87.5%,235,246,90.4%,8,2.9%,3
342,1062.0,64,52,81.3%,44,54,84.4%,2,3.1%,8
343,1550.0,79,44,55.7%,33,48,60.8%,4,5.1%,11
344,6936.0,127,86,67.7%,85,93,73.2%,7,5.5%,1
345,4458.0,188,149,79.3%,146,157,83.5%,8,4.3%,3
346,7944.0,108,57,52.8%,55,64,59.3%,7,6.5%,2
347,4049.0,105,79,75.2%,68,90,85.7%,11,10.5%,11
348,254.0,490,464,94.7%,457,465,94.9%,1,0.2%,7
349,6610.0,262,212,80.9%,205,219,83.6%,7,2.7%,7
350,7546.0,23,22,95.7%,22,23,100.0%,1,4.3%,0
351,3048.0,75,61,81.3%,59,63,84.0%,2,2.7%,2
352,3495.0,389,343,88.2%,334,349,89.7%,6,1.5%,9
353,6455.0,743,607,81.7%,605,639,86.0%,32,4.3%,2
354,2689.0,90,82,91.1%,79,86,95.6%,4,4.4%,3
355,695.0,122,97,79.5%,91,101,82.8%,4,3.3%,6
356,2704.0,200,153,76.5%,140,156,78.0%,3,1.5%,13
357,1084.0,115,105,91.3%,104,106,92.2%,1,0.9%,1
358,4469.0,130,90,69.2%,90,90,69.2%,0,0.0%,0
359,7829.0,69,62,89.9%,51,63,91.3%,1,1.4%,11
360,7930.0,74,54,73.0%,54,54,73.0%,0,0.0%,0
361,6729.0,384,301,78.4%,292,319,83.1%,18,4.7%,9
362,6998.0,44,29,65.9%,26,30,68.2%,1,2.3%,3
363,6793.0,645,605,93.8%,597,606,94.0%,1,0.2%,8
364,1489.0,57,38,66.7%,33,38,66.7%,0,0.0%,5
365,6145.0,144,106,73.6%,98,109,75.7%,3,2.1%,8
366,7101.0,435,373,85.7%,366,383,88.0%,10,2.3%,7
367,5345.0,"1,121",986,88.0%,971,997,88.9%,11,1.0%,15
368,2446.0,230,182,79.1%,180,185,80.4%,3,1.3%,2
369,3883.0,155,105,67.7%,95,111,71.6%,6,3.9%,10
370,3988.0,101,71,70.3%,68,81,80.2%,10,9.9%,3
371,3505.0,463,376,81.2%,365,378,81.6%,2,0.4%,11
372,964.0,62,44,71.0%,43,48,77.4%,4,6.5%,1
373,4577.0,214,143,66.8%,127,155,72.4%,12,5.6%,16
374,747.0,90,56,62.2%,46,63,70.0%,7,7.8%,10
375,6201.0,98,53,54.1%,48,60,61.2%,7,7.1%,5
376,2760.0,212,75,35.4%,65,80,37.7%,5,2.4%,10
377,2818.0,168,122,72.6%,119,124,73.8%,2,1.2%,3
378,3875.0,49,25,51.0%,22,27,55.1%,2,4.1%,3
379,4058.0,62,44,71.0%,40,47,75.8%,3,4.8%,4
380,6372.0,32,24,75.0%,23,25,78.1%,1,3.1%,1
381,6373.0,75,44,58.7%,43,47,62.7%,3,4.0%,1
382,6345.0,258,176,68.2%,162,179,69.4%,3,1.2%,14
383,53.0,108,84,77.8%,79,88,81.5%,4,3.7%,5
384,7562.0,31,23,74.2%,23,23,74.2%,0,0.0%,0
385,2958.0,86,71,82.6%,71,74,86.0%,3,3.5%,0
386,6745.0,160,97,60.6%,73,110,68.8%,13,8.1%,24
387,2821.0,183,138,75.4%,130,140,76.5%,2,1.1%,8
388,4717.0,398,311,78.1%,293,314,78.9%,3,0.8%,18
389,7665.0,143,132,92.3%,128,137,95.8%,5,3.5%,4
390,1414.0,177,135,76.3%,135,137,77.4%,2,1.1%,0
391,4931.0,191,119,62.3%,104,125,65.4%,6,3.1%,15
392,2449.0,70,58,82.9%,58,63,90.0%,5,7.1%,0
393,6318.0,145,112,77.2%,112,113,77.9%,1,0.7%,0
394,3877.0,44,21,47.7%,21,26,59.1%,5,11.4%,0
395,3107.0,65,36,55.4%,32,40,61.5%,4,6.2%,4
396,1406.0,363,316,87.1%,304,324,89.3%,8,2.2%,12
397,1420.0,287,185,64.5%,180,197,68.6%,12,4.2%,5
398,7690.0,97,45,46.4%,36,48,49.5%,3,3.1%,9
399,1094.0,193,153,79.3%,151,154,79.8%,1,0.5%,2
400,4734.0,123,107,87.0%,102,109,88.6%,2,1.6%,5
401,2766.0,249,168,67.5%,167,169,67.9%,1,0.4%,1
402,6693.0,138,90,65.2%,79,95,68.8%,5,3.6%,11
403,2829.0,744,647,87.0%,642,651,87.5%,4,0.5%,5
404,6439.0,131,114,87.0%,113,116,88.5%,2,1.5%,1
405,1213.0,168,98,58.3%,91,98,58.3%,0,0.0%,7
406,309.0,408,238,58.3%,236,252,61.8%,14,3.4%,2
