,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,2- or 4-year university %,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution
161,6318.0,134,98,73.13%,98,73.13%,99,73.88%,1,0.75%,0
162,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
163,8116.0,887,425,47.91%,406,45.77%,448,50.51%,23,2.59%,19
164,9999.0,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
165,864.0,137,115,83.94%,115,83.94%,115,83.94%,0,0.00%,0
166,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
167,4670.0,107,62,57.94%,62,57.94%,68,63.55%,6,5.61%,0
168,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
169,873.0,267,197,73.78%,178,66.67%,198,74.16%,1,0.37%,19
170,9999.0,20,3,15.00%,2,10.00%,3,15.00%,0,0.00%,1
171,6980.0,452,288,63.72%,288,63.72%,296,65.49%,8,1.77%,0
172,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
173,887.0,145,128,88.28%,127,87.59%,128,88.28%,0,0.00%,1
174,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
175,7720.0,16,4,25.00%,4,25.00%,5,31.25%,1,6.25%,0
176,913.0,492,284,57.72%,266,54.07%,303,61.59%,19,3.86%,18
177,7425.0,4,1,25.00%,0,0.00%,1,25.00%,0,0.00%,1
178,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
179,917.0,93,62,66.67%,62,66.67%,62,66.67%,0,0.00%,0
180,921.0,80,35,43.75%,23,28.75%,39,48.75%,4,5.00%,12
181,5207.0,270,175,64.81%,174,64.44%,186,68.89%,11,4.07%,1
182,9999.0,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
183,941.0,131,81,61.83%,74,56.49%,89,67.94%,8,6.11%,7
184,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
185,949.0,134,73,54.48%,67,50.00%,77,57.46%,4,2.99%,6
186,951.0,34,18,52.94%,17,50.00%,19,55.88%,1,2.94%,1
187,958.0,140,77,55.00%,76,54.29%,81,57.86%,4,2.86%,1
188,988.0,56,21,37.50%,19,33.93%,21,37.50%,0,0.00%,2
189,964.0,63,30,47.62%,28,44.44%,32,50.79%,2,3.17%,2
190,965.0,75,51,68.00%,51,68.00%,56,74.67%,5,6.67%,0
191,5208.0,133,70,52.63%,68,51.13%,80,60.15%,10,7.52%,2
192,1000.0,97,52,53.61%,52,53.61%,54,55.67%,2,2.06%,0
193,1005.0,83,37,44.58%,37,44.58%,40,48.19%,3,3.61%,0
194,7726.0,30,12,40.00%,12,40.00%,15,50.00%,3,10.00%,0
195,5116.0,462,351,75.97%,349,75.54%,362,78.35%,11,2.38%,2
196,9999.0,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
197,1014.0,59,39,66.10%,39,66.10%,42,71.19%,3,5.08%,0
198,9999.0,12,3,25.00%,3,25.00%,3,25.00%,0,0.00%,0
199,1029.0,348,86,24.71%,86,24.71%,92,26.44%,6,1.72%,0
200,9999.0,19,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
201,1030.0,337,215,63.80%,186,55.19%,216,64.09%,1,0.30%,29
202,1040.0,439,349,79.50%,349,79.50%,366,83.37%,17,3.87%,0
203,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
204,1043.0,472,400,84.75%,399,84.53%,402,85.17%,2,0.42%,1
205,5133.0,506,477,94.27%,477,94.27%,477,94.27%,0,0.00%,0
206,7790.0,595,533,89.58%,533,89.58%,534,89.75%,1,0.17%,0
207,9999.0,17,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
208,5096.0,435,401,92.18%,399,91.72%,403,92.64%,2,0.46%,2
209,7749.0,500,427,85.40%,424,84.80%,433,86.60%,6,1.20%,3
210,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
211,7568.0,71,53,74.65%,53,74.65%,57,80.28%,4,5.63%,0
212,8381.0,59,40,67.80%,40,67.80%,41,69.49%,1,1.69%,0
213,6455.0,613,491,80.10%,491,80.10%,517,84.34%,26,4.24%,0
214,9999.0,4,3,75.00%,3,75.00%,3,75.00%,0,0.00%,0
215,1084.0,136,126,92.65%,126,92.65%,127,93.38%,1,0.74%,0
216,1094.0,150,127,84.67%,127,84.67%,127,84.67%,0,0.00%,0
217,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
218,1100.0,589,485,82.34%,483,82.00%,487,82.68%,2,0.34%,2
219,9999.0,16,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
220,4682.0,753,607,80.61%,606,80.48%,616,81.81%,9,1.20%,1
221,9999.0,13,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
222,1128.0,391,303,77.49%,302,77.24%,306,78.26%,3,0.77%,1
223,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
224,8344.0,479,360,75.16%,347,72.44%,396,82.67%,36,7.52%,13
225,9999.0,17,5,29.41%,5,29.41%,5,29.41%,0,0.00%,0
226,1154.0,118,68,57.63%,61,51.69%,70,59.32%,2,1.69%,7
227,9999.0,8,1,12.50%,0,0.00%,1,12.50%,0,0.00%,1
228,1159.0,234,199,85.04%,197,84.19%,207,88.46%,8,3.42%,2
229,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
230,1164.0,100,67,67.00%,64,64.00%,67,67.00%,0,0.00%,3
231,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
232,1172.0,154,103,66.88%,103,66.88%,110,71.43%,7,4.55%,0
233,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
234,1177.0,187,131,70.05%,130,69.52%,135,72.19%,4,2.14%,1
235,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
236,8318.0,588,496,84.35%,495,84.18%,526,89.46%,30,5.10%,1
237,9999.0,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0
238,5135.0,35,23,65.71%,20,57.14%,23,65.71%,0,0.00%,3
239,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
240,5212.0,112,78,69.64%,73,65.18%,81,72.32%,3,2.68%,5
241,1208.0,127,98,77.17%,94,74.02%,102,80.31%,4,3.15%,4
242,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
243,5136.0,75,39,52.00%,39,52.00%,41,54.67%,2,2.67%,0
244,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
245,1225.0,44,27,61.36%,27,61.36%,28,63.64%,1,2.27%,0
246,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
247,8382.0,139,90,64.75%,86,61.87%,91,65.47%,1,0.72%,4
248,1251.0,156,77,49.36%,64,41.03%,77,49.36%,0,0.00%,13
249,8314.0,14,4,28.57%,3,21.43%,4,28.57%,0,0.00%,1
250,9999.0,10,3,30.00%,3,30.00%,3,30.00%,0,0.00%,0
251,6201.0,69,43,62.32%,40,57.97%,43,62.32%,0,0.00%,3
252,1213.0,131,96,73.28%,96,73.28%,103,78.63%,7,5.34%,0
253,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
254,1270.0,69,42,60.87%,34,49.28%,43,62.32%,1,1.45%,8
255,7941.0,114,76,66.67%,71,62.28%,76,66.67%,0,0.00%,5
256,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
257,8379.0,107,92,85.98%,86,80.37%,92,85.98%,0,0.00%,6
258,1299.0,44,19,43.18%,19,43.18%,19,43.18%,0,0.00%,0
259,4870.0,79,37,46.84%,37,46.84%,37,46.84%,0,0.00%,0
260,1307.0,135,104,77.04%,103,76.30%,111,82.22%,7,5.19%,1
261,9999.0,7,2,28.57%,2,28.57%,2,28.57%,0,0.00%,0
262,1315.0,155,98,63.23%,96,61.94%,110,70.97%,12,7.74%,2
263,4734.0,107,83,77.57%,80,74.77%,84,78.50%,1,0.93%,3
264,9999.0,4,1,25.00%,1,25.00%,1,25.00%,0,0.00%,0
265,8348.0,96,65,67.71%,61,63.54%,67,69.79%,2,2.08%,4
266,1327.0,46,34,73.91%,34,73.91%,35,76.09%,1,2.17%,0
267,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
268,1335.0,131,66,50.38%,64,48.85%,69,52.67%,3,2.29%,2
269,1343.0,204,132,64.71%,123,60.29%,137,67.16%,5,2.45%,9
270,6231.0,110,80,72.73%,71,64.55%,80,72.73%,0,0.00%,9
271,1364.0,566,440,77.74%,436,77.03%,448,79.15%,8,1.41%,4
272,7691.0,216,115,53.24%,113,52.31%,131,60.65%,16,7.41%,2
273,7721.0,74,59,79.73%,59,79.73%,60,81.08%,1,1.35%,0
274,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
275,7819.0,345,223,64.64%,223,64.64%,246,71.30%,23,6.67%,0
276,1367.0,424,368,86.79%,355,83.73%,372,87.74%,4,0.94%,13
277,9999.0,11,1,9.09%,1,9.09%,1,9.09%,0,0.00%,0
278,5012.0,435,310,71.26%,288,66.21%,336,77.24%,26,5.98%,22
279,8415.0,25,2,8.00%,2,8.00%,2,8.00%,0,0.00%,0
280,9999.0,17,1,5.88%,1,5.88%,1,5.88%,0,0.00%,0
281,1387.0,377,319,84.62%,311,82.49%,323,85.68%,4,1.06%,8
282,7759.0,426,386,90.61%,384,90.14%,390,91.55%,4,0.94%,2
283,8174.0,186,186,100.00%,186,100.00%,186,100.00%,0,0.00%,0
284,9999.0,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
285,7628.0,87,70,80.46%,70,80.46%,76,87.36%,6,6.90%,0
286,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
287,7636.0,63,57,90.48%,56,88.89%,57,90.48%,0,0.00%,1
288,9999.0,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0
289,1424.0,303,273,90.10%,273,90.10%,277,91.42%,4,1.32%,0
290,9999.0,26,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
291,6482.0,299,227,75.92%,225,75.25%,240,80.27%,13,4.35%,2
292,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
293,1414.0,167,118,70.66%,118,70.66%,120,71.86%,2,1.20%,0
294,9999.0,14,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
295,1406.0,394,334,84.77%,329,83.50%,336,85.28%,2,0.51%,5
296,9999.0,23,5,21.74%,5,21.74%,5,21.74%,0,0.00%,0
297,1420.0,313,201,64.22%,200,63.90%,211,67.41%,10,3.19%,1
298,1426.0,252,216,85.71%,216,85.71%,223,88.49%,7,2.78%,0
299,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
300,1423.0,514,502,97.67%,502,97.67%,503,97.86%,1,0.19%,0
301,9999.0,16,7,43.75%,7,43.75%,8,50.00%,1,6.25%,0
302,1443.0,356,344,96.63%,344,96.63%,345,96.91%,1,0.28%,0
303,9999.0,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0
304,1453.0,304,276,90.79%,275,90.46%,278,91.45%,2,0.66%,1
305,6734.0,310,286,92.26%,283,91.29%,291,93.87%,5,1.61%,3
306,7894.0,311,290,93.25%,285,91.64%,292,93.89%,2,0.64%,5
307,9999.0,28,7,25.00%,6,21.43%,8,28.57%,1,3.57%,1
308,7824.0,100,37,37.00%,32,32.00%,53,53.00%,16,16.00%,5
309,4664.0,58,35,60.34%,34,58.62%,36,62.07%,1,1.72%,1
310,9999.0,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
311,1475.0,68,47,69.12%,45,66.18%,47,69.12%,0,0.00%,2
312,9999.0,3,1,33.33%,1,33.33%,1,33.33%,0,0.00%,0
313,1480.0,56,41,73.21%,40,71.43%,43,76.79%,2,3.57%,1
314,1486.0,74,35,47.30%,33,44.59%,40,54.05%,5,6.76%,2
315,1489.0,47,28,59.57%,27,57.45%,31,65.96%,3,6.38%,1
316,1495.0,91,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
317,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
318,1501.0,31,17,54.84%,17,54.84%,18,58.06%,1,3.23%,0
319,6156.0,220,110,50.00%,107,48.64%,113,51.36%,3,1.36%,3
320,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
321,6236.0,144,90,62.50%,76,52.78%,90,62.50%,0,0.00%,14
322,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
323,1529.0,68,38,55.88%,36,52.94%,39,57.35%,1,1.47%,2
324,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
325,5219.0,70,46,65.71%,44,62.86%,48,68.57%,2,2.86%,2
326,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
327,8316.0,18,7,38.89%,7,38.89%,7,38.89%,0,0.00%,0
328,1550.0,69,35,50.72%,24,34.78%,35,50.72%,0,0.00%,11
329,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
330,1560.0,112,60,53.57%,52,46.43%,62,55.36%,2,1.79%,8
331,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
332,1566.0,101,49,48.51%,36,35.64%,51,50.50%,2,1.98%,13
333,7635.0,29,18,62.07%,18,62.07%,18,62.07%,0,0.00%,0
334,6241.0,35,15,42.86%,10,28.57%,15,42.86%,0,0.00%,5
335,7589.0,280,147,52.50%,141,50.36%,148,52.86%,1,0.36%,6
336,8434.0,38,19,50.00%,19,50.00%,21,55.26%,2,5.26%,0
337,1605.0,166,112,67.47%,111,66.87%,112,67.47%,0,0.00%,1
338,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
339,1612.0,74,55,74.32%,55,74.32%,55,74.32%,0,0.00%,0
340,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
341,1619.0,131,108,82.44%,105,80.15%,108,82.44%,0,0.00%,3
342,5178.0,134,35,26.12%,35,26.12%,43,32.09%,8,5.97%,0
343,1623.0,49,36,73.47%,36,73.47%,36,73.47%,0,0.00%,0
344,1627.0,105,84,80.00%,84,80.00%,88,83.81%,4,3.81%,0
345,7567.0,16,6,37.50%,5,31.25%,8,50.00%,2,12.50%,1
346,8224.0,167,72,43.11%,71,42.51%,81,48.50%,9,5.39%,1
347,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
348,1632.0,83,51,61.45%,46,55.42%,51,61.45%,0,0.00%,5
349,1654.0,189,98,51.85%,94,49.74%,104,55.03%,6,3.17%,4
350,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
351,1629.0,55,33,60.00%,33,60.00%,39,70.91%,6,10.91%,0
352,6136.0,81,43,53.09%,41,50.62%,51,62.96%,8,9.88%,2
353,6942.0,89,46,51.69%,41,46.07%,48,53.93%,2,2.25%,5
354,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
