,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,2- or 4-year university %,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution,specialized associate degree granting institution %
944,4735.0,177,126,71.19%,116,65.54%,126,71.19%,0,0.00%,10,5.65%
945,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
946,5271.0,184,127,69.02%,124,67.39%,132,71.74%,5,2.72%,3,1.63%
947,4528.0,82,50,60.98%,50,60.98%,56,68.29%,6,7.32%,0,0.00%
948,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
949,4545.0,458,351,76.64%,336,73.36%,358,78.17%,7,1.53%,15,3.28%
950,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
951,4553.0,453,339,74.83%,339,74.83%,361,79.69%,22,4.86%,0,0.00%
952,9999.0,11,5,45.45%,5,45.45%,6,54.55%,1,9.09%,0,0.00%
953,4558.0,227,142,62.56%,138,60.79%,148,65.20%,6,2.64%,4,1.76%
954,9999.0,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
955,4564.0,158,92,58.23%,88,55.70%,101,63.92%,9,5.70%,4,2.53%
956,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
957,4571.0,111,56,50.45%,56,50.45%,58,52.25%,2,1.80%,0,0.00%
958,9999.0,10,1,10.00%,1,10.00%,1,10.00%,0,0.00%,0,0.00%
959,7624.0,53,1,1.89%,1,1.89%,1,1.89%,0,0.00%,0,0.00%
960,4577.0,219,159,72.60%,158,72.15%,165,75.34%,6,2.74%,1,0.46%
961,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
962,4598.0,376,230,61.17%,218,57.98%,244,64.89%,14,3.72%,12,3.19%
963,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
964,4602.0,165,117,70.91%,108,65.45%,118,71.52%,1,0.61%,9,5.45%
965,9999.0,16,2,12.50%,2,12.50%,4,25.00%,2,12.50%,0,0.00%
966,4608.0,297,212,71.38%,210,70.71%,222,74.75%,10,3.37%,2,0.67%
967,9999.0,17,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
968,4614.0,226,166,73.45%,162,71.68%,172,76.11%,6,2.65%,4,1.77%
969,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
970,4623.0,265,148,55.85%,141,53.21%,152,57.36%,4,1.51%,7,2.64%
971,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
972,6705.0,213,140,65.73%,124,58.22%,147,69.01%,7,3.29%,16,7.51%
973,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
974,4647.0,199,123,61.81%,113,56.78%,128,64.32%,5,2.51%,10,5.03%
975,9999.0,22,1,4.55%,1,4.55%,2,9.09%,1,4.55%,0,0.00%
976,5168.0,358,165,46.09%,154,43.02%,169,47.21%,4,1.12%,11,3.07%
977,4658.0,196,148,75.51%,148,75.51%,150,76.53%,2,1.02%,0,0.00%
978,9999.0,16,8,50.00%,6,37.50%,10,62.50%,2,12.50%,2,12.50%
979,1732.0,267,196,73.41%,196,73.41%,197,73.78%,1,0.37%,0,0.00%
980,4704.0,285,200,70.18%,200,70.18%,207,72.63%,7,2.46%,0,0.00%
981,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
982,6345.0,247,149,60.32%,144,58.30%,149,60.32%,0,0.00%,5,2.02%
983,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
984,,"125,746","87,507",69.59%,"85,069",67.65%,"90,179",71.72%,"2,672",2.12%,"2,438",1.94%
985,,,- 2 -,,,,,www.pimsreports.state.pa.us,,,,
