AUN,AverageDailyMembership(ADM),BasedonInstruction,BasedonTotal,FacilitiesAcquisition&Construction,Federal Revenue,GeneralFundBalance,Instruction,Local Revenue,MV/PIAidRatio,Non-instructional,Other Revenue,OtherFinancingUses,State Revenue,SupportServices,TotalExpenditures,TotalRevenues
101302607,159.308,14913.56,23517.45,0,412364,5000,2375849.16,2643829.99,0.5574,63783.35,61554,0,628893.54,1306885.1,3746517.61,3746641.53
101303503,787.721,10867.47,17628.12,0,347162.37,2863354,8560531.5,5717349.56,0.6716,381647.99,0,947696.38,8889553.76,3996167.19,13886043.06,14954065.69
101306503,617.406,10382.35,18569.21,0,236526.31,2589486,6410123.25,3232246.43,0.7243,302925.97,129700,604000,7890285.47,4147689.44,11464738.66,11488758.21
101308503,713.529,13714.33,27777.71,0,385028.26,10359094,9785573.78,14038961.36,0.2773,387908.24,0,4744866.78,6438318.62,4901850.87,19820199.67,20862308.24
101630504,550.593,10707.25,19538.28,0,167766.47,2542129,5895338.96,3409514.04,0.5301,383415.62,499412.7,795635.93,6591860.1,3683249.2,10757639.71,10668553.31
101630903,1151.125,8733.28,15780.7,74745.98,366278.2,2204782,10053100.22,7671654.41,0.6185,460190.4,0,2106356.21,10353517.18,5471164.07,18165556.88,18391449.79
101631003,1235.147,10858.59,17155.74,0,350567.85,-441501,13411956.78,5173446.54,0.7277,420837.09,0,628765.46,14164847.1,6728298.24,21189857.57,19688861.49
101631203,1195.816,9884.47,16319.96,0,277166.01,1659357,11820005.29,8612348.89,0.6072,348409.94,2575387.79,1531881.86,10884645.37,5815373.71,19515670.8,22349548.06
101631503,941.594,9087.83,17531.37,0,220408.92,1100468,8557048.32,5933603.58,0.6438,412685.52,100,3042557.81,10130718.66,4495138.01,16507429.66,16284831.16
101631703,5465.88,7634.04,16123.62,564582.95,669863.62,4625190,41726748.05,59147710.83,0.4007,1867025,666512.06,18058311.8,23394509.88,25913100.89,88129768.69,83878596.39
101631803,1563.514,8586.36,15128.02,0,695599,966015,13424886.57,9823299,0.7225,461235.35,0,2879045.37,14379539,6887700.72,23652868.01,24898437
101631903,1189.9,8351.98,15612.73,0,196785.52,5812800,9938021.76,10858847.61,0.4997,445605.61,0,2022241,7986327.43,6171723.7,18577592.07,19041960.56
101632403,1050.996,9897.28,16917.98,0,232088.79,3220861,10402003.39,7677692.59,0.5706,411900.96,0,1085721.96,10121784.5,5881104.23,17780730.54,18031565.88
101633903,1633.594,10014.73,18822.9,0,366683.61,4273173,16359997.19,14630492.8,0.5231,913840.76,0,2909799.81,16978691.76,10565330.97,30748968.73,31975868.17
101634207,227.744,8323.35,14583.37,0,127640,353448,1895592.35,2549405.02,0.6615,35506.04,0,66231.97,666306.57,1323944.91,3321275.27,3343351.59
101636503,4101.599,9249.93,15661.37,247746.26,271929.71,10934201,37939489.83,48917098.17,0.326,1602628.95,943,6560867.57,15171170.72,17885916.42,64236649.03,64361141.6
101637002,2962.79,8166.68,15619.53,600,940206.85,5220822,24196156.83,22267391.53,0.5965,949349.12,0,6178443.43,23159271.82,14952836.87,46277386.25,46366870.2
101638003,3222.729,10072.57,17576.31,54836.29,1439157.58,3829532,32461172.27,35992760.02,0.4554,1271209.64,3954.28,5458095.66,22037525.86,17398357.92,56643671.78,59473397.74
101638803,1550.098,10194.55,18145.24,149,1313557.06,1405324,15802555.56,11215801.23,0.6574,703438.04,1071394.05,4209263.1,14766741.61,7411487.75,28126893.45,28367493.95
101638907,233.716,15027.02,22847.71,0,899881,1947691,3512054.76,3597759.98,0.4565,36102.01,291044.15,230987.14,884677.51,1560731.49,5339875.4,5673362.64
101833400,474.153,8665.42,15550.41,273757.61,373122.12,5806650,4108735.84,8278621.66,0.6108,103732.42,0,32565.26,8914.22,2854482.93,7373274.06,8660658
102020001,551.939,11786.02,20365.8,254493,350760,3702023,6505162,9853038,0.3293,317297,0,89325,39583,4074400,11240677,10243381
102020003,125.877,14467.63,24785.61,0,355138,-155770,1821142,2627228,0.3293,167753,0,0,28213,1131043,3119938,3010579
102023030,367.589,11983.12,20361.31,1058781,558349,1287665,4404863,7265630,0.3293,472218,0,0,53451,1548732,7484594,7877430
102023080,330.222,11978.6,19469.91,586,278564,1259729,3955597,6096138,0.3293,29658,640,314144.86,51614,2129406,6429391.86,6426956
102023217,146.784,8893.46,19180.39,0,52178,195806,1305417,2747420,0.3293,46235,0,0,16131,1463723,2815375,2815729
102027451,26437.944,15349.04,25460.09,1737497.5,42544881.06,177392375,405797021.1,337744987.8,0.3293,5714355.99,720673.97,49181680.59,282566918.6,210681930.5,673112485.7,663577461.4
102027560,135.909,13004.85,29827.52,3655.35,58376,369432,1767475.66,3823443.02,0.3293,64.91,300000,665485.78,0,1617146.1,4053827.8,4181819.02
103020002,552.181,9796.72,18489.4,0,456883,1467803,5409562,9756694,0.5996,105960,0,63774,111836,4630202,10209498,10325413
103020003,392.773,8295.91,14202.88,0,304370,591670,3258411,5170743,0.7687,27125,0,0,97629,2292973,5578509,5572742
103020004,629.465,9463.59,15709.52,0,437246,827591,5956999,9776115,0.2167,88722,0,19,36561,3842855,9888595,10249922
103020005,363.41,8975.47,15576.63,0,154524,687653,3261776,5622481,0.6061,34213,0,2029,70883,2362684,5660702,5847888
103020368,163.204,9778.76,15015.68,0,200641,635862,1595932,2520481,0.7687,24947,0,15805,53245,813935,2450619,2774367
103020407,357.265,12401.5,24887.9,0,270421,2033408,4430621.41,7837643.8,0.3554,337571.77,0,1516995.36,1234349.62,2606388.28,8891576.82,9342414.42
103020603,940.241,12442.62,23738.45,0,271065.45,10310627,11699062.52,16582988.38,0.3167,715676.04,0,2326156.16,6279933.64,7578970.08,22319864.8,23133987.47
103020753,1738.929,10034.18,18056.22,0,140049.96,5054017,17448719.99,23633827.98,0.3376,970823.9,0,3817229.23,7101977.4,9161706.59,31398479.71,30875855.34
103021003,4682.613,9748.4,17503.08,4636,431647,24286283,45647986,67350804,0.3479,1998094,6061,11887130,17764925,22422292,81960138,85553437
103021102,4394.986,8431.81,15491.8,759011.03,991372.41,8046970,37057687.71,43018787.94,0.555,1362070.7,1122828,7824399.51,23245457.05,21083089.59,68086258.54,68378445.4
103021252,4147.141,12465.71,20746.17,56650,374611.01,20593261,51697051.27,61915467.85,0.4499,1529252.57,5260.56,11691491,23763464.63,21062831.78,86037276.62,86058804.05
103021453,1268.688,11478.97,18030.57,72935.76,296659.54,5146558,14563236.5,12697117.12,0.6703,762936.64,0,1754750.25,9533859.27,5721303.66,22875162.81,22527635.93
103021603,1423.418,13066.51,19773.1,4705,1125712,2436952,18599100,18103595,0.4937,648041,0,39949,9038131,8853586.41,28145381.41,28267438
103021752,3365.643,11577.35,18700.93,0,873370.14,732844,38965212.48,45530625.05,0.2941,1463305.44,0,5118111.09,15336890.8,17394027.52,62940656.53,61740885.99
103021903,951.091,11170.8,16889.7,20786,850318,746568,10624446,3582890,0.8259,398820,12000,285303,11317031,4734287,16063642,15762239
103022103,628.908,13820.06,24076.49,319686,791274,894649,8691544,9298650,0.542,455742,0,1265573,4234746,4409354,15141899,14324670
103022253,1964.983,9849.82,19448.36,0,263887.05,7534838,19354731.42,22883235.42,0.5041,708388.74,0,5612984.23,13227370.13,12539588.89,38215693.28,36374492.6
103022481,396.332,9250.26,17583.06,651168,289893,728248,3666174,5943567,0.6435,153796,0,255032,112886,2242558,6968728,6346346
103022503,898.288,14838.92,22088.37,0,1207506.99,4664342,13329620.62,1988700.32,0.8637,52211.54,85025,1519381.94,15640038.68,4940502.16,19841716.26,18921270.99
103022803,1813.161,11197.81,18052.14,0,807985.49,-4766604,20303433.2,16704919,0.7108,447886.49,0,2106632,14708163.17,9873488.23,32731439.92,32221067.66
103023090,293.177,8674.73,16813.59,122188,180908,1406161,2543232,5137305,0.3293,84484,0,174568,30854,2004887,4929359,5349067
103023153,2355.797,10008.17,17937.98,0,396598.88,3231649,23577227.02,22449597.83,0.6296,1265688.74,0,4268278.18,19751445.37,13147052.77,42258246.71,42597642.08
103023410,32.861,16053.04,34813.64,0,1527,276514,527519,1199236,0.4083,0,0,106335,0,510157,1144011,1200763
103023807,400.751,8435.53,16226.89,504423.6,438036,846444,3380546.34,4582639.87,0.5691,9629.62,0,35000,1181552.63,2573344.23,6502943.79,6202228.5
103023912,4057.295,14825.79,23962.03,151747.78,1054000.12,24688730,60152608.47,76167782.28,0.1922,2690046.1,959985.29,4304424.9,18901189.61,29922215.13,97221042.38,97082957.3
103024102,3488.873,13024.08,21918.07,0,1189690.54,10166311,45439354.14,52334135.73,0.4083,1283849.73,0,7103570.97,19318366.76,22642582.7,76469357.54,72842193.03
103024162,326.813,10276.48,16386.51,0,162780,738800,3358486,5289155,0.4083,68227,0,184058,29035,1744555,5355326,5480970
103024603,2854.503,10049.13,17728.82,0,464773.4,7835756,28685265.83,35709499.19,0.3817,1315914.5,0,5242865.22,13889576.86,15362913.54,50606959.09,50063849.45
103024753,2578.134,10865.31,19173.96,8750,1047893.36,14379094,28012231.06,20253435.47,0.6896,721357.91,10445000,6763062.5,21269725.19,13927630.44,49433031.91,53016054.02
103024952,278.085,8694.54,17202.83,0,202067,288087,2417821,4606745,0.3293,51239,0,112500,18725,2202288,4783848,4827537
103025002,1906.845,12217.43,25064.63,0,687413.68,2846497,23296744.59,30266131.92,0.3506,1047597.47,100000,10336568.1,11872328.12,13113452,47794362.16,42925873.72
103025206,305.321,12281.22,18073.97,0,196945,1225142,3749715,5196095,0.555,59519,200000,78546,61973,1630584,5518364,5655013
103026002,3911.854,10010.25,16739.44,0,4669339,5532490,39158649,16722457,0.7687,1089591,412305,9666649,42848416,15567348,65482237,64652517
103026303,2928.368,11893.75,22916.95,8300,342017.74,10734744,34829279.44,55142556.31,0.2167,1354196.65,2817739.15,11040227.27,12339443.02,19877262.5,67109265.86,70641756.22
103026343,4013.032,10863.14,19070.14,0,1320982.99,5715218,43594138.99,56134594.81,0.4098,1664835.51,0,11281488.38,17761525.64,19988617.65,76529080.53,75217103.44
103026402,5516.715,10380.01,17537.81,0,851175.82,14333728,57263561.66,74163003.47,0.3774,2584464.94,0,11370967,22771557.12,25532117.77,96751111.37,97785736.41
103026852,8480.54,11350.77,19158.22,103835.11,1002905.19,21653524,96260657,121418385,0.306,4022373.33,5417329.31,16466905.45,34534085.29,45618308.53,162472079.4,162372704.8
103026873,1127.237,12837.87,21059.46,664859,578764,10181270,14471319,13962226,0.5628,605099,421,816318,8697752,7181404,23738999,23239163
103026902,4447.975,10591.65,17534.2,18837.18,882374.86,13747558,47111389.53,58255784.9,0.3821,1423186.01,17086.87,8821248.9,19013910.63,20617036.49,77991698.11,78169157.26
103027307,392.817,9777.44,17609.8,537791,325125,211047,3840746,5634610,0.3656,26543,0,79670,997406,2432678,6917428,6957141
103027352,4256.152,12743.11,21145.93,0,4779632.14,-12676477,54236594.17,47784345.76,0.6435,1046532.66,246798.07,9209035.03,36106583.97,25508147.97,90000309.83,88917359.94
103027503,3854.472,10259.95,16187.31,0,1290970.78,-661305,39546685.75,34721875.78,0.5992,1349284.58,774526.87,5405000.05,26726661.11,16092570.06,62393540.44,63514034.54
103027753,1942.061,12454.16,24794.96,0,980265,7018669,24186734,39987584,0.15,1643668,0,7546971,7522157,14775945,48153318,48490006
103028192,390.906,8343.34,20690.11,67375,246168,159285,3261461,7032049,0.3293,35658,0,1000000,36671,3723394,8087888,7314888
103028203,1003.718,12167.93,22749.37,17156.43,294334.28,3869721,12213174.87,15964572.74,0.3529,706261.17,0,2240706.89,6479453.68,7656657.13,22833956.49,22738360.7
103028246,295.547,11878.42,17228.35,0,366675,2071016,3510631,5000198,0.3293,689,213,109569,64548,1470897,5091786,5431634
103028302,4435.73,10766,18290.14,0,959102.33,11513108,47755050.75,54557537.03,0.5306,1938412.51,304110.02,7301598.45,27488675.76,24135050.65,81130112.36,83309425.14
103028425,105.795,7395.16,24476.49,0,0,82787,782370.89,1625260,0.7108,59683.34,0,0,0,1747435.93,2589490.16,1625260
103028653,1639.406,9728.53,15127.53,41282,591419.26,6079110,15949010.91,7049255.89,0.7621,668971.17,0,1265428,15866604.85,6875473.23,24800165.31,23507280
103028703,3220.108,8047.86,16502.1,0,1557825.16,25446314,25914983.4,40749691.22,0.5478,1683531.56,322040,8575096.38,12500427.24,16964939.45,53138550.79,55129983.62
103028753,1861.149,9309.53,17738.34,0,379425.1,2781879,17326421.67,20599272.91,0.59,980550.17,0,5211159.51,12679794.37,9495570.95,33013702.3,33658492.38
103028807,316.97,11378.87,19497.36,0,296519,657,3606760.68,4713498,0.5893,0,0,0,1217078,2573317.96,6180078.64,6227095
103028833,1748.878,13526.51,20334.53,15000,1025515.24,2200393,23656212.87,16619213.51,0.5996,657336.08,0,1517044.91,15191807.21,9717021.74,35562615.6,32836535.96
103028853,1732.494,9992.27,15868.96,33460,1428805.2,-3725728,17311552.52,8724442.55,0.7997,328056.87,1500700,2772277.62,16067105.02,7047529.29,27492876.3,27721052.77
103029203,4109.707,10407.05,19577.01,0,1600946.06,5158811,42769921.07,62799884.1,0.4086,1721811.4,905030,10044124.47,16936514.52,25919914.07,80455771.01,82242374.68
103029403,3378.906,9124.59,18035.17,172553.98,431163.73,17486010,30831146.87,46760051.43,0.4654,1755762.9,0,8565660.21,15857482.01,19614019.31,60939143.27,63048697.17
103029553,3012.632,9037.07,16066.82,491069.03,262017.63,34145783,27225351.59,35670943.89,0.487,1405310.79,0,4008465.97,13887293.16,15273206.72,48403404.1,49820254.68
103029603,2571.587,11561.12,20565.47,153226.01,1572511.14,3699552,29730424.65,33855094.49,0.6363,1371284.37,279773.22,6595109.49,18754337.6,15035856.4,52885900.92,54461716.45
103029803,1085.962,18798.51,27035.62,0,2070630.44,-752218,20414465.38,13914142.19,0.553,71177.66,191949,1203820.82,15787137.21,7670190.01,29359653.87,31963858.84
103029902,4732.826,13136.03,20094.27,0,3178522.97,8061478,62170561.53,55862148.89,0.5712,1575728.33,116768.3,6664269.5,32409477.84,24692134.8,95102694.16,91566918
103519376,658.652,8928.3,14538.94,0,1586249,86888,5880644,7992098,0.7314,709742,0,0,93086,2985718,9576104,9671433
104101252,6714.17,9256.29,15191.81,0,3049574.15,10908686,62148294.79,51959663.34,0.5584,1748040.93,4938540,8426173.22,47451586.13,29677882.73,102000391.7,107399363.6
104101307,438.393,6868.4,11516.72,25678,260938,0,3011059,3642296,0.4647,33104,937,22882,1144678,1956126,5048849,5048849
104103603,1463.163,9186.48,15010.64,116793.76,3451.13,6467418,13441324.28,7924997.08,0.6956,562641.41,0,39488.43,15725611.25,7802769.55,21963017.43,23654059.46
104105003,3395.541,7859.2,14010.75,0,0,3836273,26686249.84,33626426.68,0.2684,1411208.65,0,6074783.97,13342380.81,13401819.44,47574061.9,46968807.49
104105353,1314.234,8695.01,15926.96,10248,40121.35,6002258,11427278.98,7284809.91,0.6607,1041048.19,115207.11,1144518.76,13584193.25,7308655.88,20931749.81,21024331.62
104107503,2038.904,10070.95,15572.4,12699,0,6891559,20533693,16871923,0.5416,861651,0,1691332,15141224,8651263,31750638,32013147
104107803,2330.389,8603.32,15328.56,0,5005.26,8051665,20049086.2,20454506.08,0.4875,931378.09,0,2637728.26,15229310.77,12103306.17,35721498.72,35688822.11
104107903,7335.306,10478.69,17210.54,0,1054667.21,32483330,76864368.13,91577511.64,0.3453,2112698.29,0,14288311,34500363.82,32979166.95,126244544.4,127132542.7
104372003,1802.577,9910.53,15593.56,3004,590192.35,4946868,17864495.38,9580003.25,0.679,556574.3,7667.06,1307634,17534606.17,8376876.86,28108584.54,27712468.83
104374003,1127.685,8805.94,15688.81,50571,290259.21,7805189,9930322.22,6193602.86,0.6647,505538.19,32286.57,1107932.94,12164526.83,6097673.93,17692038.28,18680675.47
104374207,400.94,11603.2,18037.44,0,277420.04,0,4652186.3,5602442.43,0.6734,28890.23,0,10522,1352069.53,2540333.97,7231932.5,7231932
104375003,1514.043,9744.89,15892,702964.77,594227.25,9450841,14754188.31,7608481.91,0.6575,508377.46,6419,1766935.21,16017302.13,6328710.82,24061176.57,24226430.29
104375203,1284.464,8813.81,14834.75,0,737.27,5386122,11321025.16,12889311.57,0.4424,581009.58,0,1733314.55,6268593.15,5419348.99,19054698.28,19158641.99
104375302,3439.804,10230.59,15650.37,0,4687489.28,3216395,35191222.18,11590126.63,0.8147,995161.34,1539,4503255.91,36757796.28,13144549.41,53834188.84,53036951.19
104376203,1174.194,9845.77,15191.81,13732.83,453994.28,1643076,11560844.97,6145673.88,0.6641,581257.18,4443.36,632767.98,11388268.7,5049529.72,17838132.68,17992380.22
104377003,767.474,9407.75,14427.02,2900,364,4363816,7220201,4603343,0.7114,410709,0,29742,7210145,3408810,11072362,11813852
104378003,1177.591,9845.13,21113.23,10760,919392,5842702,11593542.24,8999879.68,0.5311,485171.14,5441825,6893728.97,10191490.22,5879552.74,24862755.09,25552586.9
104431304,460.059,11563.28,18346.73,0,27014,6525459,5319788.91,2724700.89,0.6607,226329.43,0,74954.29,6072080.89,2819503.69,8440576.32,8823795.78
104432503,721.506,13411.19,23563.54,0,820678,4235421,9676256,4461790,0.8342,1078460,0,1501637,12230921,4744879,17001232,17513389
104432803,1316.151,9442.32,15627.41,0,577368.9,3770272,12427521.91,7577636.95,0.7144,959348.09,1332.1,2019109.5,12203913.03,5162054.56,20568034.06,20360250.98
104432830,203.545,11483.29,17434.25,0,239784,1436412,2337366.72,3555891.67,0.6991,2812.03,7068.92,40198.86,20167.01,1168276.97,3548654.58,3822911.6
104432903,2001.294,13494.32,20064.18,0,1928769.99,10312328,27006094.34,21679781.51,0.5801,930214.99,0,981024,16498617.86,11236989.94,40154323.27,40107169.36
104433303,2111.418,8918.83,15307.2,7899.47,658028.92,6213367,18831382.86,18686903.63,0.5122,878571.9,3519,3643131.28,11798944.86,8958907.67,32319893.18,31147396.41
104433604,460.704,10695.18,19810.57,0,307964.16,3397076,4927314.24,3551768.55,0.6157,208792.25,0,825362.56,5347742.03,3165341.41,9126810.46,9207474.74
104433903,1041.095,10173.37,15588.83,0,524157.07,9823530,10591445.45,5264687.21,0.6401,449850.51,0,91426,10933085.3,5096735.13,16229457.09,16721929.58
104435003,1118.389,8995.66,15909.88,0,6868.81,1730046,10060647.51,7804403.45,0.6033,609833.67,330302.38,1625576.27,9531945.04,5497375.75,17793433.2,17673519.68
104435107,202.083,12451.28,28253.84,0,358734,2561297,2516191.46,4295024.35,0.627,6781.28,0,970512.9,1025231.65,2216135.65,5709621.29,5678990
104435303,1101.535,10815.61,17666.04,0,122860.1,4107674,11913770.58,6535050.82,0.6805,569750.04,0,712803,12801849.13,6263436.22,19459759.84,19459760.05
104435603,2096.474,10309.16,16921.14,0,1240332.31,10677353,21612887.95,9996898.55,0.8395,1049392.91,195,4445181.81,23739810.03,8367263.4,35474726.07,34977235.89
104435703,1205.258,8701.77,14485.75,200,64503.02,916532,10487880.66,6337355.96,0.7347,449167.06,0,1505721.96,10724473.19,5016099.49,17459069.17,17126332.17
104437503,854.664,10658.87,17949.35,0,524487.65,3963835,9109753.94,5611262.48,0.653,500820.65,0,1184688.86,9215340.15,4545400.37,15340663.82,15351090.28
104510394,700.206,8099.87,15443.47,0,1436211,208577,5671578,10015818,0.7314,837895,0,93,35734,4304044,10813610,11487763
105201033,2091.139,9608.4,18913.09,130915.21,868654,13006955,20092489.94,16926787.21,0.6044,775626.87,14975,5060064.04,20452656,13490805.03,39549901.09,38263072.21
105201352,3758.296,9065.08,15961.33,0,1760253.64,18120886,34069260.74,26814537.07,0.6701,1158445.77,362968.75,6378034.3,30875553.67,18381678.87,59987419.68,59813313.13
105201407,272.55,13385.12,23290.21,0,473989,707151,3648114.77,4644618.37,0.6588,16601.49,0,942805.08,1134930.9,1740225.62,6347746.96,6253538.27
105204703,2911.731,11303.34,17645.76,0,1612216.02,8843694,32912289.76,19001424.47,0.6832,970951.08,85000.95,1950438.55,31551525.18,15546019.97,51379699.36,52250166.62
105250001,567.531,7490.95,15923.09,1126348,988258,1116684,4251347.02,6948052,0.7825,23204.85,700000,82243.97,197187,3553702.6,9036846.44,8833497
105250004,509.751,6566.11,10162.72,137376,300412,1522327,3347082,5359696,0.6721,13704,0,47600,52760,1634695,5180457,5712868
105251453,2041.105,8926.79,15771.83,29372.48,1465071.14,5963500,18220512.66,9095267.36,0.7479,914824.64,0,2845084.69,21918948.15,10182161.37,32191955.84,32479286.65
105252602,12926.582,9698.2,15809.24,8878849.92,14513656,8135372,125364548.9,61587315,0.7825,2303585.51,8995038,26129410.61,126673003,41683036.96,204359431.9,211769012
105252807,364.501,11274.84,18944.46,81992.3,307446.96,1105757,4109691.19,5233427.23,0.5763,11550.28,0,43000,1278480.46,2659039.21,6905272.98,6819354.65
105252920,416.463,8417.28,13433.34,0,115954.22,3005015,3505485.61,5081947.02,0.7825,80235.17,0,0,94760.11,2008766.23,5594487.01,5292661.35
105253303,1715.693,7409.68,15330.46,0,242627,4788825,12712729.51,18555910,0.4324,888621.89,1200,4731615.48,7383136,7969400.12,26302367,26182873
105253553,2197.877,8210.3,14954.85,22744.51,632401,13395390,18045238.94,18869981.01,0.5001,677820.57,13821.61,3747801.67,13956748.29,10375304.95,32868910.64,33472951.91
105253903,2183.737,8857.49,14970.16,486468,497549.79,14213512,19342433.77,14748378.4,0.5908,868793.85,59330.33,2080280,17214693.85,9912920.15,32690895.77,32519952.37
105254053,1706.663,9078.09,19592.47,0,891354.69,8364493,15493232.59,10302815.89,0.7277,689036.91,7225000,9654826.83,15665241.14,7600654.71,33437751.04,34084411.72
105254353,2188.252,8432.08,16309.39,0,345275.34,9006783,18451513.9,17812649.97,0.5911,562405.56,0,7634298.49,16362936.26,9040844.63,35689062.58,34520861.57
105256553,1254.193,8968.94,15723.7,0,346986.67,10559304,11248779.8,6458727.77,0.7937,552013.02,0,1863816.99,13090793.59,6055941.91,19720551.72,19896508.03
105257512,407.095,7705.06,14647.74,0,1077877,1265411,3136690,4855401,0.7825,609808,0,0,110306,2216524,5963022,6043584
105257602,6636.279,8468.23,14650.07,138239.38,2405408.85,12969486,56197565.85,65953444.5,0.4563,1795087.47,0,7727361.16,30077833.97,31363666.81,97221920.67,98436687.32
105258303,1692.395,7935.13,14551.08,0,691779.39,12394798,13429373.07,9788241.56,0.673,641639.63,0,3689388.5,14256274.33,6865767.17,24626168.37,24736295.28
105258503,1399.506,9598.52,14900.46,0,682747.86,16071568,13433181.6,5927840.16,0.7127,465802.74,0,200062.63,14341523.86,6754230.58,20853277.55,20952111.88
105259103,1136.749,9335.6,15696.6,77666.93,428867.86,5738819,10612237.78,3932953,0.7797,698370.03,0,1132032.56,14115286.59,5322785.25,17843092.55,18477107.45
105259703,1380.692,8713.34,16930.93,0,361905.08,6260606,12030432.97,12371325.44,0.6051,529472.4,0,2392568.38,12229169.8,8423932.01,23376405.76,24962400.32
105620001,294.518,9276.76,14381.17,54167,129408.1,2440928,2732173.6,4505292.63,0.6901,94600.7,0,3611.83,28257.56,1350959.55,4235512.68,4662958.29
105628302,4595.238,9830.39,16990.85,0,4423731.32,18417033,45172974.82,28019546.9,0.6901,1117530.01,12570.6,7389130.29,45534519.96,24397384.26,78077019.38,77990368.78
106160303,723.372,12855.98,20831.36,0,512347.35,7156724,9299655.6,5144388.3,0.6008,325624.01,721.5,716897.54,9401474.74,4726644.29,15068821.44,15058931.89
106161203,762.587,11193.84,17848,0,110061.67,2043411,8536278.77,8457636.21,0.5199,366120.03,0,604785,5102714.74,4103467.58,13610651.38,13670412.62
106161357,153.85,13774.41,20346.82,0,535723.03,526832,2119192.64,1913056.91,0.6521,10796.55,0,0,774987.36,1000369.51,3130358.7,3223767.3
106161703,874.861,10132.03,16416.31,57656.1,392635.13,4494064,8864114.29,5396822.35,0.6663,298754.97,2000,427146.48,8913814.45,4714320.56,14361992.4,14705271.93
106166503,1011.661,10176.59,15836.45,0,359128.66,4425054,10295256.07,4984795.7,0.6985,269238.36,0,410362,10848191.73,5046264.3,16021120.73,16192116.09
106167504,595.691,9206.83,14628.93,0,215143.49,2106609,5484424.75,3121219.52,0.5609,109944.45,0,448202.41,5505196.81,2671752.34,8714323.95,8841559.82
106168003,1151.093,10167.05,20856.74,0,416154.24,6100936,11703225.54,3709323.29,0.7084,379880.49,5750000,6788843.91,13289966.23,5136099.21,24008049.15,23165443.76
106169003,567.987,11545.28,19757.47,0,236752.56,7025380,6557569.15,2229313.05,0.7665,280273.86,0,439563.77,8295221.87,3944576.95,11221983.73,10761287.48
106172003,3720.741,9384.11,15661.15,1267016.74,1957772.86,15040174,34915847.21,26564825.99,0.6252,747541.46,623245.38,3953404.91,29666853.61,17387262.03,58271072.35,58812697.84
106272003,464.888,14454.66,25811.83,0,337079.47,2651652,6719798.5,7105642.2,0.3212,305525.06,92123.64,992851.9,5177523.25,3981432.64,11999608.1,12712368.56
106330703,1025.123,9616.82,16125.52,140593.52,407779.11,9310046,9858421.82,3999630.8,0.6839,520427.94,4806.31,1055700,11367490.72,4955503.24,16530646.52,15779706.94
106330803,1559.538,8679.09,15270.05,62307.57,650896.08,11704204,13535372.36,9131104.77,0.6331,573472.49,0,1881659.88,15277862.4,7761416.56,23814228.86,25059863.25
106333407,330.863,12433.42,23936.14,9313.83,592162.76,442393,4113758.71,6231136.11,0.6378,0,0,1371059.06,1149961.04,2425450.41,7919582.01,7973259.91
106338003,2247.811,9951,17743,803521.81,1230000.12,9344866,22367964.75,11716650.79,0.6414,873115.92,9480,2158567.54,25654674.58,13679737.29,39882907.31,38610805.49
106611303,1181.392,9670.71,15087.92,18654,227238.2,4349752,11424893.82,7184020.33,0.6059,373288.35,0,664765.39,11327547.51,5343152.21,17824753.77,18738806.04
