AUN,AverageDailyMembership(ADM),BasedonInstruction,BasedonTotal,FacilitiesAcquisition&Construction,Federal Revenue,GeneralFundBalance,Instruction,Local Revenue,MV/PIAidRatio,Non-instructional,Other Revenue,OtherFinancingUses,RegularEducationStudent,SpecialEducationStudent,State Revenue,SupportServices,TotalExpenditures,TotalRevenues
100510000,1832.07,6335.23,12799.28,112816.00,1432237.00,4082478.00,11606598.00,21439170.00,0.745,355090.00,0.00,0.00,,,381803.00,11374694.00,23449198.00,23253210.00
101260303,3442.27,8310.53,14712.43,6350.75,2505526.49,4639107.00,28607076.28,12797079.96,0.7305,901232.46,158846.15,4370749.65,9437.11,20719.22,37562154.42,16758735.42,50644144.56,53023607.02
101260803,1717.60,9569.90,21427.10,185195.00,1212745.95,1149978.00,16437217.14,6816893.67,0.7637,488317.30,10018804.56,11879858.01,9141.04,24946.88,19276374.70,7812507.94,36803095.39,37324818.88
101261302,4592.18,8873.55,15351.62,0.00,2677119.02,4823013.00,40748890.78,19951410.59,0.715,1048082.65,222991.26,7712316.86,9056.43,20219.41,53958605.01,20988048.74,70497339.03,76810125.88
101262507,304.89,14543.41,23041.80,0.00,1260715.01,0.00,4434182.54,4374710.56,0.6756,18411.47,32251.26,399997.85,,,1357607.01,2172692.18,7025284.04,7025283.84
101262903,1206.91,8890.25,15136.72,0.00,419517.70,1688426.00,10729705.47,5903271.78,0.6873,382302.86,793849.00,1882361.52,9027.45,19519.06,12034654.81,5274245.55,18268615.40,19151293.29
101264003,3037.38,9425.76,15749.43,0.00,1410854.49,2463901.00,28629615.65,21656703.57,0.6258,687982.11,0.00,4787105.31,10230.90,23364.97,25793322.63,13732295.20,47836998.27,48860880.69
101266007,384.91,7273.66,10182.13,0.00,100385.00,0.00,2799682.05,2791092.33,0.715,41896.59,0.00,0.00,,,1027694.57,1077593.26,3919171.90,3919171.90
101268003,2854.80,9629.65,16510.06,0.00,2270817.97,4977770.00,27490697.38,16109435.90,0.6105,579523.87,835.00,5346411.49,9923.96,20861.13,27019035.52,13716244.40,47132877.14,45400124.39
101301303,1106.54,8349.40,14736.51,28500.00,443787.35,4365261.00,9238974.85,4830446.65,0.7482,561677.79,0.00,1889496.04,8932.28,18558.60,11528937.67,4587946.59,16306595.27,16803171.67
101301403,1820.12,10238.74,18855.76,0.00,1110417.90,3642062.00,18635784.89,17990505.71,0.5015,746641.09,500000.00,4171430.93,11181.51,25961.13,14957637.83,10765966.90,34319823.81,34558561.44
101302607,158.19,14368.63,21968.92,0.00,478987.00,5000.00,2272944.92,2468746.85,0.5397,34795.75,0.00,0.00,,,599172.97,1167478.95,3475219.62,3546906.82
101303503,798.39,10880.53,18776.35,0.00,394661.80,1795332.00,8686908.04,5033076.85,0.6794,385651.65,0.00,901223.50,11767.15,24631.11,8948423.35,5017064.07,14990847.26,14376162.00
101306503,620.3,9663.06,17648.77,0.00,230301.23,2565467.00,5994007.38,3183204.17,0.6948,312377.06,100000.00,500000.00,11000.36,25274.15,7866018.97,4141163.03,10947547.47,11379524.37
101308503,711.04,13382.59,24769.24,0.00,432209.37,9316985.00,9515514.27,12459019.92,0.2425,396082.74,0.00,2883501.78,15479.61,32680.19,6418524.97,4816748.88,17611847.67,19309754.26
101630504,565.23,10094.58,18082.25,0.00,193839.66,2621261.00,5705788.05,3507867.06,0.4941,383002.75,134424.60,882212.05,12605.37,23804.76,6431737.73,3249680.88,10220683.73,10267869.05
101630903,1102.69,8759.33,16039.23,86327.48,371312.36,1966185.00,9658788.15,6987036.17,0.6298,470226.61,0.00,2186580.52,9475.93,20938.14,10337952.47,5284316.38,17686239.14,17696301.00
101631003,1250.11,9698.42,15415.71,0.00,432135.39,1061387.00,12124057.56,4966706.28,0.7154,409716.41,0.00,285359.43,9344.73,21163.43,13633434.89,6452140.78,19271274.18,19032276.56
101631203,1215.84,9168.69,16884.76,3500.00,302633.31,-1174520.00,11147673.91,8189032.40,0.6101,389177.64,0.00,3239340.39,10278.71,21197.77,10768155.57,5749489.56,20529181.50,19259821.28
101631503,949.89,8538.03,14168.55,4700.00,222167.18,1323066.00,8110196.54,4852562.33,0.6471,397867.07,0.00,674637.28,10173.21,20392.27,9624100.47,4271174.59,13458575.48,14698829.98
101631703,5377.63,7416.55,14814.51,1042746.97,515737.62,9012613.00,39883473.70,57121994.56,0.4234,1724049.57,14250.70,11941631.46,8865.84,18939.33,22843229.51,25075054.80,79666956.50,80495212.39
101631803,1606.57,8424.36,14646.05,0.00,727079.00,-93488.00,13534284.10,8942340.00,0.7229,466860.44,0.00,2892146.74,8871.10,19517.83,13718097.00,6636558.87,23529850.15,23387516.00
101631903,1142.90,7999.66,15446.56,0.00,181674.00,5348432.00,9142824.01,10231243.01,0.528,459541.29,7492.00,1890857.00,10632.76,19642.00,7900559.59,6160683.58,17653905.88,18320968.60
101632403,1039.45,10670.72,17248.56,0.00,212579.92,2970025.00,11091639.22,7582652.87,0.5648,464277.92,0.00,340558.51,12160.48,24133.63,10133714.48,6032470.45,17928946.10,17928947.27
101633903,1693.87,9846.63,18904.41,0.00,378675.01,3049403.00,16678921.53,14009233.99,0.5039,976391.88,220456.10,2918320.65,12360.15,24240.11,16793357.76,11448004.45,32021638.51,31401722.86
101634207,134.61,14140.23,24727.28,0.00,130857.00,331371.00,1903360.39,2581596.59,0.6605,28179.09,8200.00,144536.21,,,655964.66,1252364.83,3328440.52,3376618.25
101636503,4157.37,8768.32,14835.82,0.00,266239.98,10809708.00,36453152.82,46659170.95,0.3361,1561294.79,1323.35,6828357.05,10391.83,19433.90,15002544.60,16835173.91,61677978.57,61929278.88
101637002,2930.65,7911.31,14851.24,0.00,789499.79,5516581.00,23185323.89,21427076.22,0.601,863458.72,8244.62,5584895.39,9337.52,18018.16,22369233.13,13890169.85,43523847.85,44594053.76
101638003,3261.56,9639.07,16533.22,0.00,686383.24,1036340.00,31438421.79,31593717.62,0.4684,1131813.62,0.00,4313198.65,10681.94,23285.77,21913538.57,17040682.83,53924116.89,54193639.43
101638803,1546.14,10105.61,18773.84,0.00,2180446.32,1166261.00,15624677.84,11032857.86,0.639,717942.74,115000.00,5139163.37,10672.28,24486.50,15951067.16,7545176.22,29026960.17,29279371.34
101638907,228.97,14263.26,21814.86,4675.00,881345.63,1614203.00,3265902.13,3480753.29,0.4643,42799.40,0.00,191854.06,,,885321.14,1489783.87,4995014.46,5247420.06
101833400,466.19,8236.69,14466.68,4813.75,201576.52,4519266.00,3839872.41,7690794.50,0.6059,104370.53,2401.00,217212.09,,,56828.59,2577966.84,6744235.62,7951600.61
102020001,610.68,10112.59,17183.39,4093.00,320674.00,4617970.00,6175594.00,10429117.00,0.3391,267831.00,0.00,86515.00,,,131061.00,3959590.00,10493623.00,10880852.00
102020003,111.69,15276.50,25614.59,0.00,412492.00,-46411.00,1706187.00,2527662.00,0.3391,146613.00,0.00,0.00,,,34510.00,1008017.00,2860817.00,2974664.00
102023030,342.03,11566.83,18660.01,562856.00,346294.00,1721812.00,3956193.00,5696846.00,0.3391,359095.00,0.00,0.00,,,43031.00,1504119.00,6382263.00,6086171.00
102023080,325.68,10074.69,17155.33,32206.00,284287.00,1262166.00,3281154.00,5779042.00,0.3391,38720.00,342.00,171977.00,,,39313.00,2063141.00,5587198.00,6102984.00
102023217,161.9,8213.13,18090.91,0.00,110835.00,177371.00,1329714.00,2911753.00,0.3391,31842.00,0.00,0.00,,,0.00,1567381.00,2928937.00,3022588.00
102027451,26583.37,14723.23,24433.44,1498892.03,45172752.66,186981769.00,391392927.76,322380753.31,0.3391,5844867.06,1483924.14,55691394.19,14325.63,32545.70,278486002.63,195094925.61,649523006.65,647523432.74
102027560,66.73,12537.59,33732.80,120165.00,19330.00,217405.00,836571.00,1923932.00,0.3391,0.00,200000.00,145161.00,,,0.00,1148924.00,2250821.00,2143262.00
103020002,557.36,9357.26,18351.44,6091.00,361678.00,1123993.00,5215325.00,9314359.00,0.6056,49400.00,0.00,429200.00,,,126661.00,4528267.00,10228283.00,9802698.00
103020003,394.98,7969.55,13960.76,0.00,255513.00,597437.00,3147846.00,4890598.00,0.7725,28056.00,0.00,500121.00,,,98172.00,1838252.00,5514275.00,5244283.00
103020004,412.67,8467.30,16624.62,0.00,273562.00,466264.00,3494225.00,6022427.00,0.2124,44396.00,0.00,400869.00,,,36085.00,2921042.00,6860532.00,6332074.00
103020005,375.91,8742.39,14989.71,210.00,145665.00,500469.00,3286309.00,5203474.00,0.61,29462.00,0.00,163284.00,,,83700.00,2155442.00,5634707.00,5432839.00
103020368,137.25,8859.64,14259.80,0.00,382022.00,277530.00,1215995.00,1873634.00,0.7725,12451.00,0.00,32954.00,,,8291.00,695772.00,1957172.00,2263947.00
103020407,324.72,13310.41,26348.12,0.00,291578.00,1582571.00,4322169.61,7300334.00,0.3658,302770.43,7891.00,1423545.44,,,1113947.00,2507303.47,8555788.95,8713750.00
103020603,941.52,11968.92,22545.90,0.00,260062.00,9503484.00,11268933.68,16296576.07,0.3211,678391.82,49396.00,2029974.69,15193.52,29003.13,5930082.03,7250026.81,21227327.00,22536116.10
103020753,1719.34,9584.79,16751.30,0.00,181460.00,5642484.00,16479461.54,22405469.00,0.3126,965678.35,0.00,2906597.70,11325.06,25224.00,7035193.50,8449350.78,28801088.37,29622122.50
103021003,4631.11,9754.70,18898.45,947255.00,389492.00,20703455.00,45175094.00,63942333.00,0.3833,1836164.00,8036223.00,17495579.00,10988.22,22714.07,17207980.00,22066683.00,87520775.00,89576028.00
103021102,4368.95,8153.21,14730.89,1160768.25,860851.47,7772011.00,35620972.62,40465105.16,0.5518,1332971.22,304517.00,6579981.23,9855.16,18532.73,22624064.98,19663865.45,64358558.77,64254538.61
103021252,4318.38,11841.67,19330.82,32215.48,406439.90,20559023.00,51136823.52,61676909.05,0.4507,1495684.20,192915.71,9657191.94,13569.19,28166.35,22646853.55,21155920.73,83477835.87,84923118.21
103021453,1269.62,10307.67,17002.89,239981.42,309960.62,5494085.00,13086849.17,12470700.99,0.6698,740002.63,0.00,1784399.83,12182.68,26111.76,9379216.52,5736027.17,21587260.22,22159878.13
103021603,1460.04,11918.95,18334.13,168064.85,970119.65,2319812.00,17402130.20,17000064.06,0.4843,662904.75,0.00,12488.90,13623.81,27034.64,8586406.01,8522955.80,26768544.50,26556589.72
103021752,3360.98,11272.45,17957.21,0.00,746877.93,1856286.00,37886427.13,44625192.38,0.3153,1504275.68,4.85,4313486.48,12783.00,24214.77,15128840.64,16649567.02,60353756.31,60500915.80
103021903,937.25,11209.07,18985.87,1987854.00,989419.00,1047971.00,10505743.00,3436384.00,0.8192,446482.00,2030000.00,133645.00,12060.30,28768.80,10981603.00,4720860.00,17794584.00,17437406.00
103022103,646.5,12686.62,21886.54,0.00,626055.00,1711878.00,8201865.00,8711759.00,0.5201,448796.00,0.00,1299767.00,12674.31,29378.35,4065252.00,4199154.00,14149582.00,13403066.00
103022253,1942.78,9656.11,18258.95,0.00,414268.01,9338512.00,18759718.79,22132866.09,0.4972,750519.18,0.00,3930883.29,11129.95,22382.49,13298012.79,12032062.76,35473184.02,35845146.89
103022481,339.63,8664.03,18696.12,1147597.14,176221.00,1258670.00,2942582.60,5218579.00,0.6504,5470.08,0.00,369138.74,,,75984.00,1885010.96,6349799.52,5470784.00
103022503,842.53,14410.79,21445.26,3133.59,1587481.05,5672499.00,12141476.80,1903474.43,0.8616,17531.77,809128.00,1229273.97,13087.91,32019.05,14947393.15,4676796.72,18068212.85,19247476.63
103022803,1867.83,10600.89,17469.19,0.00,928242.47,-4256232.00,19800677.87,18709978.60,0.7043,439874.12,0.00,2944852.50,10687.76,25997.87,13600262.24,9444097.70,32629502.19,33238483.31
103023090,222.53,8537.40,18140.24,274693.00,135717.00,986453.00,1899786.00,3535963.00,0.3391,29005.00,0.00,84103.00,,,28322.00,1749070.00,4036657.00,3700002.00
103023153,2343.54,9927.42,16826.01,7948.15,395771.59,2584042.00,23265283.49,20809510.19,0.6237,1126315.25,1502637.00,2193261.80,11496.80,24008.35,18970877.32,12839571.83,39432380.52,41678796.10
103023410,32.55,16656.53,38039.47,0.00,333.00,219762.00,542220.00,1217237.00,0.4214,0.00,0.00,238782.00,,,443.00,457297.00,1238299.00,1218013.00
103023807,370.91,8999.11,16309.28,88065.95,477413.00,1147159.00,3337896.43,5080783.49,0.5733,9433.87,0.00,34000.00,,,1136248.79,2579943.65,6049339.90,6694445.28
103023912,4112.14,13826.94,22913.84,163330.89,1582797.07,25074374.00,56858318.43,73852584.00,0.2026,2572023.22,1009411.45,4674011.49,16362.83,31644.54,18541090.68,29957255.33,94224939.36,94985883.20
103024102,3531.63,12528.44,25056.71,0.00,1134941.87,13793475.00,44245785.82,51394777.70,0.4214,1136537.73,18849683.21,22282832.01,12877.04,30982.24,18871240.80,20825856.82,88491012.38,90250643.58
103024162,340.41,8927.43,16736.83,0.00,132554.00,583156.00,3038960.00,5182815.00,0.4214,45277.00,0.00,506322.00,,,32166.00,2106776.00,5697335.00,5347535.00
103024603,2919.47,9376.54,17035.83,0.00,243251.41,8383669.00,27374485.95,35349655.10,0.4189,1375052.64,27.92,6028822.10,12184.86,19013.43,13395095.35,14957182.54,49735543.23,48988029.78
103024753,2615.22,10285.36,16795.95,0.00,1184163.21,1635210.00,26898478.18,20131482.59,0.6775,736247.20,0.00,2894610.12,10650.68,27837.32,21046360.73,13395748.16,43925083.66,42362006.53
103024952,273.75,7342.29,16437.59,0.00,167443.00,244398.00,2009953.00,4645802.00,0.3391,17793.00,0.00,303000.00,,,21726.00,2169043.00,4499789.00,4834971.00
103025002,1927.42,11265.57,20906.48,0.00,634302.23,7713203.00,21713478.62,29960718.42,0.376,1083981.86,385000.00,5341170.25,14055.76,27729.70,11343657.47,12156907.44,40295538.17,42323678.12
103025206,294,11046.69,15928.34,0.00,193669.00,1030885.00,3247717.00,4670205.00,0.5518,65342.00,0.00,26406.00,,,38050.00,1343450.00,4682915.00,4901924.00
103026002,3935.83,9442.39,15192.83,0.00,4782569.00,6362210.00,37163609.00,16164166.00,0.7725,971463.00,23511.00,6264217.00,9015.42,20601.05,40731265.00,15397095.00,59796384.00,61701511.00
103026303,2936.49,11504.00,20996.55,19626.53,639495.55,7199216.00,33781394.89,51778612.07,0.2124,1371242.73,810022.36,8007289.79,14003.92,28334.05,13183383.57,18476632.84,61656186.78,66411513.55
103026343,3845.40,10763.07,19146.58,0.00,1385929.00,2616613.00,41388336.00,52145282.00,0.4232,1634870.35,8168501.00,10908517.00,12624.61,26091.86,18558490.00,19694541.00,73626264.35,80258202.00
103026402,5476.95,10033.52,17540.66,0.00,1005387.01,13031407.00,54953124.58,74421577.22,0.3715,2500046.55,0.00,14038743.50,12497.27,22160.67,23456169.35,24577437.65,96069352.28,98883133.58
103026852,8319.36,10324.76,18004.94,276992.58,1073621.03,21980932.00,85895425.14,119460307.90,0.3165,3751280.50,357201.84,16815757.27,12393.24,23935.79,33135264.20,43050225.30,149789680.79,154026394.97
103026873,1167.14,11407.34,19235.82,27458.00,1134805.00,10681107.00,13313953.00,13787026.00,0.5836,609097.00,511970.00,1297340.00,12006.39,24644.03,8474797.00,7203028.00,22450876.00,23908598.00
103026902,4428.98,10259.78,17270.00,9032.20,979826.00,13661906.00,45440376.98,56645575.00,0.3812,1418507.60,0.00,9416102.54,12140.98,23278.53,18900187.00,20204511.77,76488531.09,76525588.00
103027307,303.57,12282.06,21421.26,519425.00,326366.00,160118.00,3728502.00,5271600.00,0.3782,25391.00,81250.00,82448.00,,,971465.00,2147149.00,6502915.00,6650681.00
103027352,4371.30,11026.90,20208.30,0.00,4104218.39,-11676725.00,48201923.38,45950576.23,0.6504,1048438.70,0.00,12801891.63,12468.00,25229.20,34064705.74,26284348.57,88336602.28,84119500.36
103027503,3926.51,9848.96,17665.25,0.00,923898.83,1965842.00,38672055.53,33192707.99,0.6063,1289262.92,13191800.00,11866264.14,11166.18,20373.95,28877563.41,17535261.49,69362844.08,76185970.23
103027753,1901.69,12265.43,24210.37,0.00,750910.00,6627657.00,23325103.00,38061885.00,0.15,1639383.00,0.00,6652189.00,15982.16,30010.72,6986189.00,14424036.00,46040711.00,45798984.00
103028192,389.86,7952.03,18368.66,0.00,225060.00,791754.00,3100164.00,6679416.00,0.3391,33818.00,0.00,750000.00,,,49897.00,3277186.00,7161168.00,6954373.00
103028203,988.11,11829.52,22786.15,225897.49,329408.19,3953721.00,11688828.24,15427362.64,0.3828,701924.56,402.00,2187555.27,15887.32,28441.03,6679846.75,7710951.58,22515157.14,22437019.58
103028246,277.54,8335.12,16890.73,0.00,493325.00,1107987.00,2313327.92,4342396.00,0.3391,180.00,0.00,55930.00,,,44597.00,2318414.55,4687852.47,4880318.00
103028302,4507.71,10277.95,16472.88,16128.00,812912.76,9333794.00,46330002.83,52084650.81,0.5434,1886110.11,0.00,1933563.64,11350.11,26726.52,27303487.00,24089156.74,74254961.32,80201050.57
103028653,1570.59,9390.05,15226.67,58411.33,609409.89,7415705.00,14747894.01,7165960.37,0.7655,665107.78,590000.00,1423097.08,10066.93,23917.78,15595856.71,7020296.37,23914806.57,23961226.97
103028703,3091.04,7777.97,16175.98,0.00,1518597.75,23472618.00,24042051.59,39117718.41,0.5358,1587792.50,410670.00,8238207.40,10527.66,19212.78,11167924.71,16132602.28,50000653.77,52214910.87
103028753,1918.78,8521.59,17455.78,0.00,364240.04,2152441.00,16351077.41,19518204.38,0.5821,977669.83,0.00,6459998.72,10454.39,20303.51,12279569.24,9705104.22,33493850.18,32162013.66
103028807,329.58,11784.03,19049.14,0.00,317016.80,655.00,3883757.97,4736954.62,0.5902,0.00,0.00,6000.00,,,1245652.10,2388419.53,6278177.50,6299623.52
103028833,1797.34,12811.26,18916.28,0.00,1452863.88,4757563.00,23026198.57,16302212.32,0.6056,710291.55,0.00,1452800.17,13879.38,29441.20,14856040.01,8809692.82,33998983.11,32611116.21
103028853,1753.59,9751.91,15864.46,0.00,1370428.06,-3958905.00,17100831.69,8266884.65,0.7988,282174.23,1500000.00,3099069.97,8444.06,24384.93,15886257.89,7337652.52,27819728.41,27023570.60
103029203,4164.80,9896.74,20890.56,0.00,878342.69,3326884.00,41217933.00,59499123.92,0.3933,1552223.90,11482154.00,19752733.95,12258.83,23957.64,16423912.64,24482047.19,87004938.04,88283533.25
103029403,3393.21,8729.79,17696.10,128457.87,349598.30,15417687.00,29622014.43,45292409.07,0.4314,1810273.34,0.00,8642126.98,11493.47,20299.92,16040992.50,19843699.92,60046572.54,61682999.87
103029553,2935.83,8747.06,15706.59,116694.70,292459.69,32740099.00,25679874.00,33319606.07,0.4928,1379932.05,0.00,4631722.77,10898.15,19355.44,14003271.20,14303667.28,46111890.80,47615336.96
103029603,2616.23,11028.79,36445.92,23332.73,1473696.07,1753208.00,28853838.64,33381698.96,0.6442,1324067.52,43817299.00,49271286.57,11421.65,25888.49,18576885.51,15878302.60,95350828.06,97249579.54
103029803,1137.01,18576.66,27172.10,0.00,1869869.18,-2803730.00,21121866.44,14120643.93,0.5682,103801.06,0.00,2452014.00,14946.15,42911.11,14933854.07,7217295.06,30894976.56,30924367.18
103029902,4799.88,12246.45,18870.13,0.00,3858307.92,11896669.00,58781438.81,55881698.95,0.5716,1390969.76,6212461.87,5731604.05,9976.91,32044.44,31470207.36,24670273.93,90574286.55,97422676.10
103519376,680.01,9234.89,14396.73,0.00,1383520.00,-8441.00,6279791.00,7188099.00,0.745,366677.00,0.00,0.00,,,114680.00,3143408.00,9789876.00,8686299.00
104101252,6886.31,9058.37,14982.84,0.00,2156165.44,6602069.00,62378762.49,49831846.92,0.5731,1653912.39,232650.00,8639047.43,9043.23,20527.03,47536317.79,30504793.76,103176516.07,99756980.15
104101307,439.49,6350.62,11046.87,29979.00,246829.00,0.00,2791017.00,3497554.00,0.4774,27325.00,0.00,0.00,,,1110571.00,2006633.00,4854954.00,4854954.00
104103603,1505.09,8992.20,16618.51,191892.49,3790.05,4771711.00,13534028.29,7679892.87,0.6972,505400.25,3051.00,3019099.30,11299.22,14889.57,15913167.00,7761861.36,25012281.69,23599900.92
