,school number,total enrollment,low income enrollment,percent of enrollment from low income families
2799,5195,406,8,2.0%
2800,5196,663,56,8.4%
2801,0490,492,42,8.5%
2802,0491,677,58,8.6%
2803,4859,491,35,7.1%
2804,0492,"1,360",131,9.6%
2805,7563,221,179,81.0%
2806,7562,342,287,83.9%
2807,8194,259,242,93.4%
2808,4126,432,235,54.4%
2809,7920,499,331,66.3%
2810,6776,559,204,36.5%
2811,6775,783,269,34.4%
2812,7487,576,202,35.1%
2813,7283,582,191,32.8%
2814,5162,555,336,60.5%
2815,8128,237,146,61.6%
2816,7581,256,221,86.3%
2817,4310,"1,178",648,55.0%
2818,6956,753,418,55.5%
2819,7169,520,296,56.9%
2820,7417,437,240,54.9%
2821,4305,265,139,52.5%
2822,1905,490,89,18.2%
2823,5287,"1,175",141,12.0%
2824,1908,818,91,11.1%
2825,1952,608,48,7.9%
2826,1906,438,40,9.1%
2827,7674,"1,144","1,144",100.0%
2828,5356,341,157,46.0%
2829,4148,527,225,42.7%
2830,8335,387,173,44.7%
2831,4143,542,176,32.5%
2832,8290,230,144,62.6%
2833,4146,302,174,57.6%
2834,7843,893,471,52.7%
2835,4149,764,294,38.5%
2836,4133,562,332,59.1%
2837,4135,292,147,50.3%
2838,3572,282,100,35.5%
2839,5103,476,142,29.8%
2840,3575,497,174,35.0%
2841,3574,291,108,37.1%
2842,2661,487,78,16.0%
2843,7420,535,167,31.2%
2844,4823,581,140,24.1%
2845,2660,514,156,30.4%
2846,5336,667,153,22.9%
2847,2663,"1,369",284,20.7%
2848,4286,417,263,63.1%
2849,6912,231,170,73.6%
2850,7456,841,488,58.0%
2851,6148,497,148,29.8%
2852,7475,508,174,34.3%
2853,6654,402,135,33.6%
2854,6424,297,111,37.4%
2855,4295,868,350,40.3%
2856,7446,422,212,50.2%
2857,6425,182,87,47.8%
2858,4291,397,202,50.9%
2859,6865,477,208,43.6%
2860,2233,861,546,63.4%
2861,2234,362,145,40.1%
2862,2238,636,324,50.9%
2863,5330,627,247,39.4%
2864,5331,708,300,42.4%
2865,2243,"1,243",488,39.3%
2866,6446,265,130,49.1%
2867,6838,161,81,50.3%
2868,1327,224,117,52.2%
2869,4075,218,109,50.0%
2870,5095,320,144,45.0%
2871,4079,489,186,38.0%
2872,4080,469,165,35.2%
2873,7760,486,50,10.3%
2874,5366,466,108,23.2%
2875,6895,745,159,21.3%
2876,0509,"1,041",188,18.1%
2877,5367,492,151,30.7%
2878,6599,553,288,52.1%
2879,1566,519,214,41.2%
2880,1452,857,104,12.1%
2881,1392,345,70,20.3%
2882,1395,391,67,17.1%
2883,1456,501,72,14.4%
2884,1454,484,92,19.0%
2885,4812,552,153,27.7%
2886,6910,568,79,13.9%
2887,5137,938,136,14.5%
2888,1457,535,54,10.1%
2889,4813,557,66,11.8%
2890,7324,643,62,9.6%
2891,1451,992,108,10.9%
2892,7894,"1,266",136,10.7%
2893,6734,"1,320",197,14.9%
2894,1453,"1,218",138,11.3%
2895,1458,451,42,9.3%
2896,5332,241,100,41.5%
2897,2287,69,45,65.2%
2898,7136,211,81,38.4%
2899,7496,174,88,50.6%
2900,0516,278,33,11.9%
2901,7382,537,103,19.2%
2902,0519,417,61,14.6%
2903,4867,684,155,22.7%
2904,0523,886,170,19.2%
2905,6803,265,106,40.0%
2906,7307,237,95,40.1%
2907,6129,351,121,34.5%
2908,8164,154,57,37.0%
2909,0528,250,136,54.4%
2910,0532,388,190,49.0%
2911,0526,216,127,58.8%
2912,0536,"1,008",453,44.9%
2913,0535,"1,025",562,54.8%
2914,7548,"1,012",854,84.4%
2915,6344,320,152,47.5%
2916,3594,402,173,43.0%
2917,4920,404,149,36.9%
2918,3597,566,215,38.0%
2919,3596,800,255,31.9%
2920,7722,693,693,100.0%
2921,1741,534,127,23.8%
2922,1732,"1,286",343,26.7%
2923,7395,698,195,27.9%
2924,4588,229,42,18.3%
2925,4583,480,116,24.2%
2926,1736,493,148,30.0%
2927,1716,595,251,42.2%
2928,1735,184,52,28.3%
2929,8276,604,220,36.4%
2930,4585,361,148,41.0%
2931,4704,"1,159",224,19.3%
2932,7332,582,173,29.7%
2933,1738,184,50,27.2%
2934,1734,432,193,44.7%
2935,5059,489,288,58.9%
2936,4625,430,194,45.1%
2937,4627,257,123,47.9%
2938,4629,486,197,40.5%
2939,4626,187,55,29.4%
2940,6705,902,277,30.7%
2941,7286,692,312,45.1%
2942,6609,492,238,48.4%
2943,0715,331,152,45.9%
2944,0719,384,153,39.8%
2945,4959,504,206,40.9%
2946,8173,569,302,53.1%
2947,6704,653,292,44.7%
2948,7341,473,235,49.7%
2949,4311,336,178,53.0%
2950,1290,538,173,32.2%
2951,1293,486,128,26.3%
2952,1292,498,161,32.3%
2953,0000,464,236,50.9%
2954,6983,545,196,36.0%
2955,6841,616,333,54.1%
2956,2848,"1,408",653,46.4%
2957,5241,"1,010",500,49.5%
2958,8048,660,344,52.1%
2959,7907,432,272,63.0%
2960,6632,845,434,51.4%
2961,5152,611,499,81.7%
2962,2995,538,431,80.1%
2963,6924,915,681,74.4%
2964,3009,895,630,70.4%
2965,3008,850,675,79.4%
2966,6923,771,617,80.0%
2967,3007,955,463,48.5%
2968,7492,880,405,46.0%
2969,7497,473,267,56.4%
2970,5106,361,268,74.2%
2971,0553,255,193,75.7%
2972,0554,111,93,83.8%
2973,0555,169,116,68.6%
2974,6509,224,150,67.0%
2975,1887,457,321,70.2%
2976,7385,345,282,81.7%
2977,1856,180,161,89.4%
2978,1890,359,285,79.4%
2979,7020,437,387,88.6%
2980,8231,"1,448","1,043",72.0%
2981,7918,762,574,75.3%
2982,1974,380,257,67.6%
2983,8018,509,457,89.8%
2984,7357,616,330,53.6%
2985,3914,385,183,47.5%
2986,0950,270,147,54.4%
2987,0951,213,121,56.8%
2988,3057,478,323,67.6%
2989,3073,583,420,72.0%
2990,6367,338,129,38.2%
2991,3058,484,358,74.0%
2992,6861,584,323,55.3%
2993,7061,291,258,88.7%
2994,8273,755,450,59.6%
2995,6368,"1,475",754,51.1%
2996,6963,327,88,26.9%
2997,4865,72,29,40.3%
2998,2721,410,78,19.0%
2999,7352,381,98,25.7%
3000,6773,523,162,31.0%
3001,8234,541,110,20.3%
3002,8233,577,171,29.6%
3003,7436,506,166,32.8%
3004,0883,463,130,28.1%
3005,6980,"1,928",484,25.1%
3006,6982,654,214,32.7%
3007,6981,778,196,25.2%
3008,3516,209,115,55.0%
3009,3520,237,38,16.0%
3010,3522,666,284,42.6%
3011,6785,688,340,49.4%
3012,7053,382,239,62.6%
3013,4026,325,128,39.4%
3014,7145,265,120,45.3%
3015,7500,569,281,49.4%
3016,7724,792,626,79.0%
3017,6470,407,62,15.2%
3018,7491,591,100,16.9%
3019,6835,601,219,36.4%
3020,3414,442,39,8.8%
3021,3245,"1,025",190,18.5%
3022,3247,"1,386",242,17.5%
3023,7626,89,26,29.2%
3024,6969,301,243,80.7%
3025,8088,419,308,73.5%
3026,0274,299,262,87.6%
3027,8089,311,235,75.6%
3028,8090,390,314,80.5%
3029,8091,432,269,62.3%
3030,8038,451,355,78.7%
3031,0107,"1,218",836,68.6%
3032,7512,535,242,45.2%
3033,8175,721,316,43.8%
3034,1005,606,218,36.0%
3035,2875,164,67,40.9%
3036,7273,413,181,43.8%
3037,6388,128,53,41.4%
3038,2874,521,243,46.6%
3039,6390,"1,120",362,32.3%
3040,6392,200,79,39.5%
3041,2878,560,269,48.0%
3042,2917,220,153,69.5%
3043,8243,"1,170",956,81.7%
3044,2918,152,98,64.5%
3045,6986,"1,133",715,63.1%
3046,6391,"1,284",646,50.3%
3047,0885,302,90,29.8%
3048,0887,947,284,30.0%
3049,0886,656,184,28.0%
3050,8131,450,282,62.7%
3051,8237,575,411,71.5%
3052,8238,683,488,71.4%
3053,8239,757,575,76.0%
3054,8240,607,443,73.0%
3055,8291,669,524,78.3%
3056,8241,499,350,70.1%
3057,8242,576,391,67.9%
3058,4647,"1,067",865,81.1%
3059,5168,"1,693",946,55.9%
3060,4648,361,122,33.8%
3061,6688,328,82,25.0%
3062,4653,275,67,24.4%
3063,4657,743,208,28.0%
3064,4658,857,197,23.0%
3065,8179,277,98,35.4%
3066,4512,299,150,50.2%
3067,4507,238,115,48.3%
3068,8003,223,126,56.5%
3069,4508,664,310,46.7%
3070,4735,727,257,35.4%
3071,7584,256,256,100.0%
3072,8289,519,519,100.0%
3073,7841,309,93,30.1%
3074,8156,266,174,65.4%
3075,7513,233,229,98.3%
3076,7148,27,27,100.0%
3077,7154,23,23,100.0%
3078,- 1 -,,www.pimsreports.state.pa.us,
