,school number,total enrollment,low income enrollment,percent of enrollment from low income families
268,4691,770,371,48.2%
269,3092,560,312,55.7%
270,7037,647,406,62.8%
271,7281,576,368,63.9%
272,768,393,137,34.9%
273,6308,456,144,31.6%
274,8383,544,183,33.6%
275,7342,293,169,57.7%
276,70,370,170,45.9%
277,69,308,179,58.1%
278,68,230,102,44.3%
279,1014,277,200,72.2%
280,7743,224,154,68.8%
281,1013,759,551,72.6%
282,8368,"1,038",578,55.7%
283,8369,"1,055",664,62.9%
284,8367,"1,157",660,57.0%
285,8407,819,427,52.1%
286,1027,756,484,64.0%
287,1029,"1,595",839,52.6%
288,5148,537,252,46.9%
289,2362,432,191,44.2%
290,6162,683,304,44.5%
291,5231,452,233,51.5%
292,6163,121,56,46.3%
293,2368,229,123,53.7%
294,8384,725,325,44.8%
295,4818,471,275,58.4%
296,2154,382,256,67.0%
297,0,731,102,14.0%
298,7670,195,0,0.0%
299,1030,"1,396",585,41.9%
300,7477,494,211,42.7%
301,4195,619,260,42.0%
302,4333,520,195,37.5%
303,4340,572,179,31.3%
304,4339,443,168,37.9%
305,4336,271,112,41.3%
306,6690,"1,511",556,36.8%
307,8344,"1,588",509,32.1%
308,8343,997,437,43.8%
309,1148,683,250,36.6%
310,1150,251,47,18.7%
311,1134,279,179,64.2%
312,1138,439,249,56.7%
313,1142,335,121,36.1%
314,1184,255,99,38.8%
315,6999,918,424,46.2%
316,7221,339,148,43.7%
317,8051,119,59,49.6%
318,6939,143,68,47.6%
319,4203,285,119,41.8%
320,7347,582,280,48.1%
321,1199,298,126,42.3%
322,5212,459,156,34.0%
323,1299,257,140,54.5%
324,1298,294,164,55.8%
325,7509,326,50,15.3%
326,1682,400,49,12.3%
327,1678,315,48,15.2%
328,1680,254,30,11.8%
329,4211,322,42,13.0%
330,4217,"1,635",360,22.0%
331,7217,842,211,25.1%
332,7216,425,118,27.8%
333,4938,250,40,16.0%
334,8397,735,169,23.0%
335,7764,400,99,24.8%
336,4937,450,164,36.4%
337,4214,238,34,14.3%
338,5303,473,184,38.9%
339,988,437,142,32.5%
340,0,233,111,47.6%
341,8278,199,30,15.1%
342,4870,406,166,40.9%
343,2420,682,380,55.7%
344,7457,887,586,66.1%
345,0,550,311,56.5%
346,5109,666,385,57.8%
347,1692,397,170,42.8%
348,1694,"1,540",429,27.9%
349,1689,504,177,35.1%
350,1691,414,266,64.3%
351,7011,579,167,28.8%
352,1683,249,130,52.2%
353,1690,321,112,34.9%
354,1686,216,126,58.3%
355,1687,181,48,26.5%
356,7010,606,239,39.4%
357,79,586,260,44.4%
358,77,413,164,39.7%
359,78,342,131,38.3%
360,7315,527,296,56.2%
361,7112,337,162,48.1%
362,8345,230,110,47.8%
363,2797,489,269,55.0%
364,2798,473,211,44.6%
365,6593,543,316,58.2%
366,8222,764,196,25.7%
367,7271,670,249,37.2%
368,7274,696,277,39.8%
369,5007,806,436,54.1%
370,1040,"1,736",609,35.1%
371,8200,803,362,45.1%
372,7726,143,97,67.8%
373,4683,560,185,33.0%
374,7796,710,44,6.2%
375,1044,459,34,7.4%
376,1081,824,85,10.3%
377,5133,"1,533",118,7.7%
378,7790,"1,737",193,11.1%
379,1043,"1,482",210,14.2%
380,7435,519,31,6.0%
381,4852,491,71,14.5%
382,1048,412,20,4.9%
383,7653,874,160,18.3%
384,5307,"1,059",69,6.5%
385,7520,537,25,4.7%
386,1047,566,28,4.9%
387,1041,876,100,11.4%
388,1057,425,54,12.7%
389,7654,781,69,8.8%
390,5306,451,40,8.9%
391,1042,848,132,15.6%
392,1131,651,95,14.6%
393,7715,970,112,11.5%
394,4678,869,71,8.2%
395,1132,552,76,13.8%
396,6646,480,194,40.4%
397,1208,534,173,32.4%
398,1202,414,152,36.7%
399,1205,219,81,37.0%
400,7201,677,237,35.0%
401,5390,601,180,30.0%
402,1619,549,137,25.0%
403,1744,776,531,68.4%
404,1746,"1,472",956,64.9%
405,7820,728,173,23.8%
406,1745,"1,707",405,23.7%
407,1812,220,108,49.1%
408,7306,262,181,69.1%
409,1777,408,125,30.6%
410,6783,702,209,29.8%
411,1791,311,91,29.3%
412,1782,399,119,29.8%
413,1781,654,273,41.7%
414,1795,293,188,64.2%
415,1778,679,189,27.8%
416,1779,379,237,62.5%
417,1811,403,248,61.5%
418,1780,706,476,67.4%
419,1742,543,379,69.8%
420,5320,426,323,75.8%
421,1817,481,100,20.8%
422,2248,534,308,57.7%
423,6252,282,127,45.0%
424,7734,217,112,51.6%
425,6010,423,187,44.2%
426,7476,758,395,52.1%
427,5118,549,223,40.6%
428,0,45,22,48.9%
429,4967,592,255,43.1%
430,7720,170,114,67.1%
431,5094,469,224,47.8%
432,0,360,20,5.6%
433,8045,535,161,30.1%
434,8044,671,187,27.9%
435,8043,595,172,28.9%
436,8046,556,164,29.5%
437,6172,"1,008",296,29.4%
438,4545,"1,865",595,31.9%
439,4544,916,313,34.2%
440,4537,495,250,50.5%
441,4540,662,286,43.2%
442,4539,464,103,22.2%
443,7696,704,204,29.0%
444,5088,633,265,41.9%
445,7552,92,22,23.9%
446,8047,630,626,99.4%
447,2192,281,281,100.0%
448,8244,650,208,32.0%
449,2190,"1,082",513,47.4%
450,6615,"1,061",538,50.7%
451,2191,"2,112",831,39.3%
452,4825,270,107,39.6%
453,6273,500,246,49.2%
454,2208,273,134,49.1%
455,2215,271,101,37.3%
456,6274,609,609,100.0%
457,2225,147,69,46.9%
458,8375,162,88,54.3%
459,8324,181,104,57.5%
460,2209,461,160,34.7%
461,2216,301,125,41.5%
462,2196,291,291,100.0%
463,7258,697,431,61.8%
464,4715,450,240,53.3%
465,7157,361,195,54.0%
466,7578,619,619,100.0%
467,6706,"1,020",313,30.7%
468,7415,698,225,32.2%
469,94,732,246,33.6%
470,7445,842,247,29.3%
471,4234,625,273,43.7%
472,4235,535,169,31.6%
473,5250,698,175,25.1%
474,3250,486,119,24.5%
475,3260,"1,365",369,27.0%
476,3257,734,221,30.1%
477,3256,478,91,19.0%
478,3252,357,93,26.1%
479,3255,406,72,17.7%
480,7514,108,89,82.4%
481,7539,"4,134","4,134",100.0%
482,0,906,496,54.7%
483,7860,867,410,47.3%
484,7292,957,395,41.3%
485,7293,400,144,36.0%
486,8258,597,380,63.7%
487,6492,"1,027",961,93.6%
488,8020,413,386,93.5%
489,1958,408,391,95.8%
490,8303,466,452,97.0%
491,1829,277,269,97.1%
492,8302,456,434,95.2%
493,730,317,153,48.3%
494,729,538,275,51.1%
495,732,582,241,41.4%
496,1843,331,179,54.1%
497,7276,993,638,64.2%
498,1849,929,587,63.2%
499,5322,316,115,36.4%
500,1847,313,244,78.0%
501,1893,315,250,79.4%
502,7575,859,490,57.0%
503,8262,330,167,50.6%
504,7727,573,379,66.1%
505,7371,419,373,89.0%
506,8094,356,298,83.7%
507,5217,409,200,48.9%
508,1475,364,146,40.1%
509,6909,323,198,61.3%
510,1480,398,147,36.9%
511,1479,476,201,42.2%
512,7374,405,246,60.7%
513,921,398,215,54.0%
514,8315,"1,169",695,59.5%
515,6236,"1,050",484,46.1%
516,5276,386,245,63.5%
517,1376,467,311,66.6%
518,8415,149,101,67.8%
519,5012,903,455,50.4%
520,8416,946,546,57.7%
521,1374,307,158,51.5%
522,1377,327,207,63.3%
523,1375,437,229,52.4%
524,6473,396,235,59.3%
525,1370,735,521,70.9%
526,7334,390,296,75.9%
527,7767,388,285,73.5%
528,6474,579,345,59.6%
529,2510,411,141,34.3%
530,6289,730,265,36.3%
531,6290,998,327,32.8%
532,2506,514,207,40.3%
533,5053,394,136,34.5%
534,7628,"2,887",959,33.2%
535,0,"1,694",933,55.1%
536,7143,822,208,25.3%
537,5077,"1,051",245,23.3%
538,3261,182,84,46.2%
539,4711,563,139,24.7%
540,3333,"1,508",317,21.0%
541,3332,438,65,14.8%
542,3411,402,32,8.0%
543,2515,367,222,60.5%
544,8326,391,267,68.3%
545,7056,527,327,62.0%
546,5178,645,339,52.6%
547,6122,215,96,44.7%
548,7450,234,141,60.3%
549,7774,"8,592","4,640",54.0%
550,7510,"1,220","1,103",90.4%
551,3977,422,217,51.4%
552,3978,526,257,48.9%
553,5213,379,193,50.9%
554,5136,365,187,51.2%
555,2517,506,132,26.1%
556,2532,"1,332",446,33.5%
557,5113,694,269,38.8%
558,2531,656,238,36.3%
559,2522,438,212,48.4%
560,2521,637,263,41.3%
561,6268,534,254,47.6%
562,7822,915,423,46.2%
563,6267,588,299,50.9%
564,6898,611,255,41.7%
565,17,"1,202",471,39.2%
566,8224,684,334,48.8%
567,8225,359,193,53.8%
568,6132,341,205,60.1%
569,6133,331,214,64.7%
570,8226,274,174,63.5%
571,6643,562,434,77.2%
572,2097,401,171,42.6%
573,2105,"1,019",618,60.6%
574,5228,"1,251",695,55.6%
575,5048,580,253,43.6%
576,2172,374,205,54.8%
577,4939,529,320,60.5%
578,7284,455,132,29.0%
579,777,940,348,37.0%
580,7651,780,275,35.3%
581,5203,432,210,48.6%
582,6944,328,328,100.0%
583,8087,270,270,100.0%
584,4800,"1,470",493,33.5%
585,6301,"1,133",435,38.4%
586,6302,578,161,27.9%
587,2728,626,248,39.6%
588,2729,583,203,34.8%
589,7300,426,217,50.9%
590,1998,638,383,60.0%
591,1997,460,316,68.7%
592,7793,451,285,63.2%
593,8311,498,331,66.5%
594,3868,410,201,49.0%
595,3869,370,188,50.8%
596,1088,624,69,11.1%
597,5096,"1,679",152,9.1%
598,7749,"2,045",262,12.8%
599,1086,793,67,8.4%
600,7208,534,49,9.2%
601,4680,333,39,11.7%
602,6833,485,57,11.8%
603,7657,649,53,8.2%
604,7432,782,75,9.6%
605,6453,809,59,7.3%
606,1087,411,51,12.4%
607,6454,503,65,12.9%
608,5308,440,84,19.1%
609,1130,683,21,3.1%
610,1133,207,13,6.3%
611,4098,524,258,49.2%
612,6595,637,346,54.3%
613,5037,403,172,42.7%
614,1632,432,168,38.9%
615,1651,407,268,65.8%
616,1654,914,429,46.9%
617,1653,409,228,55.7%
618,1650,340,201,59.1%
619,1645,365,282,77.3%
620,7194,368,166,45.1%
621,5179,569,264,46.4%
622,2860,889,54,6.1%
623,7655,498,53,10.6%
624,2858,633,53,8.4%
625,5341,789,39,4.9%
626,7624,94,94,100.0%
627,7290,643,348,54.1%
628,5277,981,0,0.0%
629,1701,"2,629",503,19.1%
630,6714,"1,028",232,22.6%
631,4849,"1,158",191,16.5%
632,1700,575,98,17.0%
633,5020,745,116,15.6%
634,1697,394,170,43.1%
635,1698,478,109,22.8%
636,1696,657,78,11.9%
637,1699,545,86,15.8%
638,1695,728,213,29.3%
639,6238,528,250,47.3%
640,1529,492,258,52.4%
641,2868,557,129,23.2%
642,5150,612,151,24.7%
643,2869,868,178,20.5%
644,7596,538,90,16.7%
645,8132,"1,512",523,34.6%
646,6598,"1,036",332,32.0%
647,4553,"1,938",520,26.8%
648,4546,175,92,52.6%
649,4701,160,37,23.1%
650,4547,461,102,22.1%
651,4551,529,176,33.3%
652,4549,459,154,33.6%
653,8285,723,183,25.3%
654,7272,122,49,40.2%
655,4810,"1,143",265,23.2%
656,7544,832,203,24.4%
657,8007,537,94,17.5%
658,3424,567,167,29.5%
659,3425,667,140,21.0%
660,8201,553,180,32.5%
661,4833,507,169,33.3%
662,5278,"1,068",620,58.1%
663,511,428,139,32.5%
664,513,570,162,28.4%
665,7595,456,135,29.6%
666,6695,449,157,35.0%
667,0,377,234,62.1%
668,7058,590,23,3.9%
669,7057,497,38,7.6%
670,6504,26,3,11.5%
671,7162,506,202,39.9%
672,5261,"1,570",467,29.7%
673,3865,497,163,32.8%
674,3864,513,186,36.3%
675,7408,571,203,35.6%
676,7625,492,212,43.1%
677,3866,430,135,31.4%
678,4351,439,197,44.9%
679,4352,604,249,41.2%
680,6927,904,466,51.5%
681,7731,419,84,20.0%
682,4801,"1,174",212,18.1%
683,7186,492,107,21.7%
684,6678,843,185,21.9%
685,1749,465,111,23.9%
686,7775,734,414,56.4%
687,2539,920,345,37.5%
688,8228,928,405,43.6%
689,7165,494,196,39.7%
690,7786,693,291,42.0%
691,8229,474,203,42.8%
692,4558,999,404,40.4%
693,6283,583,264,45.3%
694,4557,517,282,54.5%
695,7555,460,202,43.9%
696,4556,475,229,48.2%
697,1391,471,85,18.0%
698,7266,540,93,17.2%
699,1431,540,34,6.3%
700,7759,"1,789",212,11.9%
701,1387,"1,563",207,13.2%
702,7517,"1,099",124,11.3%
703,8174,815,25,3.1%
704,5011,539,114,21.2%
705,6476,673,81,12.0%
706,7516,994,97,9.8%
707,8309,"1,095",112,10.2%
708,1432,483,24,5.0%
709,7265,624,18,2.9%
710,7990,499,31,6.2%
711,6621,482,31,6.4%
712,6477,588,42,7.1%
713,7550,168,153,91.1%
714,2385,371,243,65.5%
715,1541,829,474,57.2%
716,6156,"1,010",500,49.5%
717,6157,453,247,54.5%
718,1532,362,176,48.6%
719,6918,460,320,69.6%
720,6591,787,369,46.9%
721,8312,728,279,38.3%
722,7908,328,242,73.8%
723,8340,715,398,55.7%
724,8339,842,498,59.1%
725,3021,250,118,47.2%
726,3018,163,66,40.5%
727,6364,730,250,34.2%
728,3019,519,224,43.2%
729,2799,340,114,33.5%
730,2809,"2,754",725,26.3%
731,7560,864,161,18.6%
732,2808,280,103,36.8%
733,2802,389,157,40.4%
734,7559,"1,141",392,34.4%
735,2804,523,153,29.3%
736,5239,677,142,21.0%
737,4827,508,139,27.4%
738,8133,689,140,20.3%
739,5220,801,291,36.3%
740,1707,808,238,29.5%
741,1705,552,195,35.3%
742,4850,479,175,36.5%
743,7536,392,198,50.5%
744,8016,657,320,48.7%
745,7641,"1,002",526,52.5%
746,6935,"1,329",602,45.3%
747,3204,435,253,58.2%
748,7366,907,445,49.1%
749,7642,680,390,57.4%
750,3201,512,291,56.8%
751,7411,512,220,43.0%
752,3202,324,129,39.8%
753,4822,481,132,27.4%
754,2552,576,307,53.3%
755,2500,462,223,48.3%
756,7209,472,232,49.2%
757,2554,"1,044",465,44.5%
758,4707,586,303,51.7%
759,6612,592,218,36.8%
760,2740,709,227,32.0%
761,8137,571,210,36.8%
762,6611,306,110,35.9%
763,2735,247,70,28.3%
764,8127,313,295,94.2%
765,6174,516,255,49.4%
766,4559,406,193,47.5%
767,4564,707,270,38.2%
768,7439,618,283,45.8%
769,6285,400,166,41.5%
770,4563,384,168,43.8%
771,4915,529,379,71.6%
772,3482,"2,732","1,313",48.1%
773,8351,"2,093","1,093",52.2%
774,3477,419,130,31.0%
775,3478,369,213,57.7%
776,3473,598,260,43.5%
777,5350,631,555,88.0%
778,8058,683,167,24.5%
779,5064,529,190,35.9%
780,8391,336,186,55.4%
781,136,312,61,19.6%
782,4804,540,207,38.3%
783,144,720,257,35.7%
784,8115,180,71,39.4%
785,142,197,79,40.1%
786,139,345,160,46.4%
787,8190,947,323,34.1%
788,2561,448,177,39.5%
789,6862,620,183,29.5%
790,2562,"1,226",338,27.6%
791,2558,188,62,33.0%
792,2559,399,91,22.8%
793,6417,635,349,55.0%
794,6418,541,270,49.9%
795,8166,261,130,49.8%
796,2675,745,313,42.0%
797,8167,394,219,55.6%
798,8165,263,134,51.0%
799,8028,635,165,26.0%
800,2564,296,138,46.6%
801,2568,465,159,34.2%
802,6712,"1,322",583,44.1%
803,6293,"1,249",539,43.2%
804,2563,367,211,57.5%
805,2570,448,219,48.9%
806,2003,492,440,89.4%
807,8419,706,620,87.8%
808,2004,495,445,89.9%
809,8417,"2,402","1,819",75.7%
810,2001,632,408,64.6%
811,2009,704,560,79.5%
812,2011,457,349,76.4%
813,2021,598,381,63.7%
814,2013,396,281,71.0%
815,2016,537,444,82.7%
816,7515,853,285,33.4%
817,2018,469,348,74.2%
818,7035,702,639,91.0%
819,8420,774,532,68.7%
820,2025,682,491,72.0%
821,5045,757,411,54.3%
822,8163,421,421,100.0%
823,7665,"1,558","1,498",96.1%
824,8216,226,226,100.0%
825,7564,501,282,56.3%
826,735,85,48,56.5%
827,7006,464,273,58.8%
828,7897,414,237,57.2%
829,7898,284,175,61.6%
830,7866,98,0,0.0%
831,8325,"1,183",753,63.7%
832,787,633,181,28.6%
833,788,"1,327",363,27.4%
834,6731,375,153,40.8%
835,786,458,154,33.6%
836,783,546,121,22.2%
837,7755,578,179,31.0%
838,6270,329,73,22.2%
839,6269,355,79,22.3%
840,7322,304,76,25.0%
841,7466,613,143,23.3%
842,6737,517,103,19.9%
843,2032,559,115,20.6%
844,6826,210,111,52.9%
845,7508,108,49,45.4%
846,2201,154,67,43.5%
847,7119,389,389,100.0%
848,5248,317,317,100.0%
849,4842,637,433,68.0%
850,7746,155,106,68.4%
851,1225,306,204,66.7%
852,1223,382,263,68.8%
853,7744,"1,807","1,208",66.9%
854,791,207,76,36.7%
855,6311,820,269,32.8%
856,5023,827,248,30.0%
857,860,136,43,31.6%
858,8057,482,162,33.6%
859,7857,505,320,63.4%
860,5016,711,389,54.7%
861,6840,208,70,33.7%
862,2246,160,61,38.1%
863,6160,68,50,73.5%
864,6159,87,46,52.9%
865,6701,164,91,55.5%
866,6161,113,49,43.4%
867,6420,438,259,59.1%
868,6419,351,175,49.9%
869,6899,"1,022",483,47.3%
870,8382,829,353,42.6%
871,7187,534,189,35.4%
872,4242,499,199,39.9%
873,5328,512,233,45.5%
874,2037,690,311,45.1%
875,5226,128,56,43.8%
876,2036,436,128,29.4%
877,2035,389,170,43.7%
878,147,890,177,19.9%
879,149,358,23,6.4%
880,156,"1,347",267,19.8%
881,6780,369,69,18.7%
882,153,364,159,43.7%
883,461,670,101,15.1%
884,4667,466,361,77.5%
885,4106,874,456,52.2%
886,4101,354,176,49.7%
887,6166,241,137,56.8%
888,5119,488,167,34.2%
889,7602,834,117,14.0%
890,4360,"1,175",188,16.0%
891,7163,589,114,19.4%
892,4354,240,36,15.0%
893,4357,597,52,8.7%
894,8123,936,520,55.6%
895,7666,"1,162",761,65.5%
896,6686,518,251,48.5%
897,2126,367,173,47.1%
898,7176,249,116,46.6%
899,8150,749,498,66.5%
900,8357,487,271,55.6%
901,8356,428,214,50.0%
902,6563,428,191,44.6%
903,591,546,112,20.5%
904,8346,448,121,27.0%
905,594,605,164,27.1%
906,592,281,134,47.7%
907,7586,977,761,77.9%
908,7192,141,65,46.1%
909,6223,356,235,66.0%
910,7714,516,44,8.5%
911,6506,688,73,10.6%
912,7486,752,77,10.2%
913,1869,"1,691",144,8.5%
914,7313,"1,127",105,9.3%
915,161,322,102,31.7%
916,157,227,144,63.4%
917,167,493,251,50.9%
918,170,"1,100",507,46.1%
919,169,500,309,61.8%
920,5191,310,139,44.8%
921,165,334,135,40.4%
922,2038,406,158,38.9%
923,2040,717,246,34.3%
924,5225,688,262,38.1%
925,2039,346,147,42.5%
926,8176,373,180,48.3%
927,6271,"1,117",434,38.9%
928,10,751,354,47.1%
929,5126,435,244,56.1%
930,7592,455,257,56.5%
931,8147,197,84,42.6%
932,8161,221,152,68.8%
933,2042,634,362,57.1%
934,2043,518,256,49.4%
935,6777,508,274,53.9%
936,6952,394,207,52.5%
937,5219,381,197,51.7%
938,7639,699,699,100.0%
939,8390,592,591,99.8%
940,793,509,168,33.0%
941,794,418,195,46.7%
942,801,713,283,39.7%
943,802,"1,372",520,37.9%
944,6794,663,294,44.3%
945,8096,477,210,44.0%
946,1368,333,33,9.9%
947,7695,444,58,13.1%
948,1424,"1,276",191,15.0%
949,1422,"1,004",149,14.8%
950,6479,632,113,17.9%
951,1461,487,87,17.9%
952,6193,997,584,58.6%
953,5288,350,211,60.3%
954,1252,607,485,79.9%
955,8314,44,34,77.3%
956,1251,"1,035",881,85.1%
957,8405,"1,337","1,083",81.0%
958,4379,529,201,38.0%
959,6957,611,195,31.9%
960,4845,"1,303",414,31.8%
961,4386,685,381,55.6%
962,4380,647,139,21.5%
963,7768,529,381,72.0%
964,7610,336,213,63.4%
965,5242,934,605,64.8%
966,2933,171,120,70.2%
967,2939,351,234,66.7%
968,7748,695,86,12.4%
969,2202,758,244,32.2%
970,5117,722,203,28.1%
971,7427,622,217,34.9%
972,2206,911,204,22.4%
973,5282,330,213,64.5%
974,7329,616,409,66.4%
975,4373,789,350,44.4%
976,4372,636,310,48.7%
