,school number,total enrollment,low income enrollment,percent of enrollment from low income families
977,3145,619,191,30.9%
978,8202,435,119,27.4%
979,6844,774,291,37.6%
980,8154,174,126,72.4%
981,5038,434,167,38.5%
982,6330,236,60,25.4%
983,6331,234,86,36.8%
984,808,676,299,44.2%
985,7447,486,259,53.3%
986,809,332,122,36.7%
987,7992,509,274,53.8%
988,175,442,53,12.0%
989,5190,964,121,12.6%
990,179,629,93,14.8%
991,178,306,28,9.2%
992,176,353,54,15.3%
993,2891,940,487,51.8%
994,7007,381,261,68.5%
995,8199,270,133,49.3%
996,2888,290,188,64.8%
997,8479,145,93,64.1%
998,4565,279,170,60.9%
999,4570,625,380,60.8%
1000,4571,547,283,51.7%
1001,4566,290,215,74.1%
1002,4568,236,108,45.8%
1003,7511,564,316,56.0%
1004,2047,269,100,37.2%
1005,2048,312,134,42.9%
1006,7948,649,208,32.0%
1007,2046,320,132,41.3%
1008,5227,451,187,41.5%
1009,7195,134,47,35.1%
1010,8316,113,35,31.0%
1011,8268,734,663,90.3%
1012,8264,717,659,91.9%
1013,8376,268,241,89.9%
1014,8265,351,328,93.4%
1015,1766,514,480,93.4%
1016,6333,"1,094",935,85.5%
1017,7902,369,246,66.7%
1018,8266,114,101,88.6%
1019,7901,363,296,81.5%
1020,8267,555,473,85.2%
1021,7623,782,706,90.3%
1022,7667,461,408,88.5%
1023,5079,400,185,46.3%
1024,8483,464,180,38.8%
1025,3271,406,126,31.0%
1026,3272,"1,414",402,28.4%
1027,6639,"1,064",318,29.9%
1028,3270,572,87,15.2%
1029,1871,624,68,10.9%
1030,1876,630,54,8.6%
1031,1877,508,48,9.4%
1032,1878,"1,573",224,14.2%
1033,1879,"1,943",332,17.1%
1034,1874,587,84,14.3%
1035,1875,696,118,17.0%
1036,5151,759,439,57.8%
1037,7937,420,291,69.3%
1038,7661,703,199,28.3%
1039,6718,866,499,57.6%
1040,8333,502,374,74.5%
1041,7348,"3,600","1,827",50.8%
1042,7936,815,557,68.3%
1043,6930,"1,076",790,73.4%
1044,8334,984,701,71.2%
1045,8245,789,361,45.8%
1046,7340,883,257,29.1%
1047,7569,868,613,70.6%
1048,4389,460,152,33.0%
1049,7268,387,126,32.6%
1050,4404,"1,751",433,24.7%
1051,4394,414,80,19.3%
1052,5359,526,201,38.2%
1053,7269,466,101,21.7%
1054,4399,482,195,40.5%
1055,7270,428,150,35.0%
1056,4400,399,100,25.1%
1057,5236,516,145,28.1%
1058,5055,592,247,41.7%
1059,2574,473,221,46.7%
1060,2577,523,209,40.0%
1061,2578,"2,159",700,32.4%
1062,6294,456,134,29.4%
1063,7421,519,169,32.6%
1064,7442,548,146,26.6%
1065,2576,583,263,45.1%
1066,2575,448,177,39.5%
1067,3146,594,264,44.4%
1068,8069,323,134,41.5%
1069,3150,828,285,34.4%
1070,3147,290,140,48.3%
1071,182,200,123,61.5%
1072,191,608,334,54.9%
1073,7202,717,388,54.1%
1074,5153,726,321,44.2%
1075,7097,438,195,44.5%
1076,7381,517,184,35.6%
1077,6195,625,218,34.9%
1078,927,810,275,34.0%
1079,5207,798,278,34.8%
1080,6797,391,184,47.1%
1081,2331,425,186,43.8%
1082,672,367,106,28.9%
1083,674,629,233,37.0%
1084,675,622,212,34.1%
1085,671,253,115,45.5%
1086,7280,219,74,33.8%
1087,8209,297,89,30.0%
1088,5333,421,200,47.5%
1089,2305,515,215,41.7%
1090,7525,317,138,43.5%
1091,7620,427,242,56.7%
1092,6606,322,167,51.9%
1093,7542,602,456,75.7%
1094,7683,809,412,50.9%
1095,8361,694,495,71.3%
1096,2314,417,207,49.6%
1097,4964,345,148,42.9%
1098,2321,201,99,49.3%
1099,2322,194,71,36.6%
1100,2324,653,285,43.6%
1101,2325,899,402,44.7%
1102,7032,497,231,46.5%
1103,7765,258,35,13.6%
1104,8371,533,459,86.1%
1105,7557,262,177,67.6%
1106,8394,"3,911","1,720",44.0%
1107,1881,589,328,55.7%
1108,1885,"1,074",512,47.7%
1109,7643,211,98,46.4%
1110,1883,538,270,50.2%
1111,6508,537,268,49.9%
1112,4847,322,199,61.8%
1113,0,269,163,60.6%
1114,2052,603,414,68.7%
1115,4817,569,359,63.1%
1116,6127,206,93,45.1%
1117,6126,212,79,37.3%
1118,8421,427,254,59.5%
1119,8024,542,355,65.5%
1120,5180,402,323,80.3%
1121,7029,428,232,54.2%
1122,2280,345,177,51.3%
1123,3276,392,57,14.5%
1124,8049,332,51,15.4%
1125,3031,161,68,42.2%
1126,5243,561,284,50.6%
1127,3034,578,218,37.7%
1128,3033,463,201,43.4%
1129,5060,175,75,42.9%
1130,1307,578,281,48.6%
1131,6965,618,282,45.6%
1132,7785,622,321,51.6%
1133,8149,867,744,85.8%
1134,5326,290,159,54.8%
1135,6218,266,119,44.7%
1136,8452,386,179,46.4%
1137,2394,446,188,42.2%
1138,8451,632,313,49.5%
1139,6255,558,277,49.6%
1140,7220,378,211,55.8%
1141,5230,309,160,51.8%
1142,2308,417,191,45.8%
1143,8358,530,476,89.8%
1144,8431,396,311,78.5%
1145,7776,860,712,82.8%
1146,8477,864,692,80.1%
1147,5244,464,290,62.5%
1148,5245,379,174,45.9%
1149,3100,225,129,57.3%
1150,1153,417,186,44.6%
1151,1154,655,277,42.3%
1152,7396,224,114,50.9%
1153,8172,425,217,51.1%
1154,1401,539,254,47.1%
1155,6482,"1,387",531,38.3%
1156,6834,911,392,43.0%
1157,8171,269,112,41.6%
1158,1400,481,180,37.4%
1159,7979,647,549,84.9%
1160,7067,478,225,47.1%
1161,7795,115,79,68.7%
1162,6241,119,86,72.3%
1163,7589,"1,152",559,48.5%
1164,7590,"1,038",598,57.6%
1165,4917,162,98,60.5%
1166,1570,303,160,52.8%
1167,6242,156,102,65.4%
1168,6245,457,325,71.1%
1169,1588,198,87,43.9%
1170,7506,125,91,72.8%
1171,7461,349,110,31.5%
1172,203,215,38,17.7%
1173,5112,607,251,41.4%
1174,7462,421,181,43.0%
1175,204,302,154,51.0%
1176,6694,408,191,46.8%
1177,1486,475,174,36.6%
1178,7191,422,310,73.5%
1179,4431,"1,134",491,43.3%
1180,7189,580,428,73.8%
1181,7190,526,186,35.4%
1182,4516,274,112,40.9%
1183,8277,525,274,52.2%
1184,810,206,62,30.1%
1185,6315,306,86,28.1%
1186,816,451,129,28.6%
1187,6316,378,125,33.1%
1188,7538,224,224,100.0%
1189,7565,686,135,19.7%
1190,4524,498,202,40.6%
1191,4528,468,204,43.6%
1192,2924,821,296,36.1%
1193,7060,267,117,43.8%
1194,2922,378,108,28.6%
1195,2920,196,89,45.4%
1196,7146,260,136,52.3%
1197,6403,407,131,32.2%
1198,6404,695,254,36.5%
1199,8481,546,249,45.6%
1200,3154,353,164,46.5%
1201,2606,602,129,21.4%
1202,7939,560,144,25.7%
1203,2607,972,224,23.0%
1204,6297,681,147,21.6%
1205,5285,403,192,47.6%
1206,5283,408,178,43.6%
1207,5284,498,238,47.8%
1208,2598,276,240,87.0%
1209,7182,349,326,93.4%
1210,2599,714,555,77.7%
1211,2581,347,313,90.2%
1212,2589,490,463,94.5%
1213,2592,458,389,84.9%
1214,2597,355,258,72.7%
1215,5056,402,374,93.0%
1216,2584,496,429,86.5%
1217,2595,517,472,91.3%
1218,2596,"2,680","2,305",86.0%
1219,7922,304,270,88.8%
1220,6762,444,396,89.2%
1221,2594,480,430,89.6%
1222,2587,248,209,84.3%
1223,2593,497,480,96.6%
1224,2590,344,263,76.5%
1225,2600,605,527,87.1%
1226,2591,343,310,90.4%
1227,0,681,321,47.1%
1228,2146,271,206,76.0%
1229,2163,323,162,50.2%
1230,4700,331,217,65.6%
1231,5146,640,399,62.3%
1232,6600,881,509,57.8%
1233,4820,271,188,69.4%
1234,7001,512,127,24.8%
1235,2680,348,80,23.0%
1236,8432,161,43,26.7%
1237,4940,381,206,54.1%
1238,5156,512,55,10.7%
1239,6616,613,486,79.3%
1240,5337,373,283,75.9%
1241,2754,"1,107",803,72.5%
1242,5155,"1,404",963,68.6%
1243,6894,579,493,85.1%
1244,2746,439,312,71.1%
1245,2743,484,346,71.5%
1246,6579,292,138,47.3%
1247,7923,192,102,53.1%
1248,8393,152,78,51.3%
1249,5338,"2,169","1,374",63.3%
1250,7681,"1,806",857,47.5%
1251,7634,636,216,34.0%
1252,8130,452,342,75.7%
1253,8439,952,503,52.8%
1254,1315,693,318,45.9%
1255,1314,542,296,54.6%
1256,4807,520,227,43.7%
1257,4665,428,126,29.4%
1258,4084,544,147,27.0%
1259,4085,632,162,25.6%
1260,4081,269,71,26.4%
1261,6940,213,110,51.6%
1262,4442,453,152,33.6%
1263,4440,346,160,46.2%
1264,5361,405,119,29.4%
1265,7675,624,615,98.6%
1266,0,"1,303",778,59.7%
1267,8125,871,850,97.6%
1268,7859,752,142,18.9%
1269,8206,730,614,84.1%
1270,6786,358,173,48.3%
1271,3532,366,135,36.9%
1272,8286,317,151,47.6%
1273,8406,815,289,35.5%
1274,14,584,146,25.0%
1275,13,409,114,27.9%
1276,1747,214,65,30.4%
1277,1752,409,117,28.6%
1278,1775,291,99,34.0%
1279,1776,"1,165",272,23.3%
1280,7414,859,232,27.0%
1281,1774,329,103,31.3%
1282,7844,8,7,87.5%
1283,1797,328,41,12.5%
1284,3293,"1,050",143,13.6%
1285,7597,455,60,13.2%
1286,3286,560,51,9.1%
1287,3291,699,60,8.6%
1288,3296,"1,275",159,12.5%
1289,3295,"1,568",242,15.4%
1290,3287,579,56,9.7%
1291,3288,638,86,13.5%
1292,3289,760,101,13.3%
1293,3294,"1,011",142,14.0%
1294,4960,808,132,16.3%
1295,7212,591,91,15.4%
1296,3297,"1,009",120,11.9%
1297,3036,705,302,42.8%
1298,3037,343,153,44.6%
1299,4828,479,174,36.3%
1300,7149,53,53,100.0%
1301,0,414,270,65.2%
1302,7291,278,104,37.4%
1303,7574,"1,482",608,41.0%
1304,8360,"1,310",704,53.7%
1305,8453,"1,017","1,017",100.0%
1306,7223,513,383,74.7%
1307,8403,384,273,71.1%
1308,7549,383,280,73.1%
1309,8461,361,162,44.9%
1310,8422,679,251,37.0%
1311,7953,895,342,38.2%
1312,2618,972,317,32.6%
1313,2619,263,86,32.7%
1314,6733,379,153,40.4%
1315,8246,923,259,28.1%
1316,2623,"1,841",555,30.1%
1317,5114,956,276,28.9%
1318,2621,311,68,21.9%
1319,4708,428,118,27.6%
1320,7383,440,91,20.7%
1321,2620,303,106,35.0%
1322,7672,"1,484","1,484",100.0%
1323,2339,586,280,47.8%
1324,8066,306,158,51.6%
1325,8138,329,183,55.6%
1326,7777,959,751,78.3%
1327,1898,500,78,15.6%
1328,1899,427,99,23.2%
1329,1902,"1,104",286,25.9%
1330,1901,850,190,22.4%
1331,1894,324,67,20.7%
1332,1896,398,63,15.8%
1333,7929,457,50,10.9%
1334,1155,798,89,11.2%
1335,5363,514,41,8.0%
1336,1158,503,22,4.4%
1337,1159,"1,033",48,4.6%
1338,7678,618,476,77.0%
1339,8365,505,453,89.7%
1340,8259,718,639,89.0%
1341,8208,476,402,84.5%
1342,8288,626,518,82.7%
1343,8207,"1,332","1,150",86.3%
1344,7588,"1,235",968,78.4%
1345,8153,849,710,83.6%
1346,8152,546,402,73.6%
1347,7961,933,848,90.9%
1348,7909,781,641,82.1%
1349,8151,784,674,86.0%
1350,7910,"1,316","1,003",76.2%
1351,8427,406,330,81.3%
1352,7582,"1,013",795,78.5%
1353,4248,474,200,42.2%
1354,4244,186,78,41.9%
1355,4249,473,187,39.5%
1356,6976,363,143,39.4%
1357,7673,784,562,71.7%
1358,8400,588,384,65.3%
1359,6105,978,589,60.2%
1360,8399,696,574,82.5%
1361,6672,208,121,58.2%
1362,1709,231,74,32.0%
1363,7837,705,249,35.3%
1364,8008,292,104,35.6%
1365,5098,"1,219",361,29.6%
1366,1715,"1,030",377,36.6%
1367,5021,260,100,38.5%
1368,1711,232,96,41.4%
1369,4851,323,113,35.0%
1370,8257,625,416,66.6%
1371,3157,497,213,42.9%
1372,7792,170,74,43.5%
1373,3158,314,124,39.5%
1374,6744,401,210,52.4%
1375,6716,767,112,14.6%
1376,6845,382,36,9.4%
1377,3303,369,92,24.9%
1378,3305,"1,547",218,14.1%
1379,8139,727,111,15.3%
1380,5252,438,56,12.8%
1381,7573,391,51,13.0%
1382,6208,311,180,57.9%
1383,3994,286,155,54.2%
1384,7613,182,98,53.8%
1385,2423,972,484,49.8%
1386,8304,842,423,50.2%
1387,3962,812,360,44.3%
1388,7799,297,133,44.8%
1389,3961,502,251,50.0%
1390,8232,367,207,56.4%
1391,5175,842,231,27.4%
1392,8005,224,143,63.8%
1393,1788,410,193,47.1%
1394,1790,656,291,44.4%
1395,1785,633,335,52.9%
1396,7756,449,277,61.7%
1397,6566,256,163,63.7%
1398,0,30,3,10.0%
1399,8307,343,192,56.0%
1400,6261,258,135,52.3%
1401,8182,412,180,43.7%
1402,8183,192,79,41.1%
1403,7789,505,396,78.4%
1404,8184,435,262,60.2%
1405,8187,"1,158",479,41.4%
1406,8186,742,335,45.1%
1407,8185,750,390,52.0%
1408,3196,227,112,49.3%
1409,7863,428,201,47.0%
1410,6809,408,207,50.7%
1411,4091,598,238,39.8%
1412,6360,423,180,42.6%
1413,2053,523,164,31.4%
1414,2054,567,260,45.9%
1415,4724,339,146,43.1%
1416,5329,592,238,40.2%
1417,4954,563,249,44.2%
1418,8071,"2,194",857,39.1%
1419,2059,462,260,56.3%
1420,7384,512,156,30.5%
1421,2062,532,288,54.1%
1422,1793,318,133,41.8%
1423,6682,193,83,43.0%
1424,1794,235,83,35.3%
1425,7064,314,117,37.3%
1426,1623,256,100,39.1%
1427,5353,632,401,63.4%
1428,6863,464,277,59.7%
1429,3541,632,351,55.5%
1430,3537,225,126,56.0%
1431,4836,103,25,24.3%
1432,6699,475,219,46.1%
1433,6583,520,252,48.5%
1434,7108,786,380,48.3%
1435,8404,226,89,39.4%
1436,2686,461,181,39.3%
1437,6635,527,328,62.2%
1438,4444,374,263,70.3%
1439,7399,159,114,71.7%
1440,6181,218,129,59.2%
1441,6605,626,308,49.2%
1442,1164,566,258,45.6%
1443,6674,"1,010",481,47.6%
1444,7800,559,287,51.3%
1445,3039,539,288,53.4%
1446,3040,391,219,56.0%
1447,0,347,162,46.7%
1448,8177,923,224,24.3%
1449,8418,"1,133",280,24.7%
1450,5017,887,204,23.0%
1451,5343,593,194,32.7%
1452,3044,234,84,35.9%
1453,3042,412,139,33.7%
1454,3045,620,185,29.8%
1455,5354,260,108,41.5%
1456,6421,360,169,46.9%
1457,4044,582,229,39.3%
1458,240,576,95,16.5%
1459,7441,368,71,19.3%
1460,8347,210,61,29.0%
1461,7952,190,16,8.4%
1462,8253,575,152,26.4%
1463,8254,612,154,25.2%
1464,4951,"1,204",265,22.0%
1465,8370,196,89,45.4%
1466,8112,196,128,65.3%
1467,8381,417,271,65.0%
1468,8380,198,136,68.7%
1469,6929,389,210,54.0%
1470,1550,391,198,50.6%
1471,7498,789,554,70.2%
1472,6936,425,239,56.2%
1473,8135,250,154,61.6%
1474,4454,61,21,34.4%
1475,4458,620,272,43.9%
1476,7791,310,136,43.9%
1477,4455,499,229,45.9%
1478,4457,451,214,47.5%
1479,2297,286,161,56.3%
1480,7944,378,183,48.4%
1481,7733,287,43,15.0%
1482,2291,256,146,57.0%
1483,7339,475,222,46.7%
1484,4049,418,165,39.5%
1485,249,252,27,10.7%
1486,251,275,34,12.4%
1487,248,350,44,12.6%
1488,250,283,17,6.0%
1489,7535,637,81,12.7%
1490,246,413,84,20.3%
1491,247,305,15,4.9%
1492,7534,642,90,14.0%
1493,254,"1,801",227,12.6%
1494,245,392,57,14.5%
1495,8006,874,581,66.5%
1496,4919,"1,063",591,55.6%
1497,6610,"1,041",641,61.6%
1498,827,"1,023",659,64.4%
1499,7546,281,178,63.3%
1500,3048,496,173,34.9%
1501,3047,467,158,33.8%
1502,8054,376,54,14.4%
1503,8055,356,73,20.5%
1504,3495,"1,528",291,19.0%
1505,8053,"1,052",231,22.0%
1506,3494,794,186,23.4%
1507,8056,557,165,29.6%
1508,5154,554,82,14.8%
1509,7128,648,197,30.4%
1510,1069,450,156,34.7%
1511,7380,"1,315",381,29.0%
1512,1071,495,172,34.7%
1513,6455,"2,677",811,30.3%
1514,1077,942,354,37.6%
1515,1076,713,248,34.8%
1516,1072,418,140,33.5%
1517,8374,750,222,29.6%
1518,2689,584,134,22.9%
1519,2688,628,160,25.5%
1520,6720,603,439,72.8%
1521,695,389,253,65.0%
1522,694,326,230,70.6%
1523,8319,774,738,95.3%
1524,8284,709,603,85.0%
1525,2704,778,543,69.8%
1526,7164,731,557,76.2%
1527,7762,151,59,39.1%
1528,7649,"1,497",961,64.2%
1529,1084,499,47,9.4%
1530,1082,211,17,8.1%
1531,7561,331,34,10.3%
1532,7830,261,27,10.3%
1533,8321,309,203,65.7%
1534,4466,144,97,67.4%
1535,8322,573,427,74.5%
1536,8323,852,581,68.2%
1537,5260,422,240,56.9%
1538,7930,319,141,44.2%
1539,7931,231,119,51.5%
1540,7566,47,11,23.4%
1541,3263,404,306,75.7%
1542,3265,923,655,71.0%
1543,3321,812,645,79.4%
1544,5080,396,327,82.6%
1545,3318,335,254,75.8%
1546,3408,581,435,74.9%
1547,6729,"2,004","1,292",64.5%
1548,5253,507,300,59.2%
1549,8313,232,179,77.2%
1550,6998,145,116,80.0%
1551,3320,773,632,81.8%
1552,7364,499,397,79.6%
1553,263,488,19,3.9%
1554,5108,668,89,13.3%
1555,265,377,14,3.7%
1556,6603,373,42,11.3%
1557,266,444,11,2.5%
1558,270,539,27,5.0%
1559,7346,903,36,4.0%
1560,7379,764,44,5.8%
1561,268,772,103,13.3%
1562,8305,"2,730",224,8.2%
1563,269,419,35,8.4%
1564,7151,35,0,0.0%
1565,5139,320,138,43.1%
1566,1489,280,114,40.7%
1567,4946,305,153,50.2%
1568,6145,505,203,40.2%
1569,6144,346,178,51.4%
1570,7360,425,195,45.9%
1571,8142,523,133,25.4%
1572,8052,650,152,23.4%
1573,6106,"1,101",322,29.2%
1574,7101,"1,325",396,29.9%
1575,291,564,109,19.3%
1576,290,443,160,36.1%
1577,4958,"1,010",390,38.6%
1578,7406,501,79,15.8%
1579,6907,458,99,21.6%
1580,4831,570,199,34.9%
1581,7314,560,75,13.4%
1582,5344,480,298,62.1%
1583,3379,424,183,43.2%
1584,3309,543,306,56.4%
1585,3275,554,193,34.8%
1586,4830,648,95,14.7%
1587,5345,"3,020","1,043",34.5%
1588,3325,416,87,20.9%
1589,3280,509,291,57.2%
1590,3322,867,204,23.5%
1591,3324,"1,285",528,41.1%
1592,3323,886,339,38.3%
1593,7407,546,155,28.4%
1594,3278,251,110,43.8%
1595,8097,266,68,25.6%
1596,8098,546,194,35.5%
1597,2446,923,306,33.2%
1598,8099,459,154,33.6%
1599,5233,707,257,36.4%
1600,7950,996,433,43.5%
1601,3883,994,451,45.4%
1602,4837,368,176,47.8%
1603,7259,342,137,40.1%
1604,3988,308,121,39.3%
1605,7430,851,389,45.7%
1606,5062,472,227,48.1%
1607,3499,456,144,31.6%
1608,3500,382,106,27.7%
1609,3505,"1,864",576,30.9%
1610,5258,"1,287",451,35.0%
1611,5209,321,185,57.6%
1612,964,354,168,47.5%
1613,0,105,79,75.2%
1614,4572,291,101,34.7%
1615,7375,235,94,40.0%
1616,4578,660,238,36.1%
1617,4577,"1,143",368,32.2%
1618,5272,337,144,42.7%
1619,7962,439,160,36.4%
1620,7644,436,156,35.8%
1621,4576,273,121,44.3%
1622,7167,418,178,42.6%
1623,8436,281,107,38.1%
1624,8435,190,77,40.5%
1625,6859,268,180,67.2%
1626,6201,361,181,50.1%
1627,6860,267,153,57.3%
1628,2758,138,39,28.3%
1629,2755,211,72,34.1%
1630,2757,449,157,35.0%
1631,2756,171,49,28.7%
1632,8310,528,159,30.1%
1633,2760,683,193,28.3%
1634,6829,248,85,34.3%
1635,2818,478,159,33.3%
1636,2813,347,161,46.4%
1637,6727,456,170,37.3%
1638,6931,287,169,58.9%
1639,3875,195,127,65.1%
1640,6908,427,179,41.9%
1641,6371,299,215,71.9%
1642,4058,333,180,54.1%
1643,4060,480,300,62.5%
1644,4057,328,209,63.7%
1645,6373,563,301,53.5%
1646,6816,435,254,58.4%
1647,4579,442,69,15.6%
1648,4581,272,96,35.3%
1649,6345,"1,059",239,22.6%
1650,6346,736,180,24.5%
1651,7572,441,102,23.1%
1652,4580,216,82,38.0%
1653,30,248,140,56.5%
1654,6977,339,202,59.6%
1655,53,455,273,60.0%
1656,6353,223,122,54.7%
1657,2958,455,232,51.0%
1658,2955,285,151,53.0%
1659,2956,211,105,49.8%
1660,0,239,0,0.0%
1661,6449,399,81,20.3%
1662,2821,716,129,18.0%
1663,7353,507,98,19.3%
1664,2819,374,53,14.2%
1665,5144,331,189,57.1%
1666,6146,330,195,59.1%
1667,6745,422,232,55.0%
1668,2070,206,110,53.4%
1669,7856,783,589,75.2%
1670,8101,542,122,22.5%
1671,7758,794,200,25.2%
1672,4482,838,168,20.0%
1673,4717,"1,619",285,17.6%
1674,7757,429,171,39.9%
1675,5270,427,78,18.3%
1676,7716,455,54,11.9%
1677,1414,"1,078",439,40.7%
1678,1413,308,154,50.0%
1679,8004,310,140,45.2%
1680,7656,418,200,47.8%
1681,4115,384,132,34.4%
1682,7215,569,298,52.4%
1683,4931,626,301,48.1%
1684,8235,171,69,40.4%
1685,4116,92,0,0.0%
1686,2448,486,223,45.9%
1687,2449,446,172,38.6%
1688,7378,599,167,27.9%
1689,6319,378,109,28.8%
1690,6318,511,96,18.8%
1691,8205,"1,753","1,280",73.0%
1692,3876,184,106,57.6%
1693,3877,88,47,53.4%
1694,7753,86,52,60.5%
1695,3106,274,144,52.6%
1696,3107,296,146,49.3%
1697,7304,517,105,20.3%
1698,7198,519,131,25.2%
1699,7197,533,73,13.7%
1700,6487,563,146,25.9%
1701,1406,"1,716",304,17.7%
1702,5010,916,182,19.9%
1703,7994,581,51,8.8%
1704,8063,414,142,34.3%
1705,8064,500,206,41.2%
1706,6624,167,62,37.1%
1707,6623,475,196,41.3%
1708,1420,"1,242",347,27.9%
1709,1418,555,184,33.2%
1710,7063,211,54,25.6%
1711,1094,496,82,16.5%
1712,7312,325,74,22.8%
1713,1091,226,51,22.6%
1714,6456,143,38,26.6%
1715,4734,467,117,25.1%
1716,7140,296,92,31.1%
1717,7993,144,79,54.9%
1718,7172,398,173,43.5%
1719,1319,276,80,29.0%
1720,2761,342,87,25.4%
1721,8157,572,112,19.6%
1722,8162,236,90,38.1%
1723,2765,827,233,28.2%
1724,2766,"1,183",265,22.4%
1725,2764,351,92,26.2%
1726,7985,751,604,80.4%
1727,1322,542,365,67.3%
1728,8349,403,300,74.4%
1729,8348,730,329,45.1%
1730,2824,485,133,27.4%
1731,4672,480,143,29.8%
1732,8141,473,81,17.1%
1733,2823,368,93,25.3%
1734,6801,370,65,17.6%
1735,2827,479,165,34.4%
1736,7604,959,322,33.6%
1737,2829,"3,187",884,27.7%
1738,2826,521,110,21.1%
1739,2825,454,167,36.8%
1740,7603,"1,276",350,27.4%
1741,8474,480,143,29.8%
1742,5274,938,400,42.6%
1743,8308,99,10,10.1%
1744,6439,507,175,34.5%
1745,3511,376,178,47.3%
1746,5351,590,274,46.4%
1747,1213,561,210,37.4%
1748,7139,215,106,49.3%
1749,6990,491,206,42.0%
1750,6202,97,21,21.6%
1751,1255,204,98,48.0%
1752,8160,419,209,49.9%
1753,5019,713,474,66.5%
1754,8327,"1,331",868,65.2%
1755,309,"1,125",791,70.3%
1756,7141,615,265,43.1%
1757,2516,327,141,43.1%
1758,2629,329,143,43.5%
1759,2626,631,335,53.1%
1760,2627,294,82,27.9%
1761,7410,476,234,49.2%
1762,2628,299,128,42.8%
1763,5238,376,159,42.3%
1764,2633,"1,674",667,39.8%
1765,2634,338,155,45.9%
1766,1911,476,132,27.7%
1767,1910,359,74,20.6%
1768,5143,794,206,25.9%
1769,1912,248,99,39.9%
1770,5223,404,50,12.4%
1771,1915,"1,051",316,30.1%
1772,6185,410,91,22.2%
1773,6186,248,52,21.0%
1774,4490,425,90,21.2%
1775,4492,560,88,15.7%
1776,6648,"1,310",223,17.0%
1777,6187,369,32,8.7%
1778,7111,201,77,38.3%
1779,6189,312,63,20.2%
1780,1630,407,231,56.8%
1781,1629,404,200,49.5%
1782,6137,436,221,50.7%
1783,6942,458,228,49.8%
1784,7278,430,183,42.6%
1785,6136,433,158,36.5%
1786,1053,441,80,18.1%
1787,1054,376,71,18.9%
1788,1055,409,96,23.5%
1789,1097,459,190,41.4%
1790,4681,611,147,24.1%
1791,1100,"2,370",553,23.3%
1792,7957,608,148,24.3%
1793,1099,451,164,36.4%
1794,1098,313,88,28.1%
1795,1052,410,87,21.2%
1796,7260,321,91,28.3%
1797,7028,355,180,50.7%
1798,2345,413,196,47.5%
1799,1347,213,72,33.8%
1800,1346,100,50,50.0%
1801,6847,406,159,39.2%
1802,6231,680,198,29.1%
1803,7519,499,47,9.4%
1804,7308,713,190,26.6%
1805,4853,501,37,7.4%
1806,1111,566,136,24.0%
1807,7465,267,88,33.0%
1808,1109,363,70,19.3%
1809,1107,434,162,37.3%
1810,1106,392,126,32.1%
1811,1101,407,167,41.0%
1812,4682,"2,891",702,24.3%
1813,1116,755,196,26.0%
1814,1102,446,52,11.7%
1815,8441,10,6,60.0%
1816,1112,339,149,44.0%
1817,1113,961,226,23.5%
1818,7650,"10,901","3,968",36.4%
1819,7821,"1,412",809,57.3%
1820,7819,"5,071","1,753",34.6%
1821,7687,"2,714","1,462",53.9%
1822,7685,530,438,82.6%
1823,8037,463,270,58.3%
1824,2649,481,221,45.9%
1825,6300,242,139,57.4%
1826,2648,277,157,56.7%
1827,7459,501,81,16.2%
1828,3328,"1,793",274,15.3%
1829,3326,694,84,12.1%
1830,7794,588,127,21.6%
1831,7766,444,138,31.1%
1832,7554,604,57,9.4%
1833,3327,495,97,19.6%
1834,7770,594,479,80.6%
1835,7594,639,25,3.9%
1836,7393,890,54,6.1%
1837,5083,"1,326",90,6.8%
1838,4256,613,50,8.2%
1839,4255,465,18,3.9%
1840,7587,"1,161",565,48.7%
1841,7904,"1,101",618,56.1%
1842,7256,459,178,38.8%
1843,5292,404,355,87.9%
1844,3758,860,685,79.7%
1845,6823,393,313,79.6%
1846,7024,307,213,69.4%
1847,3804,469,396,84.4%
1848,3805,283,133,47.0%
1849,8039,653,257,39.4%
1850,3618,492,276,56.1%
1851,6824,"1,506",792,52.6%
1852,8029,555,489,88.1%
1853,3732,526,439,83.5%
1854,3847,454,346,76.2%
1855,5183,548,483,88.1%
1856,3662,394,345,87.6%
1857,3663,352,299,84.9%
1858,7070,630,415,65.9%
1859,3620,318,255,80.2%
1860,3745,734,489,66.6%
1861,3684,362,288,79.6%
1862,6529,522,387,74.1%
1863,3601,443,392,88.5%
1864,8332,397,288,72.5%
1865,7230,725,565,77.9%
1866,7023,918,424,46.2%
1867,3602,458,390,85.2%
1868,7404,372,325,87.4%
1869,3848,"2,416",978,40.5%
1870,3622,502,396,78.9%
1871,6767,316,273,86.4%
1872,3782,414,370,89.4%
1873,3760,459,229,49.9%
1874,7905,398,282,70.9%
1875,6525,306,247,80.7%
1876,5122,463,250,54.0%
1877,7239,383,343,89.6%
1878,5123,460,405,88.0%
1879,6996,744,332,44.6%
1880,3762,307,214,69.7%
1881,3706,410,319,77.8%
1882,7175,761,672,88.3%
1883,4727,940,527,56.1%
1884,3786,426,373,87.6%
1885,3763,771,584,75.7%
1886,3841,986,827,83.9%
1887,3726,235,119,50.6%
1888,5040,536,472,88.1%
1889,3687,261,225,86.2%
1890,3849,"1,132",865,76.4%
1891,3688,642,576,89.7%
1892,3738,296,224,75.7%
