,school number,total enrollment,low income enrollment,percent of enrollment from low income families
2809,7307,185,87,47.0%
2810,6129,388,181,46.6%
2811,528,221,114,51.6%
2812,8455,450,449,99.8%
2813,536,896,481,53.7%
2814,535,997,586,58.8%
2815,7548,"1,050","1,050",100.0%
2816,6344,258,136,52.7%
2817,3594,350,149,42.6%
2818,4920,360,155,43.1%
2819,3597,528,236,44.7%
2820,3596,704,278,39.5%
2821,7722,660,660,100.0%
2822,1741,511,163,31.9%
2823,1732,"1,315",396,30.1%
2824,7395,680,186,27.4%
2825,4588,217,39,18.0%
2826,4583,439,88,20.0%
2827,1736,443,170,38.4%
2828,1716,551,259,47.0%
2829,1735,195,65,33.3%
2830,8276,566,232,41.0%
2831,4585,252,113,44.8%
2832,4704,"1,094",246,22.5%
2833,7332,516,135,26.2%
2834,1738,190,65,34.2%
2835,1734,382,168,44.0%
2836,5059,464,246,53.0%
2837,4625,423,243,57.4%
2838,4629,387,191,49.4%
2839,8350,409,212,51.8%
2840,6705,834,395,47.4%
2841,7286,707,394,55.7%
2842,6609,460,218,47.4%
2843,715,332,110,33.1%
2844,719,368,113,30.7%
2845,4959,579,165,28.5%
2846,8173,538,309,57.4%
2847,6704,555,260,46.8%
2848,7341,410,224,54.6%
2849,4311,291,145,49.8%
2850,8392,248,121,48.8%
2851,1290,740,298,40.3%
2852,8379,742,241,32.5%
2853,0,185,63,34.1%
2854,6983,558,299,53.6%
2855,6841,559,272,48.7%
2856,2848,"1,456",632,43.4%
2857,5241,"1,038",531,51.2%
2858,8048,614,283,46.1%
2859,7907,427,385,90.2%
2860,6632,822,489,59.5%
2861,5152,642,545,84.9%
2862,2995,522,441,84.5%
2863,6924,891,733,82.3%
2864,3009,883,764,86.5%
2865,3008,979,902,92.1%
2866,6923,884,792,89.6%
2867,3007,896,674,75.2%
2868,7492,784,480,61.2%
2869,7497,482,385,79.9%
2870,8448,67,31,46.3%
2871,5106,185,180,97.3%
2872,553,295,288,97.6%
2873,6509,217,101,46.5%
2874,1887,542,254,46.9%
2875,7385,306,185,60.5%
2876,1856,148,87,58.8%
2877,1890,304,167,54.9%
2878,7020,336,223,66.4%
2879,8231,"1,515",852,56.2%
2880,7918,701,409,58.3%
2881,1974,343,183,53.4%
2882,8018,358,230,64.2%
2883,7357,453,256,56.5%
2884,3914,477,254,53.2%
2885,950,230,100,43.5%
2886,951,238,81,34.0%
2887,3057,399,295,73.9%
2888,3073,526,417,79.3%
2889,6367,294,160,54.4%
2890,3058,475,387,81.5%
2891,6861,554,359,64.8%
2892,7061,246,217,88.2%
2893,8273,747,527,70.5%
2894,6368,"1,482",949,64.0%
2895,6963,354,139,39.3%
2896,2721,370,109,29.5%
2897,7352,302,109,36.1%
2898,3516,220,129,58.6%
2899,3520,223,43,19.3%
2900,3522,710,331,46.6%
2901,6785,727,362,49.8%
2902,7053,297,181,60.9%
2903,6773,494,197,39.9%
2904,8234,549,106,19.3%
2905,8233,523,177,33.8%
2906,7436,495,188,38.0%
2907,883,587,211,35.9%
2908,6980,"2,040",683,33.5%
2909,6982,789,333,42.2%
2910,6981,716,219,30.6%
2911,4026,356,162,45.5%
2912,7145,242,129,53.3%
2913,7500,607,318,52.4%
2914,7724,964,442,45.9%
2915,6470,457,63,13.8%
2916,7491,573,88,15.4%
2917,6835,670,166,24.8%
2918,3414,549,72,13.1%
2919,3245,"1,111",253,22.8%
2920,3247,"1,426",319,22.4%
2921,8088,555,407,73.3%
2922,8465,479,293,61.2%
2923,8090,440,331,75.2%
2924,107,975,558,57.2%
2925,8466,714,473,66.2%
2926,8175,677,319,47.1%
2927,1005,613,259,42.3%
2928,7273,485,268,55.3%
2929,2875,148,55,37.2%
2930,2874,430,240,55.8%
2931,6390,"1,006",401,39.9%
2932,6392,259,146,56.4%
2933,2878,501,260,51.9%
2934,2917,205,157,76.6%
2935,8243,"1,086",880,81.0%
2936,2918,88,45,51.1%
2937,6986,"1,164",755,64.9%
2938,6391,"1,247",742,59.5%
2939,885,296,113,38.2%
2940,887,892,328,36.8%
2941,886,654,219,33.5%
2942,8131,904,480,53.1%
2943,8237,472,448,94.9%
2944,8238,691,657,95.1%
2945,8398,332,319,96.1%
2946,8239,700,680,97.1%
2947,8240,615,587,95.4%
2948,8291,650,605,93.1%
2949,8241,526,502,95.4%
2950,8242,599,580,96.8%
2951,4647,"1,487","1,395",93.8%
2952,5168,"1,704",703,41.3%
2953,4648,438,198,45.2%
2954,6688,252,63,25.0%
2955,4653,396,136,34.3%
2956,4657,669,277,41.4%
2957,4658,990,333,33.6%
2958,8179,222,96,43.2%
2959,4512,261,143,54.8%
2960,4507,213,108,50.7%
2961,8003,171,95,55.6%
2962,4508,568,293,51.6%
2963,4735,584,275,47.1%
2964,7584,291,251,86.3%
2965,7841,387,129,33.3%
2966,8337,301,301,100.0%
2967,8156,350,233,66.6%
2968,7513,177,177,100.0%
2969,7148,10,10,100.0%
2970,7154,19,19,100.0%
