,school number,total enrollment,low income enrollment,percent of enrollment from low income families
278,7743,225,168,74.7%
279,1013,745,544,73.0%
280,8368,988,624,63.2%
281,8369,997,680,68.2%
282,8367,"1,119",696,62.2%
283,8407,829,487,58.7%
284,1027,785,564,71.8%
285,1029,"1,582",993,62.8%
286,5148,514,224,43.6%
287,2362,448,207,46.2%
288,6162,667,274,41.1%
289,5231,463,238,51.4%
290,6163,96,46,47.9%
291,2368,237,119,50.2%
292,8384,739,577,78.1%
293,4818,464,243,52.4%
294,2154,343,326,95.0%
295,0,713,0,0.0%
296,7670,205,0,0.0%
297,1030,"1,459",614,42.1%
298,7477,479,206,43.0%
299,4195,571,232,40.6%
300,4333,508,179,35.2%
301,4340,598,194,32.4%
302,4339,432,169,39.1%
303,4336,268,105,39.2%
304,6690,"1,521",599,39.4%
305,8344,"1,444",483,33.4%
306,8343,989,432,43.7%
307,1148,695,224,32.2%
308,1150,246,44,17.9%
309,1134,266,142,53.4%
310,1138,439,191,43.5%
311,1142,321,103,32.1%
312,1184,235,76,32.3%
313,6999,936,431,46.0%
314,7221,331,166,50.2%
315,8051,145,68,46.9%
316,6939,118,60,50.8%
317,4203,276,118,42.8%
318,7347,561,280,49.9%
319,1199,327,151,46.2%
320,5212,439,167,38.0%
321,1299,226,100,44.2%
322,1298,299,147,49.2%
323,7509,349,67,19.2%
324,1682,417,66,15.8%
325,1678,285,51,17.9%
326,1680,249,32,12.9%
327,4211,287,39,13.6%
328,4217,"1,702",385,22.6%
329,7217,834,225,27.0%
330,7216,429,99,23.1%
331,4938,234,34,14.5%
332,8397,735,193,26.3%
333,7764,422,108,25.6%
334,4937,457,171,37.4%
335,4214,270,41,15.2%
336,5303,478,281,58.8%
337,988,439,222,50.6%
338,0,335,154,46.0%
339,8278,200,16,8.0%
340,4870,418,156,37.3%
341,2420,721,449,62.3%
342,7457,744,461,62.0%
343,0,495,260,52.5%
344,5109,676,371,54.9%
345,1692,415,209,50.4%
346,1694,"1,573",541,34.4%
347,1689,476,186,39.1%
348,1691,417,320,76.7%
349,7011,589,257,43.6%
350,1683,247,142,57.5%
351,1690,335,154,46.0%
352,1686,247,153,61.9%
353,1687,188,58,30.9%
354,7010,624,315,50.5%
355,79,596,258,43.3%
356,77,414,179,43.2%
357,78,345,108,31.3%
358,7315,499,290,58.1%
359,7112,352,180,51.1%
360,8345,213,110,51.6%
361,2797,477,298,62.5%
362,2798,471,242,51.4%
363,6593,562,352,62.6%
364,8222,757,242,32.0%
365,7271,695,271,39.0%
366,7274,615,245,39.8%
367,5007,830,459,55.3%
368,1040,"1,770",667,37.7%
369,8200,791,349,44.1%
370,7726,162,113,69.8%
371,4683,642,194,30.2%
372,7796,699,43,6.2%
373,1044,440,23,5.2%
374,1081,844,83,9.8%
375,5133,"1,517",133,8.8%
376,7790,"1,724",197,11.4%
377,1043,"1,503",222,14.8%
378,7435,490,25,5.1%
379,4852,472,55,11.7%
380,1048,407,17,4.2%
381,7653,880,168,19.1%
382,5307,994,77,7.7%
383,7520,554,32,5.8%
384,1047,514,23,4.5%
385,1041,897,103,11.5%
386,1057,417,51,12.2%
387,7654,709,36,5.1%
388,5306,477,43,9.0%
389,1042,852,141,16.5%
390,1131,644,77,12.0%
391,7715,909,111,12.2%
392,4678,875,75,8.6%
393,1132,563,55,9.8%
394,6646,458,184,40.2%
395,1208,532,168,31.6%
396,1202,369,126,34.1%
397,1205,218,78,35.8%
398,7201,713,239,33.5%
399,5390,622,203,32.6%
400,1619,569,134,23.6%
401,1744,829,610,73.6%
402,1746,"1,520",941,61.9%
403,7820,800,184,23.0%
404,1745,"1,815",390,21.5%
405,1812,224,136,60.7%
406,7306,311,196,63.0%
407,1777,398,106,26.6%
408,6783,812,244,30.0%
409,1791,289,68,23.5%
410,1782,388,165,42.5%
411,1781,642,333,51.9%
412,1795,229,155,67.7%
413,1778,686,182,26.5%
414,1779,390,259,66.4%
415,1811,422,273,64.7%
416,1780,816,616,75.5%
417,1742,585,409,69.9%
418,5320,444,359,80.9%
419,1817,523,117,22.4%
420,2248,492,247,50.2%
421,6252,268,102,38.1%
422,7734,249,112,45.0%
423,6010,394,194,49.2%
424,7476,704,375,53.3%
425,5118,519,205,39.5%
426,0,45,21,46.7%
427,4967,823,532,64.6%
428,7720,142,98,69.0%
429,5094,463,225,48.6%
430,0,445,0,0.0%
431,8045,507,157,31.0%
432,8044,718,206,28.7%
433,8043,556,167,30.0%
434,8046,533,167,31.3%
435,6172,"1,067",484,45.4%
436,4545,"1,809",552,30.5%
437,4544,942,349,37.0%
438,4537,553,305,55.2%
439,4540,661,283,42.8%
440,4539,592,108,18.2%
441,7696,672,215,32.0%
442,5088,497,199,40.0%
443,7552,79,19,24.1%
444,8047,620,556,89.7%
445,2192,274,214,78.1%
446,8244,702,263,37.5%
447,2190,"1,210",716,59.2%
448,6615,"1,072",687,64.1%
449,2191,"2,128","1,077",50.6%
450,4825,269,128,47.6%
451,6273,464,259,55.8%
452,2208,266,156,58.6%
453,2215,269,113,42.0%
454,6274,606,468,77.2%
455,2225,141,80,56.7%
456,8375,154,86,55.8%
457,8324,198,128,64.6%
458,2209,442,161,36.4%
459,2216,311,149,47.9%
460,2196,284,256,90.1%
461,7258,634,423,66.7%
462,4715,434,244,56.2%
463,7157,364,212,58.2%
464,7578,552,473,85.7%
465,6706,998,283,28.4%
466,7415,747,222,29.7%
467,94,704,232,33.0%
468,7445,863,221,25.6%
469,4234,631,197,31.2%
470,4235,521,161,30.9%
471,5250,734,268,36.5%
472,3250,426,168,39.4%
473,3260,"1,382",456,33.0%
474,3257,724,247,34.1%
475,3256,417,119,28.5%
476,3252,341,145,42.5%
477,3255,354,99,28.0%
478,8258,677,552,81.5%
479,7514,79,69,87.3%
480,7539,"4,456","4,456",100.0%
481,0,911,459,50.4%
482,7292,982,367,37.4%
483,7860,845,363,43.0%
484,7293,425,122,28.7%
485,6492,900,817,90.8%
486,8020,411,399,97.1%
487,1958,377,359,95.2%
488,8303,432,415,96.1%
489,1829,297,292,98.3%
490,8302,372,332,89.2%
491,730,302,151,50.0%
492,729,473,218,46.1%
493,732,536,221,41.2%
494,1843,306,152,49.7%
495,7276,"1,029",707,68.7%
496,1849,926,601,64.9%
497,5322,317,148,46.7%
498,1847,305,237,77.7%
499,1893,317,244,77.0%
500,7575,948,380,40.1%
501,8262,414,94,22.7%
502,7727,552,366,66.3%
503,7371,369,331,89.7%
504,8094,374,324,86.6%
505,5217,386,199,51.6%
506,1475,335,124,37.0%
507,6909,332,181,54.5%
508,1480,385,144,37.4%
509,1479,447,212,47.4%
510,7374,415,278,67.0%
511,921,401,242,60.3%
512,8315,"1,111",614,55.3%
513,6236,"1,026",461,44.9%
514,5276,357,187,52.4%
515,1376,372,206,55.4%
516,8415,96,63,65.6%
517,5012,880,372,42.3%
518,8416,908,452,49.8%
519,1374,398,221,55.5%
520,1375,458,227,49.6%
521,8467,774,456,58.9%
522,1370,729,401,55.0%
523,7334,450,256,56.9%
524,7767,409,235,57.5%
525,2510,417,143,34.3%
526,6289,732,263,35.9%
527,6290,947,255,26.9%
528,2506,487,183,37.6%
529,5053,386,135,35.0%
530,7628,"3,127","1,230",39.3%
531,0,"1,492",768,51.5%
532,7143,774,177,22.9%
533,5077,"1,181",301,25.5%
534,3261,190,70,36.8%
535,4711,589,136,23.1%
536,3333,"1,524",289,19.0%
537,3332,525,88,16.8%
538,3411,442,48,10.9%
539,2515,396,248,62.6%
540,8326,404,275,68.1%
541,7056,542,361,66.6%
542,5178,644,322,50.0%
543,6122,204,81,39.7%
544,7450,250,148,59.2%
545,7774,"9,294","5,136",55.3%
546,7510,"1,220","1,090",89.3%
547,3977,375,185,49.3%
548,3978,513,216,42.1%
549,5213,384,205,53.4%
550,5136,303,154,50.8%
551,2517,517,149,28.8%
552,2532,"1,280",418,32.7%
553,5113,690,325,47.1%
554,2531,647,234,36.2%
555,2522,420,215,51.2%
556,2521,599,263,43.9%
557,6268,550,229,41.6%
558,7822,903,424,47.0%
559,6267,594,293,49.3%
560,6898,634,297,46.8%
561,17,"1,227",485,39.5%
562,8224,614,325,52.9%
563,8225,307,170,55.4%
564,6132,338,173,51.2%
565,6133,320,179,55.9%
566,8226,279,144,51.6%
567,6643,523,383,73.2%
568,2097,404,231,57.2%
569,2105,"1,071",733,68.4%
570,5228,"1,175",665,56.6%
571,5048,589,376,63.8%
572,2172,318,209,65.7%
573,4939,513,399,77.8%
574,7284,457,145,31.7%
575,777,848,288,34.0%
576,7651,813,292,35.9%
577,5203,438,216,49.3%
578,6944,307,190,61.9%
579,8087,268,168,62.7%
580,4800,"1,539",555,36.1%
581,6301,"1,169",461,39.4%
582,6302,536,142,26.5%
583,2728,617,271,43.9%
584,2729,631,249,39.5%
585,7300,411,225,54.7%
586,1998,610,362,59.3%
587,1997,421,264,62.7%
588,7793,497,308,62.0%
589,8311,458,312,68.1%
590,3868,400,177,44.3%
591,3869,363,156,43.0%
592,1088,538,66,12.3%
593,5096,"1,605",156,9.7%
594,7749,"2,021",290,14.3%
595,1086,775,54,7.0%
596,7208,483,41,8.5%
597,4680,458,42,9.2%
598,8447,950,126,13.3%
599,7657,561,49,8.7%
600,7432,672,49,7.3%
601,6453,814,52,6.4%
602,1087,359,31,8.6%
603,5308,405,72,17.8%
604,1130,759,31,4.1%
605,8469,368,30,8.2%
606,4098,515,245,47.6%
607,6595,636,322,50.6%
608,5037,380,177,46.6%
609,1632,382,142,37.2%
610,1651,413,271,65.6%
611,1654,821,384,46.8%
612,1653,458,255,55.7%
613,1650,295,152,51.5%
614,1645,338,259,76.6%
615,7194,349,187,53.6%
616,5179,495,237,47.9%
617,8446,"1,379",240,17.4%
618,2858,666,150,22.5%
619,5341,795,147,18.5%
620,7624,97,83,85.6%
621,7290,726,595,82.0%
622,5277,"1,132",0,0.0%
623,1701,"2,809",561,20.0%
624,6714,938,215,22.9%
625,1700,492,81,16.5%
626,5020,479,74,15.4%
627,1697,357,159,44.5%
628,1698,523,117,22.4%
629,4849,"1,311",278,21.2%
630,1696,550,71,12.9%
631,1699,454,83,18.3%
632,1695,576,145,25.2%
633,8438,925,187,20.2%
634,6238,549,246,44.8%
635,1529,489,255,52.1%
636,2868,600,200,33.3%
637,5150,589,152,25.8%
638,2869,796,196,24.6%
639,7596,525,131,25.0%
640,8132,"1,544",558,36.1%
641,6598,"1,061",364,34.3%
642,4553,"1,928",581,30.1%
643,4546,186,99,53.2%
644,4701,158,39,24.7%
645,4547,487,114,23.4%
646,4551,603,216,35.8%
647,4549,459,154,33.6%
648,4810,"1,098",298,27.1%
649,8285,692,238,34.4%
650,7544,811,256,31.6%
651,8007,613,160,26.1%
652,3424,530,146,27.5%
653,3425,661,164,24.8%
654,8201,551,201,36.5%
655,4833,528,189,35.8%
656,7627,32,,100.0%
657,5278,"1,012",529,52.3%
658,8425,324,137,42.3%
659,511,376,143,38.0%
660,513,567,137,24.2%
661,7595,458,125,27.3%
662,6695,429,136,31.7%
663,0,381,235,61.7%
664,7058,560,14,2.5%
665,7057,584,24,4.1%
666,7162,460,173,37.6%
667,5261,"1,517",484,31.9%
668,3865,523,173,33.1%
669,3864,495,206,41.6%
670,7408,545,217,39.8%
671,7625,508,232,45.7%
672,3866,413,130,31.5%
673,4351,472,220,46.6%
674,4352,569,226,39.7%
675,6927,860,423,49.2%
676,7731,476,120,25.2%
677,4801,"1,225",260,21.2%
678,7186,495,126,25.5%
679,6678,841,181,21.5%
680,1749,471,115,24.4%
681,7775,582,362,62.2%
682,2539,917,307,33.5%
683,8228,953,388,40.7%
684,7165,463,196,42.3%
685,7786,646,254,39.3%
686,8229,467,214,45.8%
687,4558,"1,004",404,40.2%
688,6283,567,291,51.3%
689,4557,498,252,50.6%
690,7555,476,219,46.0%
691,4556,481,251,52.2%
692,1391,487,89,18.3%
693,7266,575,82,14.3%
694,1431,530,35,6.6%
695,7759,"1,720",214,12.4%
696,1387,"1,736",260,15.0%
697,7517,"1,126",131,11.6%
698,8174,825,34,4.1%
699,5011,538,113,21.0%
700,6476,641,83,12.9%
701,7516,"1,107",122,11.0%
702,8309,"1,044",125,12.0%
703,1432,436,18,4.1%
704,7265,602,26,4.3%
705,7990,598,51,8.5%
706,6621,485,37,7.6%
707,6477,629,49,7.8%
708,7550,177,159,89.8%
709,2385,329,198,60.2%
710,1541,"1,122",652,58.1%
711,6156,"1,029",515,50.0%
712,6157,324,159,49.1%
713,1532,263,121,46.0%
714,6918,397,258,65.0%
715,6591,789,340,43.1%
716,8312,703,229,32.6%
717,7908,410,357,87.1%
718,8340,749,424,56.6%
719,8339,789,483,61.2%
720,3021,218,98,45.0%
721,3018,150,56,37.3%
722,6364,761,275,36.1%
723,3019,551,243,44.1%
724,2799,359,114,31.8%
725,2809,"2,868",742,25.9%
726,7560,887,178,20.1%
727,2808,277,112,40.4%
728,2802,430,177,41.2%
729,7559,"1,109",373,33.6%
730,2804,526,140,26.6%
731,5239,658,148,22.5%
732,4827,530,157,29.6%
733,8133,683,146,21.4%
734,5220,816,294,36.0%
735,1707,780,235,30.1%
736,1705,543,196,36.1%
737,4850,459,162,35.3%
738,7536,356,223,62.6%
739,8016,641,317,49.5%
740,7641,996,465,46.7%
741,6935,"1,332",582,43.7%
742,3204,451,296,65.6%
743,7366,946,473,50.0%
744,7642,685,388,56.6%
745,3201,430,263,61.2%
746,7411,470,237,50.4%
747,3202,361,180,49.9%
748,4822,522,188,36.0%
749,2552,522,254,48.7%
750,2500,477,194,40.7%
751,7209,495,211,42.6%
752,2554,983,359,36.5%
753,4707,558,262,47.0%
754,8137,603,248,41.1%
755,6612,581,226,38.9%
756,2740,732,263,35.9%
757,6611,330,144,43.6%
758,2735,223,61,27.4%
759,6174,492,247,50.2%
760,4559,389,179,46.0%
761,4564,713,312,43.8%
762,7439,608,282,46.4%
763,6285,362,157,43.4%
764,4563,346,186,53.8%
765,4915,532,370,69.5%
766,3482,"2,875","1,412",49.1%
767,8351,"2,138","1,044",48.8%
768,3477,403,121,30.0%
769,3478,293,129,44.0%
770,3473,618,291,47.1%
771,5350,558,458,82.1%
772,8058,643,184,28.6%
773,5064,562,213,37.9%
774,8391,369,231,62.6%
775,136,294,62,21.1%
776,4804,562,207,36.8%
777,144,686,237,34.5%
778,8115,201,82,40.8%
779,142,194,86,44.3%
780,139,349,161,46.1%
781,2555,227,47,20.7%
782,8190,930,321,34.5%
783,2561,398,152,38.2%
784,6862,653,225,34.5%
785,2562,"1,242",330,26.6%
786,2558,202,77,38.1%
787,2559,221,50,22.6%
788,6417,637,357,56.0%
789,6418,535,275,51.4%
790,8166,262,132,50.4%
791,2675,723,344,47.6%
792,8167,376,207,55.1%
793,8165,256,128,50.0%
794,8028,896,239,26.7%
795,2564,275,121,44.0%
796,2568,476,184,38.7%
797,8458,675,302,44.7%
798,6712,678,280,41.3%
799,6293,"1,294",478,36.9%
800,2563,346,178,51.4%
801,2570,420,186,44.3%
802,2003,435,399,91.7%
803,8419,652,581,89.1%
804,2004,424,383,90.3%
805,8417,"2,149","1,652",76.9%
806,2001,612,431,70.4%
807,2009,576,473,82.1%
808,2011,476,381,80.0%
809,2021,607,408,67.2%
810,2013,456,360,78.9%
811,2016,514,469,91.2%
812,7515,860,344,40.0%
813,2018,485,400,82.5%
814,7035,560,521,93.0%
815,8420,824,598,72.6%
816,2025,771,598,77.6%
817,5045,693,426,61.5%
818,8163,450,449,99.8%
819,7665,"1,634","1,356",83.0%
820,8216,445,426,95.7%
821,7564,521,350,67.2%
822,735,90,51,56.7%
823,7006,462,260,56.3%
824,7897,396,232,58.6%
825,7898,289,168,58.1%
826,7866,105,0,0.0%
827,8325,"1,325",934,70.5%
828,787,581,183,31.5%
829,788,"1,303",338,25.9%
830,6731,377,169,44.8%
831,786,430,158,36.7%
832,783,560,159,28.4%
833,7755,623,221,35.5%
834,6270,335,73,21.8%
835,6269,324,50,15.4%
836,7322,284,67,23.6%
837,7466,676,164,24.3%
838,6737,546,115,21.1%
839,2032,587,123,21.0%
840,6826,167,92,55.1%
841,7508,126,53,42.1%
842,2201,139,61,43.9%
843,7119,357,357,100.0%
844,5248,281,281,100.0%
845,4842,575,344,59.8%
846,7746,146,97,66.4%
847,1225,262,152,58.0%
848,1223,341,199,58.4%
849,7744,"1,875","1,252",66.8%
850,791,239,86,36.0%
851,6311,755,273,36.2%
852,5023,847,259,30.6%
853,8057,571,183,32.0%
854,7857,502,264,52.6%
855,5016,716,296,41.3%
856,6840,213,121,56.8%
857,2246,146,64,43.8%
858,6160,72,42,58.3%
859,6159,79,41,51.9%
860,6701,138,73,52.9%
861,6161,121,61,50.4%
862,6420,456,262,57.5%
863,6419,324,141,43.5%
864,6899,983,464,47.2%
865,8382,827,400,48.4%
866,7187,480,234,48.8%
867,4242,493,224,45.4%
868,5328,563,275,48.8%
869,2037,657,331,50.4%
870,5226,127,67,52.8%
871,2036,392,153,39.0%
872,2035,365,206,56.4%
873,147,935,208,22.2%
874,149,374,21,5.6%
875,156,"1,333",293,22.0%
876,6780,367,87,23.7%
877,153,394,167,42.4%
878,461,672,88,13.1%
879,4667,443,336,75.8%
880,4106,857,420,49.0%
881,4101,344,170,49.4%
882,6166,231,134,58.0%
883,5119,462,195,42.2%
884,7602,776,138,17.8%
885,4360,"1,137",179,15.7%
886,7163,604,120,19.9%
887,4354,238,41,17.2%
888,4357,614,58,9.4%
889,8123,954,505,52.9%
890,7666,"1,192",722,60.6%
891,6686,520,258,49.6%
892,2126,340,137,40.3%
893,7176,251,104,41.4%
894,8150,698,630,90.3%
895,8357,436,234,53.7%
896,8356,407,213,52.3%
897,6563,426,164,38.5%
898,591,600,105,17.5%
899,8346,445,114,25.6%
900,594,582,136,23.4%
901,592,258,117,45.3%
902,7586,"1,016",789,77.7%
903,7192,125,15,12.0%
904,6223,340,209,61.5%
905,7714,451,38,8.4%
906,6506,748,66,8.8%
907,7486,727,60,8.3%
908,1869,"1,569",119,7.6%
909,7313,"1,179",84,7.1%
910,161,323,207,64.1%
911,157,251,108,43.0%
912,167,561,293,52.2%
913,170,"1,088",560,51.5%
914,169,511,312,61.1%
915,5191,365,164,44.9%
916,165,331,144,43.5%
917,2038,409,152,37.2%
918,2040,709,267,37.7%
919,5225,660,259,39.2%
920,2039,337,120,35.6%
921,8176,376,171,45.5%
922,6271,"1,141",377,33.0%
923,10,783,361,46.1%
924,5126,394,214,54.3%
925,7592,415,201,48.4%
926,8147,235,71,30.2%
927,8161,249,177,71.1%
928,2042,642,378,58.9%
929,2043,491,254,51.7%
930,6777,500,310,62.0%
931,6952,363,184,50.7%
932,5219,351,163,46.4%
933,7639,687,687,100.0%
934,8390,615,615,100.0%
935,793,522,192,36.8%
936,794,437,229,52.4%
937,801,723,342,47.3%
938,802,"1,447",626,43.3%
939,6794,626,301,48.1%
940,8096,462,228,49.4%
941,1368,365,31,8.5%
942,7695,570,67,11.8%
943,1424,"1,337",186,13.9%
944,1422,"1,072",163,15.2%
945,6479,579,107,18.5%
946,1461,505,88,17.4%
947,6193,"1,043",629,60.3%
948,5288,400,300,75.0%
949,8405,"1,252","1,152",92.0%
950,1252,667,528,79.2%
951,1251,937,774,82.6%
952,8314,44,35,79.5%
953,4379,531,217,40.9%
954,6957,587,181,30.8%
955,4845,"1,264",392,31.0%
956,4386,662,353,53.3%
957,4380,591,118,20.0%
958,7768,521,362,69.5%
959,8430,536,384,71.6%
960,5242,720,457,63.5%
961,8429,489,354,72.4%
962,7748,674,40,5.9%
963,2202,681,221,32.5%
964,5117,773,235,30.4%
965,7427,645,218,33.8%
966,2206,928,227,24.5%
967,5282,306,177,57.8%
968,7329,597,198,33.2%
969,4373,782,300,38.4%
970,4372,634,338,53.3%
971,5166,316,189,59.8%
972,5165,307,98,31.9%
973,8428,667,406,60.9%
974,3137,627,302,48.2%
975,7062,347,125,36.0%
976,6341,244,79,32.4%
