,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution
276,1414.0,184,131,71.2,116,133,72.28,2,1.09,15
278,1406.0,367,341,92.92,336,342,93.19,1,0.27,5
280,1420.0,278,213,76.62,202,224,80.58,11,3.96,11
281,1426.0,213,177,83.1,174,180,84.51,3,1.41,3
283,1423.0,507,494,97.44,494,496,97.83,2,0.39,0
285,1443.0,325,316,97.23,316,319,98.15,3,0.92,0
286,1453.0,337,307,91.1,302,307,91.1,0,0.0,5
287,6734.0,293,262,89.42,258,262,89.42,0,0.0,4
288,7894.0,337,313,92.88,304,314,93.18,1,0.3,9
290,7824.0,145,72,49.66,60,72,49.66,0,0.0,12
291,7858.0,1067,478,44.8,445,576,53.98,98,9.18,33
292,4664.0,65,26,40.0,26,32,49.23,6,9.23,0
293,1475.0,60,47,78.33,47,49,81.67,2,3.33,0
295,1480.0,86,50,58.14,47,53,61.63,3,3.49,3
297,1486.0,75,52,69.33,50,55,73.33,3,4.0,2
299,1489.0,58,39,67.24,38,39,67.24,0,0.0,1
301,1495.0,93,45,48.39,37,46,49.46,1,1.08,8
302,1501.0,53,36,67.92,32,36,67.92,0,0.0,4
303,6156.0,287,179,62.37,162,189,65.85,10,3.48,17
304,6236.0,212,120,56.6,106,136,64.15,16,7.55,14
305,1529.0,88,51,57.95,43,60,68.18,9,10.23,8
306,5219.0,58,34,58.62,32,38,65.52,4,6.9,2
308,1547.0,24,9,37.5,6,13,54.17,4,16.67,3
309,1550.0,78,41,52.56,32,44,56.41,3,3.85,9
310,1560.0,126,85,67.46,74,87,69.05,2,1.59,11
312,1566.0,84,53,63.1,45,54,64.29,1,1.19,8
313,7635.0,23,9,39.13,9,13,56.52,4,17.39,0
314,1570.0,1,0,0.0,0,0,0.0,0,0.0,0
315,6241.0,44,3,6.82,3,4,9.09,1,2.27,0
316,7589.0,317,187,58.99,157,193,60.88,6,1.89,30
317,1595.0,42,28,66.67,27,28,66.67,0,0.0,1
319,1605.0,190,146,76.84,138,148,77.89,2,1.05,8
320,1612.0,114,89,78.07,88,91,79.82,2,1.75,1
322,1619.0,137,103,75.18,102,104,75.91,1,0.73,1
324,5178.0,134,65,48.51,65,65,48.51,0,0.0,0
325,1623.0,33,17,51.52,17,21,63.64,4,12.12,0
326,1627.0,113,96,84.96,96,96,84.96,0,0.0,0
328,7567.0,33,19,57.58,16,19,57.58,0,0.0,3
329,8224.0,164,89,54.27,76,92,56.1,3,1.83,13
330,1632.0,68,32,47.06,32,32,47.06,0,0.0,0
331,1654.0,196,106,54.08,100,119,60.71,13,6.63,6
333,1629.0,82,54,65.85,48,56,68.29,2,2.44,6
334,6136.0,83,49,59.04,43,49,59.04,0,0.0,6
335,6942.0,67,39,58.21,37,40,59.7,1,1.49,2
337,1677.0,233,166,71.24,162,170,72.96,4,1.72,4
338,1682.0,108,98,90.74,98,98,90.74,0,0.0,0
340,1694.0,331,231,69.79,231,235,71.0,4,1.21,0
342,1701.0,683,547,80.09,545,550,80.53,3,0.44,2
344,1707.0,185,143,77.3,142,148,80.0,5,2.7,1
346,5098.0,258,214,82.95,211,217,84.11,3,1.16,3
347,5221.0,221,146,66.06,140,153,69.23,7,3.17,6
349,6328.0,153,104,67.97,100,104,67.97,0,0.0,4
350,7774.0,643,238,37.01,238,319,49.61,81,12.6,0
351,1745.0,396,316,79.8,309,316,79.8,0,0.0,7
352,1746.0,309,212,68.61,210,227,73.46,15,4.85,2
354,5278.0,208,94,45.19,87,100,48.08,6,2.88,7
355,4801.0,271,235,86.72,233,239,88.19,4,1.48,2
357,6330.0,64,47,73.44,47,48,75.0,1,1.56,0
358,6333.0,187,70,37.43,70,70,37.43,0,0.0,0
359,7902.0,86,82,95.35,82,83,96.51,1,1.16,0
360,1776.0,297,202,68.01,198,207,69.7,5,1.68,4
361,7844.0,4,0,0.0,0,0,0.0,0,0.0,0
363,1790.0,156,128,82.05,80,131,83.97,3,1.92,48
364,1794.0,51,40,78.43,36,41,80.39,1,1.96,4
365,8278.0,19,16,84.21,16,17,89.47,1,5.26,0
366,1801.0,81,48,59.26,48,54,66.67,6,7.41,0
368,1806.0,234,188,80.34,184,199,85.04,11,4.7,4
370,6340.0,105,66,62.86,56,71,67.62,5,4.76,10
372,6492.0,110,0,0.0,0,0,0.0,0,0.0,0
373,8303.0,93,0,0.0,0,0,0.0,0,0.0,0
374,1849.0,219,153,69.86,148,164,74.89,11,5.02,5
376,1869.0,373,336,90.08,336,336,90.08,0,0.0,0
377,1879.0,427,398,93.21,394,401,93.91,3,0.7,4
379,1885.0,240,194,80.83,190,198,82.5,4,1.67,4
381,1902.0,265,235,88.68,228,240,90.57,5,1.89,7
383,1915.0,263,178,67.68,178,181,68.82,3,1.14,0
385,1921.0,293,265,90.44,265,275,93.86,10,3.41,0
387,1934.0,480,388,80.83,380,400,83.33,12,2.5,8
388,1942.0,323,285,88.24,284,296,91.64,11,3.41,1
390,6516.0,254,160,62.99,159,178,70.08,18,7.09,1
391,1950.0,294,279,94.9,272,283,96.26,4,1.36,7
392,1972.0,814,660,81.08,633,674,82.8,14,1.72,27
394,5287.0,268,239,89.18,236,239,89.18,0,0.0,3
396,8231.0,329,179,54.41,169,185,56.23,6,1.82,10
398,6218.0,44,31,70.45,29,32,72.73,1,2.27,2
399,1989.0,55,43,78.18,41,43,78.18,0,0.0,2
400,5169.0,151,103,68.21,90,107,70.86,4,2.65,13
401,7770.0,59,43,72.88,42,43,72.88,0,0.0,1
402,1998.0,158,83,52.53,69,89,56.33,6,3.8,14
404,2026.0,173,114,65.9,108,115,66.47,1,0.58,6
405,2027.0,116,68,58.62,52,68,58.62,0,0.0,16
406,7294.0,149,83,55.7,65,85,57.05,2,1.34,18
407,7515.0,198,195,98.48,195,196,98.99,1,0.51,0
409,6737.0,123,102,82.93,102,102,82.93,0,0.0,0
410,2037.0,162,104,64.2,94,112,69.14,8,4.94,10
412,2040.0,178,135,75.84,129,140,78.65,5,2.81,6
413,2043.0,128,78,60.94,67,87,67.97,9,7.03,11
415,7948.0,149,108,72.48,104,111,74.5,3,2.01,4
417,4817.0,103,63,61.17,55,65,63.11,2,1.94,8
418,8071.0,541,400,73.94,380,406,75.05,6,1.11,20
420,6145.0,114,77,67.54,74,82,71.93,5,4.39,3
421,6745.0,119,70,58.82,58,70,58.82,0,0.0,12
422,2075.0,78,40,51.28,40,46,58.97,6,7.69,0
424,6148.0,107,64,59.81,50,70,65.42,6,5.61,14
425,6001.0,280,145,51.79,128,163,58.21,18,6.43,17
426,4818.0,103,65,63.11,54,67,65.05,2,1.94,11
428,5228.0,227,156,68.72,156,175,77.09,19,8.37,0
429,2126.0,73,49,67.12,48,52,71.23,3,4.11,1
430,6600.0,245,178,72.65,155,178,72.65,0,0.0,23
431,6643.0,103,15,14.56,14,22,21.36,7,6.8,1
432,2184.0,198,124,62.63,118,128,64.65,4,2.02,6
434,6159.0,19,9,47.37,9,9,47.37,0,0.0,0
435,6161.0,23,14,60.87,14,14,60.87,0,0.0,0
436,2191.0,462,285,61.69,278,305,66.02,20,4.33,7
437,8244.0,115,45,39.13,38,45,39.13,0,0.0,7
439,2201.0,38,9,23.68,9,10,26.32,1,2.63,0
440,2206.0,209,139,66.51,135,147,70.33,8,3.83,4
442,6280.0,180,100,55.56,99,104,57.78,4,2.22,1
444,2243.0,303,210,69.31,205,227,74.92,17,5.61,5
446,6252.0,53,28,52.83,27,29,54.72,1,1.89,1
447,2246.0,29,15,51.72,15,15,51.72,0,0.0,0
448,2253.0,59,36,61.02,35,39,66.1,3,5.08,1
449,7112.0,67,45,67.16,37,47,70.15,2,2.99,8
450,5118.0,137,89,64.96,76,92,67.15,3,2.19,13
452,2280.0,57,25,43.86,23,27,47.37,2,3.51,2
453,2284.0,43,17,39.53,17,27,62.79,10,23.26,0
454,7136.0,49,15,30.61,14,16,32.65,1,2.04,1
455,2305.0,135,82,60.74,76,86,63.7,4,2.96,6
456,2308.0,55,43,78.18,43,44,80.0,1,1.82,0
457,7944.0,97,55,56.7,40,62,63.92,7,7.22,15
458,2313.0,89,52,58.43,50,55,61.8,3,3.37,2
459,7762.0,32,4,12.5,4,4,12.5,0,0.0,0
460,2353.0,54,46,85.19,40,47,87.04,1,1.85,6
461,4706.0,77,46,59.74,38,48,62.34,2,2.6,8
463,2331.0,60,39,65.0,36,42,70.0,3,5.0,3
464,2325.0,212,168,79.25,160,170,80.19,2,0.94,8
465,2339.0,106,59,55.66,52,68,64.15,9,8.49,7
466,2345.0,57,28,49.12,27,35,61.4,7,12.28,1
467,2350.0,72,49,68.06,32,49,68.06,0,0.0,17
469,2358.0,76,50,65.79,50,54,71.05,4,5.26,0
470,2362.0,66,40,60.61,35,40,60.61,0,0.0,5
472,6162.0,99,49,49.49,49,61,61.62,12,12.12,0
474,5180.0,73,23,31.51,17,26,35.62,3,4.11,6
475,6165.0,151,106,70.2,91,108,71.52,2,1.32,15
476,2394.0,83,44,53.01,44,45,54.22,1,1.2,0
477,6255.0,120,62,51.67,50,63,52.5,1,0.83,12
478,5091.0,272,239,87.87,238,244,89.71,5,1.84,1
479,2420.0,105,71,67.62,68,77,73.33,6,5.71,3
480,2429.0,121,102,84.3,99,105,86.78,3,2.48,3
481,6404.0,104,72,69.23,72,81,77.88,9,8.65,0
482,8304.0,134,78,58.21,75,82,61.19,4,2.99,3
483,2446.0,208,160,76.92,152,170,81.73,10,4.81,8
484,2449.0,72,53,73.61,53,60,83.33,7,9.72,0
486,2496.0,100,65,65.0,63,70,70.0,5,5.0,2
487,2489.0,195,126,64.62,116,130,66.67,4,2.05,10
488,6413.0,368,246,66.85,246,271,73.64,25,6.79,0
490,6775.0,180,154,85.56,149,156,86.67,2,1.11,5
492,6290.0,207,125,60.39,119,130,62.8,5,2.42,6
493,2515.0,85,32,37.65,32,39,45.88,7,8.24,0
495,2532.0,333,218,65.47,194,218,65.47,0,0.0,24
496,2539.0,191,120,62.83,104,125,65.45,5,2.62,16
497,2554.0,248,145,58.47,141,147,59.27,2,0.81,4
499,2562.0,273,178,65.2,175,179,65.57,1,0.37,3
501,6293.0,321,190,59.19,174,208,64.8,18,5.61,16
503,7538.0,17,5,29.41,5,11,64.71,6,35.29,0
504,2578.0,500,358,71.6,350,370,74.0,12,2.4,8
506,2607.0,274,212,77.37,186,212,77.37,0,0.0,26
507,2596.0,592,427,72.13,403,445,75.17,18,3.04,24
508,7922.0,128,80,62.5,71,95,74.22,15,11.72,9
510,2618.0,182,131,71.98,116,136,74.73,5,2.75,15
512,2623.0,429,373,86.95,364,385,89.74,12,2.8,9
514,2633.0,425,270,63.53,255,274,64.47,4,0.94,15
516,2649.0,135,78,57.78,71,86,63.7,8,5.93,7
518,2658.0,256,131,51.17,111,142,55.47,11,4.3,20
520,2663.0,358,250,69.83,232,258,72.07,8,2.23,18
521,2675.0,133,80,60.15,80,90,67.67,10,7.52,0
523,2680.0,115,98,85.22,91,102,88.7,4,3.48,7
524,4940.0,120,33,27.5,32,38,31.67,5,4.17,1
525,2686.0,106,75,70.75,71,86,81.13,11,10.38,4
526,2689.0,88,83,94.32,81,83,94.32,0,0.0,2
528,2704.0,183,130,71.04,118,136,74.32,6,3.28,12
530,2708.0,96,78,81.25,77,85,88.54,7,7.29,1
532,2712.0,55,42,76.36,36,44,80.0,2,3.64,6
533,2721.0,92,64,69.57,64,76,82.61,12,13.04,0
535,2725.0,119,98,82.35,85,99,83.19,1,0.84,13
537,4800.0,365,207,56.71,197,212,58.08,5,1.37,10
539,2740.0,178,117,65.73,117,117,65.73,0,0.0,0
541,5155.0,223,106,47.53,99,106,47.53,0,0.0,7
543,2760.0,182,107,58.79,93,107,58.79,0,0.0,14
545,2766.0,197,130,65.99,129,130,65.99,0,0.0,1
546,2794.0,499,320,64.13,315,344,68.94,24,4.81,5
547,2795.0,386,305,79.02,292,315,81.61,10,2.59,13
549,2798.0,117,93,79.49,91,94,80.34,1,0.85,2
551,2809.0,593,469,79.09,464,470,79.26,1,0.17,5
552,7629.0,41,37,90.24,37,38,92.68,1,2.44,0
553,2818.0,131,102,77.86,99,105,80.15,3,2.29,3
555,2821.0,178,153,85.96,150,153,85.96,0,0.0,3
557,2829.0,772,648,83.94,644,648,83.94,0,0.0,4
559,2833.0,132,107,81.06,107,107,81.06,0,0.0,0
560,2839.0,282,163,57.8,163,165,58.51,2,0.71,0
562,2848.0,320,260,81.25,260,260,81.25,0,0.0,0
563,8125.0,38,35,92.11,30,35,92.11,0,0.0,5
564,2860.0,252,197,78.17,193,197,78.17,0,0.0,4
565,2869.0,217,177,81.57,174,183,84.33,6,2.76,3
566,5242.0,137,92,67.15,92,94,68.61,2,1.46,0
568,2891.0,139,105,75.54,105,110,79.14,5,3.6,0
570,7348.0,669,437,65.32,417,441,65.92,4,0.6,20
572,2924.0,110,87,79.09,83,89,80.91,2,1.82,4
574,2958.0,103,78,75.73,77,79,76.7,1,0.97,1
576,5058.0,271,204,75.28,203,221,81.55,17,6.27,1
577,5059.0,101,61,60.4,60,61,60.4,0,0.0,1
578,3007.0,244,1,0.41,1,1,0.41,0,0.0,0
579,3008.0,106,67,63.21,65,68,64.15,1,0.94,2
580,3009.0,128,107,83.59,105,109,85.16,2,1.56,2
582,6390.0,171,144,84.21,138,152,88.89,8,4.68,6
584,6391.0,297,232,78.11,231,242,81.48,10,3.37,1
586,6364.0,138,92,66.67,90,93,67.39,1,0.72,2
588,3034.0,173,100,57.8,97,102,58.96,2,1.16,3
589,4828.0,104,64,61.54,63,87,83.65,23,22.12,1
590,3040.0,65,39,60.0,29,42,64.62,3,4.62,10
591,3045.0,144,104,72.22,103,105,72.92,1,0.69,1
592,3048.0,72,52,72.22,52,54,75.0,2,2.78,0
593,3056.0,77,56,72.73,56,56,72.73,0,0.0,0
594,6368.0,337,193,57.27,193,201,59.64,8,2.37,0
596,4691.0,182,122,67.03,116,128,70.33,6,3.3,6
598,5245.0,92,59,64.13,59,62,67.39,3,3.26,0
599,3107.0,56,34,60.71,30,38,67.86,4,7.14,4
600,3111.0,61,34,55.74,34,37,60.66,3,4.92,0
602,3117.0,84,46,54.76,45,48,57.14,2,2.38,1
603,6122.0,44,31,70.45,24,31,70.45,0,0.0,7
604,5248.0,65,41,63.08,33,43,66.15,2,3.08,8
606,3137.0,110,65,59.09,62,73,66.36,8,7.27,3
607,7506.0,37,8,21.62,0,15,40.54,7,18.92,8
608,3145.0,157,115,73.25,111,123,78.34,8,5.1,4
609,6125.0,44,21,47.73,20,24,54.55,3,6.82,1
610,3150.0,146,118,80.82,111,119,81.51,1,0.68,7
612,6126.0,52,37,71.15,29,37,71.15,0,0.0,8
613,3155.0,100,58,58.0,51,60,60.0,2,2.0,7
614,3158.0,113,69,61.06,64,73,64.6,4,3.54,5
615,3165.0,101,70,69.31,55,72,71.29,2,1.98,15
617,8093.0,113,72,63.72,59,75,66.37,3,2.65,13
618,3124.0,91,68,74.73,65,70,76.92,2,2.2,3
619,6129.0,87,57,65.52,53,59,67.82,2,2.3,4
620,8187.0,413,219,53.03,188,230,55.69,11,2.66,31
621,7866.0,11,9,81.82,9,9,81.82,0,0.0,0
622,6935.0,357,266,74.51,266,286,80.11,20,5.6,0
623,7641.0,278,182,65.47,182,205,73.74,23,8.27,0
624,3210.0,430,301,70.0,289,308,71.63,7,1.63,12
626,3216.0,369,255,69.11,252,267,72.36,12,3.25,3
627,7738.0,462,303,65.58,299,311,67.32,8,1.73,4
628,3224.0,443,328,74.04,326,328,74.04,0,0.0,2
629,7687.0,211,110,52.13,110,129,61.14,19,9.0,0
630,3241.0,540,464,85.93,463,466,86.3,2,0.37,1
632,3260.0,324,292,90.12,289,295,91.05,3,0.93,3
