Schl,Federal - Non-Personnel,Federal - Personnel,Local - Non-Personnel,Local - Personnel,State - Non-Personnel,State - Personnel
7941,34.2,278.81,2253.3,6952.09,1018.29,3141.73
7943,319.48,1839.02,1567.75,6810.09,1157.28,5027.06
7944,253.76,1001.64,1141.9,4507.36,2833.61,11184.92
7946,16.93,372.47,148.18,3261.01,125.58,2763.6
7948,67.28,131.97,1466.17,5940.04,1261.84,5112.23
7950,0,81.49,1199.8,3964.51,1365,5745.28
7951,54.52,444.19,1663.7,4715.46,1095.09,5222.5
7952,33.23,197,1598.07,9475.42,478.1,2834.81
7953,11.52,180.51,1982.45,7774.47,838.33,3287.64
7954,12.42,538.62,1961.73,8092.86,829.57,3422.28
7957,0,16.75,1341.94,11224.76,443.74,3711.72
7960,115.38,955.67,8536.74,4201.78,0,0
7961,272.27,979.13,8120.24,5946.97,0,70.35
7962,27.44,192.65,1189.43,6333.73,629.27,3350.86
7963,212.18,1782.19,1818.43,7547.71,90.85,385.69
7978,3.56,1195.56,559.79,6507.5,0,1122.83
7979,88.2,1240.12,4445.05,6043.36,164.33,52.6
7981,0,1065.48,4730.74,9586.37,0,0
7984,9.45,811.41,476.07,2149.68,1740.25,7858.16
7985,0,1237.31,5156.26,8044.68,201.36,18.06
7986,51.04,386.51,661.35,3238.19,1622.27,7618.25
7987,238.8,821.34,570.74,4580.65,759.96,6099.34
7988,232.76,14.17,681.63,4477.13,907.63,5961.51
7990,62.41,55.15,1545.52,7678.92,456.61,2268.64
7992,29.08,929.65,2575.94,11203.28,12.33,338.62
7993,16.85,433.76,1621.2,6876.08,916.66,3887.9
7994,0.1,0.19,3.25,18.38,0.83,4.7
7996,15.61,205.46,1771.88,7686.74,414.2,1796.87
7997,15.97,0,2010.45,9265.4,469.97,2165.9
7998,15.96,454.85,2219.92,9440,518.93,2206.72
7999,15.87,171.86,1839.6,9357.39,430.03,2187.41
8000,0,37.47,1310.19,6501.83,2362.81,11725.42
8001,0.02,0.23,1.71,12.02,0.2,1.73
8002,0.06,0.34,3.54,23.23,0.4,3.34
8003,72.29,898.97,1050.04,5195.29,1345.68,6657.99
8004,46.35,232.92,2020.53,10153.94,786.34,3951.65
8005,58.34,1088.21,2481.39,13744.83,58.84,440.89
8006,54.25,653.17,1371.98,5803.81,541.92,3564.12
8007,56.19,0,240.25,670.04,120.11,334.97
8008,33.82,412.97,1914.55,9740.41,20.29,88.05
8010,65.92,495.25,1692.59,12717.09,796.35,5983.27
8016,117.53,914.96,1780.86,10196.33,755.88,4327.78
8018,185.56,565.57,1921.95,5858.02,1760.58,5366.16
8020,251.53,1357.64,2071,10305.17,27.91,2773.54
8024,89.57,721.56,1327.89,9352.26,0,487.25
8028,192.87,497.15,3495.96,11499.24,46.21,34.48
8029,315.89,2097.46,1835.71,8854.37,95.64,862.58
8031,1379.52,687.57,10250.89,4099.42,0,0
8037,377.13,768.8,3968.68,5806.55,0,258.9
8039,196.81,671.04,1733.76,9072.79,90.53,171.58
8043,63.97,205.34,2024,6496.95,1599.32,5133.72
8044,64.65,207.52,2045.45,6565.8,1616.26,5188.13
8045,62.81,201.62,1987.31,6379.16,1570.32,5040.64
8046,63,202.24,1993.42,6398.78,1575.15,5056.15
8048,13.73,575.66,883.92,6791.17,445.19,3220.31
8049,208.67,86.72,4421.19,21270.8,0,0
8050,13.91,80.05,337.82,8284.14,0,0
8051,32.54,166.1,602.02,3072.92,992.52,5066.16
8052,0,243.06,1898.41,11501.9,0,0
8053,9.12,236.54,1762.13,10820.82,16.74,81.26
8054,10.24,91.85,1875.02,15349.14,16.73,0
8055,8.34,76.82,1862.68,13890.75,16.73,0
8056,8.34,478.63,1547.71,12959.65,16.74,0
8057,40.23,164.69,2000.87,8191.46,960.96,3934.11
8058,46.17,332.83,1031.91,8405.16,615.24,3637.09
8062,102.68,179.56,2046.65,9928.31,699.98,3364.43
8063,501.88,554.91,3953.34,5855.85,2538.19,3759.66
8064,500.97,229.22,4832.24,6204.23,3102.48,3983.34
8065,46.08,170.54,1614.52,5975.45,863.96,3197.57
8066,78.74,1221.4,1020.54,3758.2,2329.89,8579.95
8069,31.7,776.08,1023.73,5279.99,652.29,3364.23
8071,83.15,296.52,1912.17,6255.2,452.06,4536.55
8072,24.64,68.95,3815.39,10678.54,1100.44,3079.91
8073,24.6,64.02,3810.48,9915.29,1099.02,2859.78
8075,24.6,63,3810.56,9756.63,1099.04,2814.02
8076,20.93,862.37,974.16,4301.49,1295.35,5719.71
8083,23.4,1113.23,6991.62,5762.73,91.13,0
8084,63.22,556.88,4515.71,9440.2,0,0
8085,91.76,931.76,2825.35,10532.41,46.78,548.95
8086,147.14,1727.96,5228.9,13535.42,67.97,0
8087,340.24,1104.06,3127.66,11758.09,1355.1,5094.32
8088,113.08,1429.39,2533.04,9183.13,1761.35,6775.64
8090,113.95,1448.1,2324.25,9501.32,1468.06,6294.13
8091,114.09,854.39,2280.28,7858.7,1339.21,5173.87
8094,188.09,1265.51,8960.96,13148.8,881.6,0
8096,30.33,187.71,1428.13,8839.34,523.68,3241.29
8097,32.54,1221.58,1881.72,7595.31,1052.16,4246.91
8098,32.55,1221.93,1847.81,7430.04,1033.2,4154.5
8099,0,0,1905.76,7544.82,1065.6,4218.68
8101,34.48,319.56,749.07,4026.69,610.15,3279.92
8102,26.97,140.11,809.03,9701.83,0,0
8103,23.7,65.21,756.02,4581.63,756.02,4581.63
8105,249.68,1552.99,1836.1,8862.46,1443.24,6966.19
8106,253.45,1576.44,1863.82,8996.27,1465.03,7071.37
8107,251.42,1563.81,1848.89,8924.2,1453.3,7014.71
8108,251.76,1565.91,1851.36,8936.16,1455.25,7024.12
8110,244.84,1522.85,1800.46,8690.44,1415.23,6830.98
8112,215.92,1582.41,1933.71,14171.33,1032.48,7566.62
8115,0,723.11,527.51,7228.07,400.76,5491.36
8116,345.11,901.03,336.42,1534.47,1373.63,6463.77
8117,403.35,634.73,328.69,1745.1,1341.47,7355.2
8124,194.37,979.85,8618.09,5581.23,0,0
8125,186.64,815.95,2876.6,8106.78,0,0
8126,1.44,1.86,14.31,18.46,0.25,0.33
8128,39.85,381.01,3800.64,9680.91,110.92,0
8129,44.84,673.46,7807.31,9212.45,8.03,9.48
8130,20.19,259.52,3185.53,9114.91,0,0
8131,533.75,336.05,4768.77,8552.73,0.2,23.96
8132,0.38,0,1239.44,8383.45,438.64,2946.93
8133,5.59,43.01,1392.99,9014.02,436.7,2825.86
8134,142.65,1.4,1509.68,7340.86,327.14,1590.71
8135,0,0,317.21,2996.14,740.16,6991
8137,0,810.3,1609.23,6976.88,682.49,2958.97
8138,80.94,1255.39,1048.95,3862.8,2394.74,8818.76
8139,7.02,494.08,2845.94,11370.52,776.69,3103.15
8140,125.62,803.86,575.39,3681.85,1038.09,6642.66
8141,21.23,374.19,1127.57,11991.37,261.19,2777.68
8142,0,276.42,1844.89,11247.17,0,0
8145,397.11,1277.29,6140.5,4515.19,0,0
8146,0,0,0,0,0,0
8147,306.57,141.02,4697.27,7360.1,45.82,0
8148,550.35,1467.44,15709.09,2864.41,0,0
8149,1824.73,538.6,9721.53,4098.19,0,0
8150,436.2,1162.24,7710.91,5549.66,0,92.72
8151,1162.89,1027.05,8038.44,6294.31,0,78.67
8152,255.93,934.18,6962.78,5605.16,0,84.78
8153,264.18,954.01,7552.72,6044.6,0,86.06
8154,402.52,1191.29,5908.5,8042.94,93.24,130.7
8155,453.33,1928.83,4973.9,8313.19,306.13,31.34
8156,33.92,585.08,6506.67,11727.58,0,0
8157,0,0,858.03,4824.96,521.75,2933.96
8158,211.72,784.62,2052.74,7376.15,0,58.63
8160,194.49,786.85,3922.14,11184.74,117.37,0
8161,80.49,822.36,4052.31,11199.01,192.4,0
8162,10.7,360.07,980.42,7050.72,602.68,4506.35
8163,1555.06,1543.73,4544.95,8493.57,0,54.91
8165,54.67,719.25,702.36,3518.46,1276.13,6392.69
8166,45.9,291.34,904.23,3531.5,1642.89,6416.39
8167,62.85,839.63,660.56,3383,1200.17,6146.57
8168,299.67,0,617.88,2828.96,1619.65,7415.56
8169,299.67,1514.76,617.88,2828.96,1619.65,7415.56
8171,46.81,553.83,3430.83,10185.14,892.46,2673.68
8172,41.46,279.16,2852.51,9668.75,748.18,2538.12
8173,366.34,1348.94,1038.64,9977.93,2829.82,6244.55
8174,8.69,59.71,1917.95,10009.58,566.63,2957.21
8175,14.03,556.61,1061.48,4210.62,1512.72,6000.6
8176,62.1,708.65,1670.16,7888.38,685.93,3259.72
8177,182.11,65.9,1369.76,12099.92,362.24,3199.93
8178,24.91,15.38,2112.35,11526.67,0,0
8179,9.12,672.14,1657.34,10910.01,382.27,2441.02
8182,97.46,1839.14,856.04,3512.67,1054.34,4326.36
8183,69.07,214.93,1130.77,3503.21,1392.7,4314.71
8184,30.03,291.01,929.86,4420.09,1145.25,5443.99
8185,4.65,223.84,917.62,4288.86,1130.18,5282.35
8186,2.58,211.4,899.62,4368.12,1108.01,5379.98
8187,1.79,189.64,1216.78,4908.66,1498.65,6045.72
8188,53.99,419.65,920.11,4451.19,1208.06,5844.24
8189,31,808.15,994.83,4355.14,1306.18,5718.13
8190,57.49,280.89,1587.55,7756.1,713.97,3488.16
8192,9.99,497.66,940.4,4027.97,1598.23,6845.62
8193,53.25,623.61,9880.23,7745.41,54.07,42.38
8194,87.19,1003.2,7059.18,10218.85,105.56,28.44
8195,0,0,0,0,0,0
8196,0,1662.95,8075.55,4209.43,0,334.33
8197,24.94,923.67,710.85,5295.76,710.85,5295.76
8199,4.85,428.44,1588.39,4510.47,1493.96,4242.31
8200,123.67,344.37,1196.36,12403.36,420.34,4357.94
8201,22.5,1309.01,1599.2,7342.89,651.95,3650.76
8202,2.14,164.21,927.46,5400.13,1045.86,6089.51
8203,257.47,1601.41,1893.34,9138.75,1488.24,7183.36
8204,256.88,1597.73,1888.98,9117.74,1484.81,7166.85
8205,1047.8,941.59,11483.86,3344,0,0
8206,0.59,0.97,5.42,8.92,0.05,0.08
8207,888.82,1993.01,10006.08,6474.33,0,72.55
8208,270.88,976.39,8058.94,5441.6,0,78.8
8209,0,0,0,0,0,0
8211,303.19,214.14,4200.67,7956.56,0,161.13
8214,5.89,563.94,4146.68,10541.6,0,0
8216,193.93,874.5,3135.42,7361.08,38.47,0
8218,34.32,663.39,4589.26,10880.27,21.36,50.65
8219,0,1409.7,1304.51,4677.92,2126.43,7625.28
8220,0,0,963.12,5019.98,1569.95,8182.87
8222,172.43,29.19,1275.51,12371.69,448.15,4346.81
8224,6.24,68.42,2438.65,6308.28,2980.57,7710.12
8225,37.83,135.83,1987.88,5026.12,2429.63,6143.04
8226,44.91,188.21,2259.43,5266.76,2761.52,6437.15
8228,62.09,470.18,1447.98,6497.05,725.85,3256.86
8229,21.07,200.82,1105.66,6953.37,712.26,4479.33
8231,185.47,623.58,1921,6458.9,1759.71,5916.6
8232,93,724.23,545.95,6591.53,0,1976.34
8233,9.65,497.37,807.18,8163.41,522.62,2944.45
8234,4.47,242.2,751.63,8449.71,486.68,3043.38
8235,33.4,1010.45,533.52,2418.43,1867.55,8465.59
8236,57.57,443.47,1478.18,11387.58,695.47,5357.75
8237,189.38,850.53,820.65,3685.64,2146.32,9639.36
8238,184.21,827.33,798.26,3585.09,2087.76,9376.38
8239,179.38,805.62,777.31,3491,2032.97,9130.32
8240,183.31,823.27,794.35,3567.5,2077.52,9330.39
8241,185.86,834.74,805.41,3617.21,2106.46,9460.39
8242,179.91,808.02,779.63,3501.41,2039.03,9157.53
8243,53.2,908.8,1093.89,6263.61,977.08,5593.83
8245,38.57,699.1,211.65,3141.98,269.37,4159.03
8246,43.91,6.01,1527.05,8033.55,404.18,2126.32
8247,354.62,1750.43,296.77,1579.39,1261.36,7154.58
8251,0,1425.63,3518.31,7787.13,0,164.02
8252,185.84,1187.25,7653.89,6190.69,65.19,27.75
8253,4161.27,219.44,2001.48,10554.56,598.79,3157.66
8254,41.57,219.24,1999.62,10544.75,598.23,3154.72
8255,258.88,1610.17,1903.7,9188.75,1496.38,7222.67
8257,0.86,2.14,5.28,13.17,0.04,0.1
8258,148.6,1251.35,6414.24,8866.23,0,0
8259,824.23,1051.64,7696.19,5529.02,0,78.86
8260,73.29,909.36,5365.62,8250.02,0,0
8262,28.88,770.59,3361.69,10105.19,0,0
8263,26.68,259.79,1068.8,7486.14,566.61,1727.37
8264,637.19,1883.08,1128.29,4900.82,1558.12,6767.8
8265,109.34,2033.72,1155.79,4994.2,1596.09,6896.76
8266,320.27,2587.07,1898.4,9081.05,2621.6,12540.5
8267,117.52,1640.64,1163.54,3864.22,1606.79,5336.31
8268,107.45,1303.54,1079.47,4153.87,1490.7,5736.31
8269,39.02,259.89,956.33,6368.85,837.36,5576.57
8273,162.98,450.37,827.53,5646.42,1063.97,7259.68
8274,22.83,227.64,1950.77,7789.03,1308.2,5223.37
8275,74.13,1065.85,1377.37,9780.35,1720.21,3732.59
8276,0,0,973.97,7432.8,0,0
8277,45.78,7.21,1139.66,4802.65,1285.14,5415.75
8278,0,0,4408.51,10350.05,0,0
8279,0,21.21,696.19,4828.1,1010.29,8707
8280,245.29,1386.9,596.35,3247.33,1530.92,8010.18
8281,57.2,440.59,1468.74,11313.52,691.03,5322.9
8282,98.75,227.71,1833.08,10015.72,624.72,3385.91
8283,23.87,35.67,393.11,1645.52,1179.32,4807.5
8284,340.08,1053.91,774.65,2400.61,2419.28,7497.27
8285,53.77,0,239.26,668.91,119.61,334.41
8286,62.13,547.75,1193.65,4088.54,1582.27,5419.69
8287,0,1311.6,3295.73,7913.62,0,216.21
8288,849.88,966.84,8092.47,5458.62,0,0
8290,282.26,1581.13,1053,3892.06,1777.16,6568.67
8291,197.9,888.81,857.58,3851.5,2242.9,10073.16
8292,210.49,2290.26,1730.38,10152.07,90.6,378.42
8293,233.33,2058.87,2150.25,11894.52,90.56,171.65
8294,205.18,1335.91,1923.03,10018.95,97.2,376.93
8296,1185.56,3741.97,1765.3,8913.86,90.78,383.84
8297,250.28,1757.5,1808.94,10010.23,90.68,171.86
8298,194.16,1114.53,7168.75,2923,90.44,171.41
8300,251.14,1562.03,1846.78,8914.02,1451.64,7006.72
8301,0,0,0,0,0,0
8302,166.42,846.5,651.51,12711.1,10.56,34.91
8303,334.8,2379.35,906.58,11210.39,0,0
8304,81.71,463.16,1496.48,8094.54,689.6,3730.1
8305,75.21,29.69,2037.9,15088.21,24.31,0.7
8306,132.91,523.68,7402.18,9419.17,30.41,38.7
8308,130.22,1119.92,246.04,647.45,393.63,0
8309,62.41,55.15,1576.4,9057.93,465.73,2676.06
8310,7.95,29.92,1445.37,5478.18,958.13,3631.48
8311,73.69,1752.6,836.95,3082.43,2325.77,8565.69
8312,82.61,70.97,1175.47,6850.26,757.7,4415.61
8313,176.79,349.52,2250.28,9767.49,760.6,3301.43
8314,0,0,0,0,0,0
8315,82.26,400.6,1026.68,4999.63,1355.61,6601.44
8316,1.29,6.5,6.49,23.26,26.15,93.72
8318,13.24,95.26,2089.82,9605.78,825.26,3787.28
8319,339.46,1051.98,773.23,2396.22,2414.86,7483.58
8320,6.81,285.51,668.46,7065.75,192.49,2034.67
8321,70.8,1659.4,2329.58,10901.05,31.19,0
8322,70.8,1439.98,2335.26,11876.83,31.19,0
8323,23.96,180.08,2797.65,12898.71,0,0
8325,5.82,575.72,1592.28,7403.84,2912.45,337.75
8326,212.86,626.6,1265.73,4342.81,1351.15,4635.91
8327,239.52,1209.97,1602.91,7096.06,1194.98,5290.15
8328,214.92,1090.74,2186.64,10446.86,90.68,171.86
8329,191.9,1351.83,1714.67,13182.36,90.68,171.86
8330,195.78,912.79,1806.37,8602.41,90.86,405.08
8331,195.6,1532.86,1912.1,10861.84,90.68,171.86
8332,203.47,1291.95,1767.39,10716.57,90.68,171.86
8333,46.07,2283.45,197.83,2862.7,440.23,7994.25
8334,122.34,555.53,172.51,2918.3,219.56,3714.2
8335,288.79,960.37,1055.73,3374.78,1781.77,5695.65
8336,32.44,810.92,4769.39,8043.37,0,0
8337,114.92,2116.42,1573.49,10618.43,0,0
8338,31.6,568.11,6458.77,6270.29,0,144.32
8339,0,0,596.71,10795.27,0,0
8340,0,0,1004.17,10821.89,0,0
8342,327.47,740.88,3234.67,5199.42,4636.11,7150.52
8343,85.36,649.15,895.45,5452.89,828.37,5044.39
8344,75.11,32.58,1574.9,6747.42,1456.92,6241.94
8345,8.85,0,1053.57,4988.79,2054.35,9727.62
8346,0,105.63,1173.13,6688.9,872.59,4975.31
8347,106.26,610.53,1621.26,9612.93,485.04,2875.95
8350,26.77,154.27,1536.8,8856.52,576.35,3321.51
8351,47.42,341.9,1200.34,8225.55,693.38,3563.08
8352,113.47,1299.63,2419.42,8903.81,1420.93,5229.24
8353,53.21,881.57,4745.77,1398.54,0,12458.8
8354,0,508.87,28.42,5495.85,19.35,3740.87
8355,134.99,478.25,939.9,10620.79,445.46,5453.32
8356,31.09,217.91,377.04,4682.13,1456.16,8187.26
8357,56.95,758.61,227.16,1140.83,1448.84,8745.83
8358,77.85,1176.04,8836.95,5069.37,0,0
8359,210.54,1500.98,5732.57,6972.73,170.78,15.7
8360,513.01,1009.22,7369.93,5799.14,161.58,0
8361,490.76,1363.7,5828.53,6012.92,140.32,0
8363,73.8,1021.47,9498.34,5848.75,0,0
8364,111.84,489.18,534.27,2605.05,1444.5,7043.29
8365,293.4,1055.32,7992.6,4991.79,0,0
8367,49.08,402.43,1581.99,8751.75,837.02,4853.7
8368,48.32,432.99,1557.32,8615.29,823.96,4942.15
8369,49.34,427.06,1590.18,8797.05,841.35,5038.68
8370,121.29,695.8,1658.74,9835.14,496.25,2942.42
8371,51.98,570.85,4397.28,7367.04,0,0
8372,120.15,202.5,721.11,4651.72,773.42,4989.15
8373,2.28,2136.81,2960.04,2821.27,2960.04,2821.27
8374,612.99,57.09,2930.83,9590.02,940.3,3076.76
8376,137.64,702.53,1172.99,3580.88,1619.85,4945.03
8377,0,0,556.4,869.63,40.92,2.05
8378,30.1,1696.98,1506.4,10950.54,0.41,0
8379,146.48,107.7,1360.05,7029.26,872.6,4509.89
8380,446.32,1620.5,3997,14512.4,2134.15,7748.72
8381,84.95,683.92,760.74,6124.9,406.19,3270.32
8382,20.45,126.34,574.51,2827.81,1978.7,9739.33
8383,53.68,95.29,4480.88,7954.36,1955.71,3471.73
8384,28.91,360.96,125.28,1564.14,327.66,4090.83
8385,191.34,1905.63,2731.14,25913.13,137.4,171.86
8386,202.98,1716.7,2712.94,25885.22,190.89,171.86
8387,191.45,861.37,5017.41,8977.6,90.68,171.86
8388,229.09,2558.38,1897.86,11628.42,90.68,171.86
8389,261.3,2127.54,1954.6,9190.04,90.91,427.35
8390,262.71,866.92,3611.86,7615.82,16.9,0
8391,84.63,189.27,3917.37,8745.14,0,0
8393,15.44,0,3061.29,14828.75,0,0
8394,0,0,8299.49,4184.52,0,0
8395,48.82,29.75,1777.59,12405.89,420.22,2932.76
8396,48.61,29.62,1787.88,8644.4,422.66,2043.54
8397,13.69,208.54,1472.76,7204.6,603.89,2954.17
8398,215.11,966.06,932.13,4186.29,2437.87,10948.75
8399,94.55,950.82,479.08,2855.85,1319.75,7867.25
8400,100.6,1011.68,509.74,3038.64,1404.22,8370.79
8401,365.53,1235.37,4247.77,7304.33,150.2,65.09
8402,0,616.37,4372.03,7383.65,0,0
8403,83.92,52.88,655.1,4249.85,1508.14,9783.73
8404,49.46,0,2073.61,970.47,1769.25,7435.79
8405,1112.52,2742.48,745.64,2448.59,1750.85,7880.54
8406,0,502.73,962.95,6580.12,613.8,4194.26
8407,49.07,39.71,1581.65,8749.87,836.84,4629.14
8408,0,0,867.34,4735.17,716.79,3913.22
8409,1.81,1357.71,3288.09,20949.72,0,2709.33
8410,65.88,317.3,2272.68,11088.03,715.85,3520.17
8411,13.01,0,568.41,2136.16,1919.7,7214.46
8412,182.19,824.68,834.48,3777.22,1505.54,6814.73
8413,118.82,928.67,544.23,4253.5,981.88,7674.02
8415,0,0,164.69,3709.05,0,0
8416,0,0,134.62,10710.8,0,0
8417,507.82,484.33,1.75,125.1,1151.14,6460.09
8418,79.75,340.4,1430.05,11715.47,378.19,3098.26
8419,163.99,1457.52,0,0,225.26,6551.61
8420,140.86,1319.46,2,0,236.23,6215.81
8421,12.9,80.2,2752.74,12929.57,0,0
8422,11.77,238.05,2002.99,7578.56,847.02,3204.79
8425,0,576.93,8967.92,7018.8,0,0
8426,80.33,47.33,3112.48,15312.19,524.64,2581
8427,232.42,804.05,13211.19,6407.74,0,0
8428,202.99,1409.31,538.6,3916.53,927.9,6747.43
8429,33.97,1526.92,758.52,2716.85,1525.46,5422.48
8430,29.4,533.5,754.4,2549.03,1517.25,5087.84
8431,0.5,1034.39,8906.92,6181.18,0,0
8432,56.58,64.73,2292.02,2762.25,4787.26,5769.43
8433,0,0,2998.46,13970.9,0,0
8434,0,0,3013.27,14039.88,0,0
8435,14.99,659.9,427.33,3291.7,855.33,6588.53
8436,160.34,77.69,1052.28,4177.78,2106.19,8362.06
8437,573.67,552.65,783.72,3238.61,1738.81,7185.35
8438,6.54,0,2290.46,6350.55,375,2097.51
8439,63.64,753.35,4010.51,3509.41,3422.13,3050.24
8440,191.82,1750.14,1676.18,8159.92,90.68,171.86
8441,234.24,160.91,12524.44,60845.33,0,0
8442,52.85,90.4,7763.56,11015.29,0,6054.59
8443,127.83,835.17,1597.2,6879.88,1898.49,8177.68
8444,129.62,145.68,1532.23,6154.01,1817.18,7314.88
8445,128.59,672.88,1509.31,6972.8,1794.03,8288.13
8446,0,35.56,1630.19,6894.51,969.51,4100.32
8447,0,0,2047.98,13475.56,0,0
8448,0,0,0,0,0,1797.91
8449,0,121.56,13748.13,18686.84,0,0
8450,0,219.15,2083.62,12254.75,0,0
8451,0,0,0,0,0,0
8452,0,0,0,0,0,0
