Schl,Federal - Non-Personnel,Federal - Personnel,Local - Non-Personnel,Local - Personnel,State - Non-Personnel,State - Personnel
3654,438.19,1094.5,1846.21,7772.39,94.92,431.42
3655,277.49,2054.78,1888.05,9411.81,90.86,453.96
3657,397.26,1638.34,1919.4,9641.96,101.13,420.12
3662,304.01,2409.1,2256.84,8288.68,98.01,478.67
3663,288.54,2422.07,1929.43,10149.91,97.85,511.39
3664,192.18,1765.4,1805.43,8757.92,90.7,486.54
3668,374.11,2200.86,1720.36,9751.04,90.87,622.87
3670,191.17,1568.25,1698.71,9386.69,90.53,441.07
3675,241.22,2855.41,1766.73,9156.68,91.04,650.64
3684,291.9,2505.98,1717,8867.26,90.9,472.3
3687,353.75,3059.72,1817.39,11042.77,90.74,1159.74
3688,194.42,2387.71,1744.79,7111.29,90.83,611.34
3693,258.46,2149.12,1880.09,7349.4,95.42,396.47
3694,252.81,2070.57,2001.41,12099.86,90.84,412.42
3697,195.08,2260.19,1808.27,9737.07,91.01,486.43
3701,281.83,2440.49,1805.24,8548.21,90.96,568.38
3702,240.5,4190.46,1876.54,10950.21,91.25,877.92
3703,278.3,1918.07,1786.42,10555.62,90.95,411.83
3706,212.87,1427.62,1850.22,9454.91,97.89,517.55
3708,194.89,1405.21,1721.51,8338.72,90.84,497.96
3709,249.12,2181.23,1901.71,8637.97,99.34,601.47
3712,196.54,1081.36,1809.88,8472.71,90.87,432.08
3713,222.25,2277.65,1792.95,9499.35,90.89,556.86
3714,204.8,1210.02,1734.04,9620.12,90.87,369.6
3717,219.91,2013.44,1755.99,9369.12,90.81,517.61
3718,271.15,2152.63,1928.01,8738.82,100.4,623.29
3719,201.31,1477.64,1841.72,10094.39,90.82,486.37
3720,222.73,1976.63,1972.43,10786.61,99.9,564.92
3722,208.9,2998.8,1927.85,8637.18,98.68,714.6
3724,214.58,1659.02,1736.1,8302.47,91.01,598.36
3725,212.3,1132.47,1746.52,9358.86,90.88,495.06
3726,196.22,1553.35,1797.7,10343.15,90.86,383.19
3727,341.76,2016.42,1997.94,8612.99,95.41,315.46
3728,196.09,2102.83,1671.49,5005.33,91.31,1111.93
3732,220.79,2546.48,1848.13,7367.11,91.28,1015.16
3738,281.43,1719.56,1880.62,9089.98,97.93,616.99
3739,196.02,1563.73,1809.93,8053.16,90.81,382.75
3742,198.22,1750.3,1783.76,8196.98,90.9,458.25
3743,291.08,2946.95,1745.86,9929.67,91.04,603.32
3744,246.24,1914.36,1839.28,7285.65,95.12,593.22
3745,210.72,1447.31,2192.56,8294.4,90.84,390.18
3749,252.74,1893.4,1736.28,8072.61,90.7,361.83
3750,341.39,1623.47,1926,7964.06,90.91,427.58
3751,242.52,1640.7,1692.81,8022.79,90.68,171.86
3753,221.53,1860.31,1866.81,7114.74,91.01,509.04
3755,351.83,2334.57,1792.6,8770.62,91.06,616.34
3758,194.23,1658.59,1757.62,7669.73,90.83,365.05
3760,248.15,1160.43,1850.71,8289.51,90.67,611.64
3762,204.57,2032.91,1741.1,8781.5,90.7,608.13
3763,203.24,1526.27,1696.53,7930.63,90.85,399.8
3764,193.48,1446.41,1728.64,7902.62,90.69,479.71
3765,212.86,1493.46,1671.19,7502.28,90.97,609.4
3766,271.81,1875.41,1940.32,8245.16,104.21,634.8
3769,191.7,1182.27,1705.4,7204.96,90.83,373.78
3770,261.36,1462.52,1848.74,7753.32,90.89,469.57
3771,191.5,1493.47,1799.67,7373.21,90.66,433.9
3773,192.11,1692.43,1782.89,7410.81,90.96,540.19
3776,319.93,2322.46,1731.52,8687.04,91.02,556.41
3781,228.28,1161.08,1779.7,7791.71,90.91,468.37
3782,196.36,2032.33,1854.55,8390.43,90.89,402.43
3783,262.2,2080.65,1806.38,10329.98,91.09,714.2
3786,236.56,2140.16,1704.29,8221.3,90.87,414.04
3797,338.44,2610.3,1778.38,9410.56,90.93,478.82
3798,304.43,2012.2,1724.12,10014.33,90.86,418.69
3800,211.22,2747.73,1696.5,7883.66,90.99,542.26
3801,267.49,1395.23,1760.44,7464.91,90.77,498.09
3803,192.36,1469.23,1765.71,7463.53,90.94,541.52
3804,217.42,2290.36,1849.05,8834.46,90.7,473.46
3805,205.95,2174.98,2233.54,10292.13,91.04,691.28
3808,191.72,711.86,1758.97,9631.65,90.53,171.58
3816,192.09,1598.92,1747.95,8321.23,90.68,171.86
3818,221.3,1419.62,1705.91,8635.78,90.57,171.66
3835,191.93,1667.93,2154.09,9868.55,90.68,171.86
3841,326.96,1276.71,1651.81,877.23,90.99,899.59
3842,311.56,1391.46,1647.72,290.95,90.99,999.87
3843,191.49,1111.44,1715.74,8971.49,90.57,171.65
3844,222.32,1382.34,1723.45,8801.09,91.27,911.3
3845,218.39,1105.26,1714.5,8052.55,90.99,741.84
3847,237.13,1955.92,2051.01,8850.01,90.68,171.86
3848,191.43,813.03,1717.99,8079.24,90.64,171.79
3849,276.72,1407.43,1806.69,8548.78,90.87,618.26
3850,390.37,1914.57,1753,8113.16,91.13,599.01
3851,377.53,1898.89,1840.45,10076.77,91.43,1071.7
3855,205.12,1017.08,1803.25,7896.98,90.6,171.71
3857,199.87,1816.19,1829.12,7932.5,90.41,312.79
3859,237.15,2118.95,1814.28,8934.23,96.35,182.61
3860,273.45,1616.6,1742.9,9500.6,90.96,650.4
3861,210.03,826.89,1560.81,221.72,90.16,170.89
3864,185.84,558.59,1201.77,7697.07,813.27,5208.81
3865,156.41,321.07,1242.07,8828.5,840.54,5974.49
3866,180.41,160.52,1225.95,9149.45,829.63,6191.68
3868,0,685.73,1057.61,4669.76,1309.99,5784.13
3869,0,0,1035.57,5580.09,1282.69,6911.69
3875,15.38,1021.34,896.3,5320.42,2101.57,12474.87
3876,93.79,438.1,1448.18,4298.34,3169.14,9406.3
3877,83.87,391.82,1371.25,4128.54,3000.76,9034.71
3883,21.42,824.02,934.6,4387.06,1063.28,6357.63
3887,15.34,814.52,2225.83,10400.18,9.59,378.23
3891,9.14,18.58,2280.87,10755.43,9.49,0
3909,0,215.03,4549.19,1991.32,8448.49,3698.16
3910,0,229.55,5144.23,1907.07,9033.47,4042.8
3914,0,0,1056.2,10974.32,29.47,0
3915,40.99,402.52,2149.11,11117.18,9.85,245.87
3924,41,402.59,2149.47,11119.04,9.85,245.91
3930,0.02,0,3.38,9.75,4.26,12.29
3935,3.56,443.64,891.77,5200.75,1104.71,6442.6
3938,105.83,1297.38,306.14,2664.62,867.45,7550.09
3940,100.69,0,435.48,3030.97,1233.91,8588.13
3948,80.64,280.31,1371.77,4768.07,1116.18,3879.7
3954,0,65.96,494.23,2891.75,808.62,4731.31
3955,0,389.24,533.11,3575.05,872.25,5849.29
3957,0,0,878.91,4415.78,1438.02,7224.84
3961,64.14,566.73,432.86,7166.02,0,1727.92
3962,0,0,958.07,8264.88,0.25,1698.08
3968,130.88,750.64,884.46,7003.82,546.24,4325.56
3969,25.55,90.53,1220.81,7967.9,753.97,4920.97
3977,162.41,69.99,991.97,3473.73,2016.34,7060.92
3978,42.31,187,1461.2,3410.39,2970.13,6932.18
3988,154.87,619.17,3239.04,3397.3,6484.79,6945.39
3994,261.68,620.54,430.86,2087.99,1791.58,8682.1
4002,5.56,666.82,688.55,4063.78,2054.71,12126.8
4006,209.36,315.04,1109.46,3980.46,2772.27,9946.2
4009,147.82,1063.6,1253.72,6038.28,840.75,4049.3
4026,173.45,1081.11,1310.15,4038.06,3639.71,11218.11
4034,0,600.36,1313.73,5397.34,1994.83,8195.57
4044,0,23.59,1785.97,7976.02,2052.65,8934.37
4049,0,0,0,0,0,0
4054,0,0,4142.64,18165.51,0,0
4057,13.34,1232.18,794.85,3863.13,1385.05,6466.1
4058,26.93,78.74,954.92,4646.13,1648.64,7776.68
4060,16.93,886.26,589.59,3100.75,1025.78,5190.03
4062,390.94,1117.42,1327.38,5125.75,1381.56,5334.96
4064,0,122.13,1498.7,6002.72,1559.87,6247.73
4068,0,139.49,1372.32,5013.93,1428.33,5218.59
4070,83.67,718.99,1433.92,5076.92,1492.45,5284.14
4075,0,270.46,1811.87,6809.81,1393.47,5237.27
4079,0,0,1191.36,6272.99,916.25,4809.2
4080,0,0,1699.05,6734.36,1306.7,5179.24
4081,41.11,236.87,1745.88,10059.06,609.77,3513.24
4084,38.3,211.16,1626.67,8967.45,568.13,3131.98
4085,47.81,218.77,2030.52,9290.36,709.18,3244.76
4091,0,241.21,691.56,8154.68,0,0
4098,0,0,4068.49,6131.64,6259.21,9433.3
4101,38.96,419.68,125.32,4210.67,195.11,6555.55
4106,0,0,326.29,4652.22,508,7242.99
4115,37.51,1351.16,483.26,2247.04,1691.64,7865.65
4116,175.43,973.33,524.85,2655.46,1837.22,9295.32
4126,9.88,25.5,764.51,3609.28,2120.95,9908.62
4133,376.54,1279.58,1132.61,4707.99,1911.51,7945.71
4135,243.13,565.13,1392.72,5960.01,2350.5,10058.78
4143,238.04,561.91,1295.46,4564.46,2186.37,7703.49
4146,237.16,582.61,1356.03,5292.34,2288.59,8931.94
4148,219.53,267.94,1156.05,3972.29,1951.08,6704.08
4149,261.5,658.06,1353.69,5021.83,2284.64,8475.39
4165,199.84,1066.15,942.64,5598.32,1833.09,10886.71
4181,87.64,214.04,1542.43,3767.26,4140.5,10112.85
4188,232.81,14.18,954.5,5602.14,1270.96,7459.5
4195,19.09,216.71,711.61,5717.9,885.01,7111.14
4203,57.28,284.66,1059.64,5266.16,1746.98,8682.04
4211,13.7,208.7,1323.66,8080.36,542.75,3313.27
4214,13.88,211.36,1404.58,6575.58,575.93,2696.25
4217,6.01,4.73,1474.77,7251.66,604.71,2973.47
4234,0,483.96,0,9373.94,0,0
4235,0,0,0,9975.02,0,0
4244,72.71,219.01,951.92,5640.34,1251.92,7417.86
4248,96.35,742.35,969.85,4864.8,1275.49,6397.92
4249,84.86,188.2,1944.07,6781.78,2556.73,8919.02
4255,2.94,216.85,1263.3,8914.52,392.62,2770.52
4256,0,0,1234.31,10678.6,383.61,3318.78
4268,43.8,335.82,1064.86,5957.75,1064.86,5957.75
4276,59.66,221.47,2032.62,7545.19,1284.85,4769.45
4286,0,0,0,0,0,0
4291,16.48,1716.33,1507.88,9682.52,783.73,6027.87
4295,98.8,368.74,1835.62,10500.35,954.08,5457.63
4305,5.3,965.25,2269.28,12604.88,721.66,4008.52
4310,53.22,377.93,2485.79,14737.58,790.51,4686.74
4311,176.98,476.4,451.34,9571.65,2948.92,6507.35
4325,27.12,232.79,664.7,5704.66,582.01,4995.01
4328,31.43,265.36,770.11,6503.02,674.31,5694.05
4333,11.69,319.27,1074.25,6276.04,746.36,4360.42
4336,11.69,319.27,1413.31,7184.58,981.93,4991.65
4339,7.2,1.56,1090.8,7075.45,757.85,4915.83
4340,7.17,1.56,1567.38,7480.16,1088.97,5197
4351,78.31,134.14,962.99,4505.53,1373.56,6426.43
4352,99.1,567.46,1006.14,6081.22,1435.1,8673.92
4354,58.93,141.55,1473.7,10355.06,608.71,4277.13
4357,51.24,0,1441.72,8486.77,595.5,3505.44
4360,51.4,0,1694.38,9294.79,699.86,3839.19
4372,76.45,341.07,1375.84,6137.69,1034.78,4616.21
4373,85.94,394.6,1546.57,7101.14,1163.19,5340.84
4379,93.87,427.32,1783.79,9430.73,5.52,337.57
4380,97.04,441.77,1763.5,8874.13,5.71,0
4386,99.3,483.56,1929.11,9377.59,5.84,490.83
4389,26.98,682.76,2440.8,11745.48,0,127.63
4394,26.85,173.28,2471.5,10142.3,0,130.47
4399,26.93,628.57,2388.83,10622.98,0,127.42
4400,26.87,173.41,2422.75,10343.83,0,127.14
4404,28.34,182.83,2757.66,12291.53,0,134.05
4431,89.1,553.59,1485.41,5856.25,1675.04,6603.86
4440,0,168.89,1193.02,6692.34,789.53,4428.92
4442,0,0,2525.46,5777.77,1671.32,3823.67
4444,0.28,5.56,2.38,11.1,5.02,23.47
4453,0,0,0,0,0,0
4454,0,0,0,0,0,0
4455,0,0,0,0,0,0
4457,0,0,0,0,0,0
4458,0,0,0,0,0,0
4466,70.8,1742.4,2389.76,6101.28,32.47,3020.36
4482,31.16,84.84,795.41,5692.54,647.9,4636.84
4490,5.29,323.03,1021.33,5022.32,870.02,4278.28
4492,5.25,40.47,1055.94,5081.57,899.5,4328.75
4507,81.56,873.32,972.09,4705.15,1245.77,6029.85
4508,32.67,389.54,1218.46,5602.98,1561.51,7180.46
4512,82.71,947.96,975.44,4904.82,1250.06,6285.73
4516,46.07,471.14,1166.51,5135.16,1315.42,5790.71
4524,0,795.33,1340.92,6360.32,1363.41,6466.99
4528,0,208.66,1635.36,8278.54,1662.79,8417.39
4537,25.45,666.02,1044.1,7772.66,386.17,2874.82
4539,0,0,972.03,7538.71,359.52,2788.29
4540,12.19,322.14,1369.01,7779.74,506.35,2877.44
4544,0,0,1382.92,8938.16,511.49,3305.9
4545,0,0,1442.37,8306.84,533.48,3072.39
4546,33.36,942.96,1470.93,7950.23,519.99,3396.11
4547,0,0,1290.27,8772.56,456.45,3083.62
4549,32.63,773.14,1434.13,8804.29,507.08,4133.14
4551,28.59,483.48,1275.74,9242.75,451.33,3248.82
4553,1.68,6.33,1534.89,9378.9,570.34,3295.29
4556,21.04,347.62,1121.87,6904.35,722.7,4447.75
4557,21.05,335.41,1061.62,6519.35,683.89,4199.74
4558,21.15,11.87,1498.11,7276.92,965.08,4687.76
4559,110.8,662.33,1283.47,6493.41,749.21,3790.46
4563,20.42,594.43,1324.06,7207.47,753.68,4102.64
4564,5.92,0,1811.69,8922.35,962.46,4739.98
4565,56.66,425.98,1076.44,8335.69,353.6,2906.07
4566,59.47,439.55,1129.99,8582.9,370.62,2991.06
4568,58.69,433.65,1115.63,8472.55,366.22,2944.76
4570,59.32,381.72,1115.96,7234.11,374.1,2622.72
4571,137.71,661.42,2032.81,9329.21,662.38,3503.45
4572,35.21,558.13,1305,7635.8,690.41,4039.73
4576,70.13,801.33,1233.15,8356.39,652.4,4420.96
4577,42.47,18.1,1373.06,7749.23,726.42,4099.74
4578,31.66,18.31,1347.28,8063.2,712.78,4265.85
4579,46.46,0,1267.73,6211.15,668.17,3273.65
4580,67.85,646.66,1454.14,8556.2,766.42,4509.63
4581,39.12,1042.32,1403,7439.45,739.47,3921.03
4583,10.31,257.16,431.03,6635.11,0,0
4585,27.88,549.7,854.95,7705.33,0,0
4588,0,0,4321.03,7982.94,0,0
4589,32.19,394.37,453.22,10742.2,0,0
4593,16.64,6.17,302.6,9106.65,0,0
4595,18.14,930.49,366.33,9176.46,0,0
4597,7.96,16.83,727.14,10530.91,0,0
4598,4.49,9.49,2177.69,10960.88,0,90.54
4599,7.65,1870.55,1554.83,9814.37,828.05,5226.47
4600,3.29,0,1146.67,7767.2,610.68,5075.64
4601,5.88,0,1526.43,10766.39,812.93,5733.45
4602,0.69,0,1995.86,9496.71,1062.93,5057.3
4603,0,731.66,335.93,3460.83,812.08,8366.17
4605,0,0,382.31,3503.53,924.19,8469.4
4606,0,756.69,329.59,3515.33,796.75,8497.91
4607,0,0,332.14,3451.59,802.91,8343.83
4608,0,0,493.14,3764.28,1192.11,9099.73
4613,73.97,754.17,1508.03,8519.48,750.88,4837.87
4614,3.66,0,1614.58,8674.5,768.08,4117.29
4617,15.24,109.14,990.57,7093.82,518.14,3710.61
4618,12.85,116.64,835.55,7581.89,437.06,3965.91
4620,17.4,124.37,1131.21,8084.28,591.71,4228.7
4622,14.88,111.47,967.1,7245.44,505.87,3789.92
4623,21.76,125.52,1414.31,8158.93,739.79,4267.75
4625,29.35,157.62,1685.02,9048.74,631.94,3393.6
4629,28.3,129.25,1624.43,7419.94,609.22,2782.74
4647,185.59,833.49,804.21,3611.81,2103.32,9446.26
4648,3.52,692.29,1670.67,11215.28,381.77,2437.8
4653,1.45,249.4,1592.88,12478.39,570.71,2440.99
4657,16.9,0,1769.52,12361.85,381.76,2437.72
4658,0.56,0,2264.25,12033.18,381.76,2437.72
4659,9.29,294.29,1969.42,12110.46,9.65,320.15
4664,37.49,21.93,1389.63,5233.43,3152.23,11871.46
4665,43.42,214.5,1843.72,9109.07,643.94,3181.44
4667,39.07,812.56,194.88,4281.17,303.4,6665.31
4670,60.12,541.25,3045.07,17382.28,0,0
4672,21.32,368.76,1367.74,12054.08,316.82,2792.2
4675,22.9,827.79,2785.69,15453.41,0,0
4678,21.27,24.82,1312.47,11121.95,348.28,2951.38
4680,0,56.14,2278.02,20662.27,1060.18,94.43
4681,0,16.74,1302.28,10986.7,430.63,3632.99
4682,66,105.94,1795.95,15036.07,0,0
4683,26.56,596.96,1250.9,10316.48,331.95,2737.64
4689,16.87,74.15,2538.65,11154.82,479.32,2106.13
4690,16.33,73,2457.31,10982.63,463.96,2073.62
4691,36.07,182.02,665.19,4269.44,1300.42,8346.56
4696,0.02,1.66,4.59,29.81,0.52,5.35
4700,0,664.44,422.37,4121.32,424.73,4890.23
4701,0,0,1497.93,12420.32,529.46,4365.29
4704,0,0,1104.77,7242.07,0,0
4705,298.4,0,2128,21259.15,9.8,0.96
4706,0,0,0,0,0,0
4707,49.28,817.02,3013.79,7807.33,998.09,2585.59
4708,43.95,126.26,1593.72,7152.31,421.83,1893.08
4711,199.97,485.2,2709.73,13169.58,594.81,2890.9
4715,44.77,423.72,596.8,5648.33,846.66,8013.07
4717,32.78,84.99,894.4,5533.56,728.53,4507.34
4722,102.68,179.55,1897.92,9027.33,650.4,3064.1
4724,72.42,454.89,1339.01,5443.51,430.85,4323.77
4726,236.94,1101.03,1717.96,8653.5,90.86,433.41
4727,228.24,1145.57,1739.08,8512.67,90.62,402.53
4732,266.61,2086.37,1718.3,8612.6,90.59,551.27
4734,16.85,430.79,4776.8,7354.49,2700.92,4158.41
4735,32.11,105.1,1370.52,5316.45,1756.39,6813.25
4736,134.53,714.79,684.85,4677.13,847.78,5789.81
4800,55.78,12.59,1517.07,8254.82,461.94,4068.94
4801,24.55,0,2755.42,12558.01,0,0
4802,0,2.05,1.46,38.55,0.01,11.27
4804,246.92,35.42,1029.78,9187.17,782.35,6979.75
4808,24.42,75.14,3781.73,11637.45,1090.73,3356.48
4809,35.86,0.36,1136.3,8243.62,298.95,2177.67
4810,49.6,0,258.44,662.5,129.2,331.2
4811,21.01,937.09,1286.62,4970.44,1341.28,5181.6
4812,117.74,245.08,1830.92,9150.07,509.7,2547.24
4813,117.74,18.86,1842.56,9677.44,512.94,2694.05
4815,69.42,1993.06,1091.65,5214.19,1211.66,6535.16
4817,191.64,59.59,1195.21,3566.85,2752.32,8213.71
4818,163.93,574.86,710.37,2491.07,1857.88,6515.11
4820,0,666.98,351.74,4448.16,406.54,51411.01
4823,21.91,135.63,1203.26,7447.18,500.2,3095.82
4827,34.81,586.07,1466.98,9497.1,459.89,2977.3
4828,0,510.71,1013.11,6532.44,437.48,2820.81
4832,80.08,47.18,2791.52,14816.5,470.53,2497.45
4833,22.54,218.15,1574.86,7658.8,639.55,3807.83
4836,0,727.34,658.98,6824.25,0,0
4837,188.69,396.54,1549.29,2907.12,3094.95,5632.49
4839,173.33,358.68,1338.58,5216.18,1393.22,5429.09
4841,47.96,29.22,1781.36,12928.11,421.11,3056.21
4843,0.14,4.52,10.74,73.72,1.34,17.29
4845,106.59,530.44,2283.22,10621.52,6.25,0
4847,14.6,155.93,960.46,10255.07,500.07,5339.38
4849,0,0,1947.31,6897.06,318.82,2278.01
4850,57.56,740.95,1739.14,6068.95,745.35,2600.98
4851,33.84,413.27,1882.34,10744.94,0,88.12
4852,21.26,264.4,1218.67,11520.62,323.39,3057.17
4853,75.77,52.05,1684.78,15139.5,0,0
4857,214.62,944.89,687.85,4571.7,851.49,5659.3
4858,29.2,648.85,701.22,4699.23,868.03,5817.16
4859,10.12,200.22,2462.2,11882.45,0,0
4867,14.8,88.23,2169.23,7788.46,218.61,4335.53
4868,191.82,1887.92,1938.45,10667.46,90.68,350.5
4900,98.61,598.68,1829.65,10797.54,623.56,3646.44
4902,0,3.8,1.7,40.28,0.13,11.55
4907,7.17,277.84,1807.11,7919.7,713.62,3127.45
4910,110.46,467.72,1819.42,14819.44,0,0
4915,52.74,380.21,1157.08,9395.14,693.62,4067.35
4917,66.04,1545.51,1129.37,5621.23,1253.51,7145.78
4918,0,1395.1,954.44,4462.35,954.44,7273.89
4919,89.72,311.58,1468.5,6252.83,549.68,3961.43
4920,26.1,546.47,2721.07,5128.99,2678.97,4749.32
4921,135.06,912.35,523.56,2592.34,1415.56,7008.92
4922,160.13,1707.8,542.03,2776.9,1465.5,7507.91
4929,174.94,1042.26,801.28,4773.76,1445.63,8612.65
4930,40.02,268.15,980.64,6571.35,858.65,5753.88
4931,369.27,174.12,1322.89,2685.72,4630.73,9401.24
4937,13.64,207.8,1365.03,6998.31,559.72,2869.58
4938,13.67,208.28,1350.6,6554.43,553.8,2687.58
4939,192.83,401.24,1315.73,2737.78,3286.25,6838.04
4943,9.32,76.35,1819.92,14906.83,385.94,3161.23
4945,41.89,295.23,2708.73,8716.24,17.96,91.45
4946,269.38,1685.36,749.36,4459.44,835.19,4970.19
4947,0,0,0,0,0,0
4951,40.55,234.7,1950.19,11288.38,583.45,3377.19
4952,315.77,724.9,661.22,5621.27,818.52,6958.56
4954,31.73,158.15,1448.37,6624.56,440.82,4423.79
4956,5.91,187.02,948,7635.51,587.1,4673.17
4957,31.66,198.89,1525.34,7701.5,954.39,4711.84
4960,47.27,171.38,3781.27,13710.7,898.05,3256.29
4961,228.22,1422.12,1774.16,7785.32,90.95,537.84
4963,250.41,2426.66,1718.07,7438.72,90.87,398.86
4964,29.03,423.83,1581.27,9531.67,877.11,5314.26
4965,65.86,225.18,2314.9,9872.23,729.18,3136.23
5002,238.79,1099.46,1826.1,4398.93,2626.02,6339.68
5007,123.68,351.65,1168.93,11397.61,410.71,4004.57
5010,0.01,0.06,1.95,11.85,0.5,3.03
5011,62.41,201.85,1557.4,8317.93,460.12,2457.43
5012,0,0,206.74,11684.78,0,0
5017,65.4,70.27,2399.83,14303.13,634.66,3782.59
5019,111.2,555.97,1893.61,7820.13,1411.69,5829.95
5020,6.56,0,2139.8,7495.63,350.33,2475.71
5021,34.07,416.08,2029.03,11230.82,0,88.72
5023,38.69,181.68,1924.29,9036.49,924.18,4339.96
5025,250.34,1106.24,253.73,1457.39,1029.76,6626.48
5026,262.31,1128.33,273.94,1462.7,1127.96,6663.34
5027,265.81,1405.04,286.01,1480.82,1162.59,6474.23
5028,148.88,802.07,257.9,1325.87,1047.19,6124.36
5029,25.4,787.97,3092.64,12681.43,0,359.57
5033,573.22,367.41,1172.84,1370.93,4052.39,4736.83
5034,571.98,366.61,1170.3,1367.96,4043.62,4726.57
5037,326.57,618.12,402.49,4732.47,562.01,5524.53
5038,0,500.12,3636.74,12750.81,0,0
5040,348.14,2438.5,1777.01,8871.01,90.94,510.19
5041,33.8,1164.43,1712.72,9258.86,90.87,347.32
5043,298.89,1061.27,2161.91,21301.49,16.97,2.49
5048,189.87,486.16,1295.51,3317.2,3235.74,8285.26
5053,46.47,354.37,1385.54,8791.42,590.42,3746.26
5054,12.34,84.53,1808.3,7028.6,1068.87,4154.53
5055,4.62,18.17,1541.13,9273.62,572.13,3442.76
5056,547.75,1275.67,1656.2,6054.95,2101.12,7681.54
5058,0,87.46,1510.09,7939.58,956.48,5028.85
5060,21.15,455.31,956.15,5262.9,1224.12,6737.86
5062,100.44,853.26,1815.97,14070.24,16.03,86.65
5063,5.55,261.64,880.19,7503.44,553.39,4616.29
5064,47.52,342.56,1110.75,8817.77,1209.94,3814.12
5070,88.69,349.59,1508.66,5946.52,1227.57,4838.59
5075,110.46,34.44,1819.42,14819.44,0,53.53
5077,0.53,2.78,2504.94,14977.77,549.86,3287.78
5078,10.48,76.32,2046.72,14901.01,434.04,3159.99
5079,128.52,574.01,2675.25,10104.89,646.28,2549.95
5080,116.5,824.05,1496.03,7782.62,505.66,2630.54
5081,27.79,118.69,2240.84,9569.72,1055.92,4509.41
5083,0,0,1398.61,9209.92,434.67,2862.33
5088,15.85,423.29,1056.43,8303.22,390.73,3071.05
5091,79.66,205.91,2756.53,7125.69,1248.9,3228.43
5093,15.55,560.17,2562.66,10311.8,41.14,162.45
5095,0,671.99,1237.9,5403.79,952.04,4155.93
5096,0,59.93,2422.78,17186.5,185.93,98.98
5098,32.14,253.79,1791.64,11582.68,0,88.11
5101,0.03,3.51,4.75,32.59,0.57,5.48
5103,0,0,1597.01,5287.29,1597.01,5287.29
5105,0,0,41.43,6889.85,28.2,4689.73
5106,483.94,2107.26,802.94,14188.49,184.2,1677.92
5108,76.97,13.1,1725.49,15491.85,1.66,0.69
5112,0,589.59,2973.36,11200.13,924.08,3480.87
5113,162.05,484.64,2115.35,6713.07,606.7,1925.35
5114,55.52,176.38,1651.53,9738.27,437.13,2577.53
5116,25.1,57.18,3225.97,14389.23,0,0
5117,4.92,0,1346.14,5935.16,678.37,2923.29
5118,0,0,1890,8011.99,1765.27,7483.25
5120,340.13,1775.68,1884.84,8876.1,99.29,662.84
5121,206.78,2295.49,1741.14,8905.37,90.98,870.41
5122,210.46,1077.48,1768,8875.85,90.7,350.97
5123,301.14,1742.14,2029.85,8624.5,97.06,425.63
5124,202.18,2762.11,1849.1,8312.5,95.17,590.37
5125,214.6,1825.62,1801.46,8824.86,90.87,442.68
5126,60.26,660.08,1594.93,7816.72,661.51,3259.48
5130,20.93,165.9,1050.67,3536.84,1397.08,4702.95
5132,61.24,652.35,1361.84,9693.5,428.35,3493.32
5133,21.27,24.82,1398.01,11935.53,370.98,3167.28
5135,0,0,758.98,2125.25,2819.37,7894.68
5136,76.61,256.99,881.8,2681.14,2784.28,8465.68
5137,117.74,18.86,1860.71,10813.59,517.99,3010.34
5139,16.02,652.51,2015.01,9252.05,282.73,839.67
5143,88.55,108.6,1876.34,8769.55,720.49,3367.4
5144,90.88,735.22,801.27,2576.88,1908.94,6139.13
5146,0,0,1453.12,5877.29,1679.49,6792.86
5148,33.15,987.96,432.66,3014.19,1152.52,8029.12
5149,265.48,879.1,687.63,4539.25,851.22,5619.13
5150,0,0,0,0,0,0
5152,247.2,1431.02,1165.1,5346.56,943.51,7987.29
5153,254.39,352.81,5098.38,7070.87,5246.77,7276.68
5154,577.56,39.94,2823.53,8950.94,905.87,2871.73
5155,20.85,319.46,525.51,3478.46,1109.38,7796.71
5165,84.43,350.01,1519.32,6298.63,1142.7,4737.26
5166,86.13,360.84,1549.93,6493.55,1165.72,4883.86
5169,4.25,244.51,1805.21,5599.55,1366.93,4257.65
5183,202.74,2243.82,1990.87,8724.34,95.95,451.53
5185,266.82,1862.26,1777.04,7604.96,90.87,387.8
5186,192.74,1190.06,1689.51,8687.65,90.9,480.37
5187,330.07,2214.73,1864.83,9782.58,99.35,375.68
5188,215.95,2134.91,2099.82,9203.26,99.94,540.97
5190,208.91,180.2,1341.77,10129.71,509.59,3847.14
5191,39.89,539.63,1367.29,10649.04,508.02,3956.69
5194,22.16,290.29,1561.06,10007.52,0,0
5195,10.55,231.77,2499.6,13936.94,0,0
5196,14.53,570.13,2667.25,14675.06,0,0
5199,13.92,0,973.86,11255.06,280.44,3241.03
5203,184.29,1820.41,1390.99,8972.16,690.78,4455.66
5205,31.22,784.07,872.12,6889.99,575,4382.9
5206,201.46,1123.44,286.06,1664.23,1167.38,7674.96
5207,5.16,376.33,1182.05,7217.82,952.77,5817.8
5208,6.99,105.86,1524.96,6821.56,1589.74,7111.36
5209,55.92,1065.32,1023.57,4109.04,1891.64,7593.85
5211,37.35,58.37,2994.53,14640.88,0,0
5213,85.8,880.95,834.87,2428.71,2636.08,7668.64
5216,4.35,1.51,1223.47,7633.67,649.42,4051.95
5217,1084.87,291.93,4880.46,3909.53,3926.67,3145.49
5219,63.65,262.09,880.71,3626.36,2128.76,8765.23
